GlobalID,EntryID,ElbowL_X,ElbowL_Y,ElbowL_Z,ElbowR_X,ElbowR_Y,ElbowR_Z,FiringPoint_X,FiringPoint_Y,FiringPoint_Z,FootL_X,FootL_Y,FootL_Z,FootR_X,FootR_Y,FootR_Z,HandL_X,HandL_Y,HandL_Z,HandR_X,HandR_Y,HandR_Z,Head_X,Head_Y,Head_Z,KneeL_X,KneeL_Y,KneeL_Z,KneeR_X,KneeR_Y,KneeR_Z,Player_X,Player_Y,Player_Z,PlayerImage_X,PlayerImage_Y,PlayerImage_Z,PlayerTransformEffect_X,PlayerTransformEffect_Y,PlayerTransformEffect_Z,Raft_X,Raft_Y,Raft_Z,RaftBack_X,RaftBack_Y,RaftBack_Z,SpineBase_X,SpineBase_Y,SpineBase_Z,FiringPoint_RotX,FiringPoint_RotY,FiringPoint_RotZ,FiringPoint_RotW,Spatial,Temporal,Spatial_1,Temporal_1,Spatial_2,Temporal_2
5145,08062025071053769,-4.431521,4.696726,-0.05524239,3.221333,5.140596,-0.05554238,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.635423,4.712742,-0.05764239,6.282936,5.711676,-0.05344239,-0.6697845,6.921873,-0.04064238,-1.138229,-2.30291,-0.06094239,0.6468404,-2.202923,-0.05964239,-4.5,-1.503163,-0.01000048,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,-0.3173472,0.4657093,-0.04994239,0,0,0,1,0,0,0,0,0,0
5146,08062025071053956,-4.394765,4.670504,-0.05574239,3.245157,5.107172,-0.05554238,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.61028,4.67927,-0.05814238,6.295407,5.622366,-0.05354239,-0.6307153,6.924037,-0.04034238,-1.125874,-2.305304,-0.06104239,0.6610786,-2.210447,-0.05934239,-4.5,-1.34199,-0.01000024,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,-0.300046,0.4590576,-0.04964238,0,0,0,1,0,0,0,0,0,0
5147,08062025071054160,-4.359849,4.656408,-0.05524239,3.263267,5.0807,-0.05584238,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.625951,4.678683,-0.05714239,6.285341,5.588414,-0.05464238,-0.5757124,6.924891,-0.04014239,-1.111181,-2.314745,-0.06114238,0.7191309,-2.255607,-0.05894238,-4.5,-1.211253,-0.01000024,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,-0.2759608,0.451496,-0.04984238,0,0,0,1,0,0,0,0,0,0
5148,08062025071054354,-4.248953,4.678107,-0.05354239,3.398273,5.081541,-0.05454239,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.596382,4.736849,-0.05514238,6.365635,5.631176,-0.05454239,-0.405482,6.938179,-0.03924239,-1.047791,-2.337447,-0.06034238,1.084022,-2.469169,-0.05734239,-4.5,-1.147514,-0.009999523,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,-0.1516837,0.4324983,-0.04984238,0,0,0,1,0,0,0,0,0,0
5149,08062025071054559,-3.67422,4.741027,-0.05274238,4.083772,5.086924,-0.05284239,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.299417,4.862622,-0.05274238,6.744514,5.630707,-0.05324238,0.2737619,6.98924,-0.03864238,-0.7264957,-2.431413,-0.05774238,1.452505,-2.585833,-0.05514238,-4.5,-1.206729,-0.009999761,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,0.3230297,0.3231938,-0.04734239,0,0,0,1,0,0,0,0,0,0
5150,08062025071054747,-3.10687,4.815335,-0.05224239,4.747723,5.167652,-0.05124239,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.138061,4.944776,-0.05254238,7.002516,5.636789,-0.05174239,0.8922119,7.096354,-0.03744238,-0.4381448,-2.478261,-0.05494239,1.84947,-2.579612,-0.05604238,-4.5,-1.320416,-0.01000048,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,0.8179886,0.3212764,-0.04674238,0,0,0,1,0,0,0,0,0,0
5151,08062025071054969,-2.65608,4.86832,-0.05194238,5.264578,5.192778,-0.04994239,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-5.766768,5.004063,-0.05224239,7.049824,5.642546,-0.05114239,1.434854,7.142036,-0.03624238,-0.2361083,-2.502367,-0.05374238,2.096415,-2.583826,-0.05534238,-4.5,-1.525544,-0.01000024,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,1.12089,0.3067143,-0.04714239,0,0,0,1,0,0,0,0,0,0
5152,08062025071055142,-2.479028,4.9189,-0.05394239,5.52547,5.145588,-0.04814238,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-5.477349,5.138543,-0.05494239,7.049824,5.642546,-0.05114239,1.655675,7.149201,-0.03514239,-0.1345893,-2.555386,-0.05404239,2.207073,-2.597162,-0.05484239,-4.5,-1.799739,-0.01000024,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,1.269216,0.3071122,-0.04634239,0,0,0,1,0,0,0,0,0,0
5153,08062025071055349,-2.643303,4.897509,-0.05404239,5.320795,5.136269,-0.04924239,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-5.640135,5.092104,-0.05704238,7.049824,5.642546,-0.05114239,1.419712,7.102302,-0.03634239,-0.1305949,-2.573851,-0.05404239,2.207081,-2.595254,-0.05534238,-4.5,-2.020873,-0.01000072,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,1.247438,0.3033557,-0.04584238,0,0,0,1,0,0,0,0,0,0
5154,08062025071055549,-3.148907,4.818908,-0.05474238,4.664275,5.140213,-0.05154238,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.086385,4.9922,-0.05794239,6.936835,5.634058,-0.05204238,0.7313368,7.049934,-0.03724239,-0.2902691,-2.559204,-0.06204238,1.933276,-2.568013,-0.05524239,-4.5,-2.235776,-0.01000024,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,0.8346411,0.3102489,-0.04954239,0,0,0,1,0,0,0,0,0,0
5155,08062025071055749,-3.451199,4.73867,-0.05544239,4.227452,5.12654,-0.05294238,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.36529,4.996688,-0.05944238,6.78422,5.651344,-0.05514238,0.3295893,7.020783,-0.03814239,-0.4735853,-2.535771,-0.06284238,1.666255,-2.522039,-0.05574239,-4.5,-2.375819,-0.01000048,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,0.5604185,0.327641,-0.04894238,0,0,0,1,0,0,0,0,0,0
5156,08062025071055960,-3.650292,4.716723,-0.05474238,4.019234,5.10674,-0.05384238,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.398189,4.843373,-0.05964239,6.65787,5.640665,-0.05674239,0.1575481,7.000958,-0.03824239,-0.6180686,-2.516685,-0.06224238,1.494885,-2.513556,-0.05554238,-4.5,-2.416167,-0.01000048,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,0.3615446,0.3258581,-0.04904239,0,0,0,1,0,0,0,0,0,0
5157,08062025071056167,-3.670825,4.717014,-0.05434239,3.985824,5.091521,-0.05354239,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.416746,4.816128,-0.06024239,6.653802,5.622778,-0.05644238,0.1603631,6.997971,-0.03724239,-0.658059,-2.523116,-0.05994238,1.456487,-2.533033,-0.05494239,-4.5,-2.339393,-0.01000072,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,0.3278911,0.3142252,-0.04694239,0,0,0,1,0,0,0,0,0,0
5158,08062025071056361,-3.526512,4.733327,-0.05404239,4.050333,5.088385,-0.05224239,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.423533,4.869635,-0.05854239,6.692295,5.616536,-0.05574239,0.2196938,7.021223,-0.03714238,-0.6553447,-2.535396,-0.05864238,1.461469,-2.552994,-0.05494239,-4.5,-2.167699,-0.01000072,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,0.3414521,0.2997689,-0.04704238,0,0,0,1,0,0,0,0,0,0
5159,08062025071056560,-3.470115,4.753825,-0.05334239,4.180822,5.103992,-0.05184239,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.412634,4.93229,-0.05944238,6.730833,5.633857,-0.05494239,0.3612247,7.027577,-0.03654239,-0.6123189,-2.541823,-0.05714239,1.515858,-2.574755,-0.05474238,-4.5,-1.951569,-0.01000048,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,0.4155551,0.2812538,-0.04704238,0,0,0,1,0,0,0,0,0,0
5160,08062025071056749,-3.435357,4.744648,-0.05314239,4.265798,5.131841,-0.05134238,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.390698,4.926175,-0.06024239,6.769369,5.694597,-0.05454239,0.4343635,7.026266,-0.03554238,-0.5463274,-2.562224,-0.05684238,1.587652,-2.589448,-0.05454239,-4.5,-1.676858,-0.01000024,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,0.4979728,0.2694535,-0.04624238,0,0,0,1,0,0,0,0,0,0
5161,08062025071056961,-3.4266,4.721283,-0.05294238,4.314887,5.164193,-0.05074238,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.38761,4.841888,-0.06084238,6.80685,5.746662,-0.05424239,0.4603063,7.037181,-0.03504238,-0.5111061,-2.592167,-0.05694238,1.626116,-2.594482,-0.05444238,-4.5,-1.418909,-0.01000048,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,0.5457046,0.2597365,-0.04574238,0,0,0,1,0,0,0,0,0,0
5162,08062025071057156,-3.428148,4.709892,-0.05264239,4.360661,5.189387,-0.04974239,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.385381,4.867344,-0.06054239,6.501421,5.670586,-0.05314239,0.479933,7.068754,-0.03454239,-0.4961294,-2.607781,-0.05594239,1.6495,-2.599159,-0.05404239,-4.5,-1.248147,-0.009999761,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,0.5737938,0.2498403,-0.04514239,0,0,0,1,0,0,0,0,0,0
5163,08062025071057350,-3.405953,4.722703,-0.05234239,4.415542,5.195395,-0.04954239,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.263408,4.939674,-0.05874238,6.73284,5.711743,-0.05264239,0.5377045,7.081752,-0.03404238,-0.4900241,-2.62063,-0.05594239,1.677748,-2.62377,-0.05334239,-4.5,-1.108151,-0.009999761,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,0.598331,0.2329218,-0.04434239,0,0,0,1,0,0,0,0,0,0
5164,08062025071057550,-3.387366,4.745998,-0.05324238,4.449605,5.202584,-0.04934238,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.030157,4.948722,-0.05844239,6.766769,5.721468,-0.05284239,0.5830609,7.086908,-0.03364239,-0.4804959,-2.621702,-0.05544239,1.690285,-2.639187,-0.05304239,-4.5,-1.089733,-0.01000024,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,0.6104736,0.2264256,-0.04474239,0,0,0,1,0,0,0,0,0,0
5165,08062025071057749,-3.342636,4.777552,-0.05314239,4.516122,5.19625,-0.04854238,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.099853,4.955517,-0.05734239,6.887304,5.680831,-0.05154238,0.6379881,7.090068,-0.03324239,-0.4565503,-2.627854,-0.05534238,1.716088,-2.663571,-0.05294238,-4.5,-1.179524,-0.01000024,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,0.6381927,0.2183118,-0.04394239,0,0,0,1,0,0,0,0,0,0
5166,08062025071057961,-3.334179,4.780605,-0.05314239,4.538447,5.194619,-0.04844238,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-5.936977,4.852524,-0.05924238,6.833105,5.684698,-0.05134238,0.645076,7.086802,-0.03324239,-0.4501252,-2.634894,-0.05544239,1.733715,-2.6714,-0.05264239,-4.5,-1.373226,-0.01000048,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,0.6510462,0.2111475,-0.04364238,0,0,0,1,0,0,0,0,0,0
5167,08062025071058153,-3.33641,4.768093,-0.05304239,4.533019,5.205254,-0.04854238,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-5.84933,4.801787,-0.05984238,6.891047,5.739142,-0.05154238,0.6226366,7.090193,-0.03374239,-0.4482462,-2.648481,-0.05514238,1.739027,-2.673285,-0.05234239,-4.5,-1.579396,-0.01000024,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,0.6520668,0.2011461,-0.04374239,0,0,0,1,0,0,0,0,0,0
5168,08062025071058363,-3.380565,4.706744,-0.05324238,4.491289,5.239942,-0.04884239,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.130109,4.474907,-0.05984238,6.880493,5.80674,-0.05044239,0.5165868,7.092708,-0.03384238,-0.4583769,-2.683367,-0.05464238,1.734272,-2.674839,-0.05244238,-4.5,-1.87234,-0.01000048,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,0.6380423,0.1860609,-0.04314238,0,0,0,1,0,0,0,0,0,0
5169,08062025071058551,-3.388514,4.641463,-0.05334239,4.476557,5.24721,-0.04864239,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.168077,4.357043,-0.05874238,6.875632,5.797791,-0.05054239,0.4934596,7.089549,-0.03334238,-0.4777261,-2.690441,-0.05484239,1.728613,-2.681873,-0.05224239,-4.5,-2.124892,-0.01000072,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,0.6281648,0.1807966,-0.04294238,0,0,0,1,0,0,0,0,0,0
5170,08062025071058767,-3.280802,4.380328,-0.05684238,4.505197,5.247673,-0.04754239,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.324,4.476293,-0.05034238,6.886271,5.764068,-0.04994239,0.4971263,7.072647,-0.03324239,-0.4738724,-2.689862,-0.05474238,1.724181,-2.696101,-0.05254238,-4.5,-2.355159,-0.01000095,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,0.6242676,0.1762791,-0.04414238,0,0,0,1,0,0,0,0,0,0
5171,08062025071058957,-3.200879,4.401104,-0.05594239,4.57583,5.243168,-0.04774239,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.353465,4.887819,-0.04594238,6.917994,5.731381,-0.04944239,0.5582332,7.055958,-0.03354238,-0.4481958,-2.685076,-0.05504239,1.768035,-3.187275,-0.06154238,-4.5,-2.474915,-0.01000024,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,0.6618155,0.1734991,-0.04424239,0,0,0,1,0,0,0,0,0,0
5172,08062025071059149,-3.159931,4.43048,-0.05564239,4.64993,5.226645,-0.04764238,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.369687,4.933328,-0.04434239,6.941955,5.654374,-0.04944239,0.6401854,7.045757,-0.03424239,-0.4251263,-2.682223,-0.05474238,1.790556,-3.192123,-0.06104239,-4.5,-2.476568,-0.01000095,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,0.7004462,0.1750231,-0.04444239,0,0,0,1,0,0,0,0,0,0
5173,08062025071059360,-3.086629,4.473655,-0.05474238,4.756775,5.175248,-0.04824239,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.333713,5.000521,-0.04414238,7.011466,5.537097,-0.05074238,0.7994747,7.044172,-0.03414239,-0.38889,-2.678184,-0.05404239,1.820487,-3.203497,-0.06114238,-4.5,-2.359459,-0.01000119,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,0.7617572,0.1770554,-0.04454238,0,0,0,1,0,0,0,0,0,0
5174,08062025071059549,-3.055707,4.521901,-0.05384238,4.830792,5.163819,-0.04844238,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.317485,5.06922,-0.04444239,7.025289,5.561672,-0.04994239,0.8863175,7.040356,-0.03374239,-0.3757861,-2.670443,-0.05514238,1.856184,-3.207041,-0.06144239,-4.5,-2.151959,-0.01000048,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,0.8010548,0.1822693,-0.04454238,0,0,0,1,0,0,0,0,0,0
5175,08062025071059756,-3.217184,4.520912,-0.05284239,4.745807,5.181918,-0.04864239,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.380728,4.995686,-0.04614239,7.006338,5.685374,-0.04844238,0.8106419,6.976463,-0.03494238,-0.3805457,-2.650125,-0.05534238,1.845261,-3.190486,-0.06284238,-4.5,-1.863554,-0.01000048,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,0.7789951,0.1911807,-0.04444239,0,0,0,1,0,0,0,0,0,0
5176,08062025071059983,-3.595976,4.440059,-0.05334239,4.326054,5.287455,-0.04914238,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-5.961164,4.591723,-0.04934238,6.82087,5.938945,-0.04844238,0.2672357,7.00931,-0.03514239,-0.5247944,-2.66521,-0.05954239,1.675847,-2.685733,-0.05254238,-4.5,-1.562237,-0.01000024,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,0.5472198,0.1975145,-0.04474239,0,0,0,1,0,0,0,0,0,0
5177,08062025071100159,-3.913497,4.346667,-0.05364238,3.955344,5.343763,-0.04994239,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.475659,4.410899,-0.05104238,6.332582,6.040154,-0.04854238,-0.1823979,7.000084,-0.03584239,-0.6719971,-2.666817,-0.06114238,1.480914,-2.654012,-0.05234239,-4.5,-1.317624,-0.009999523,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,0.3142022,0.2060046,-0.04514239,0,0,0,1,0,0,0,0,0,0
5178,08062025071100349,-4.139499,4.277054,-0.05364238,3.668561,5.365677,-0.05044239,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.618681,4.306287,-0.05134238,6.643591,6.291408,-0.04824239,-0.4811102,6.980694,-0.03604239,-0.7901532,-2.661836,-0.06114238,1.339453,-2.617005,-0.05304239,-4.5,-1.15883,-0.01,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,0.1335189,0.2218077,-0.04584238,0,0,0,1,0,0,0,0,0,0
5179,08062025071100555,-4.392598,4.200468,-0.05464238,3.407924,5.399027,-0.05184239,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.726517,4.181273,-0.05274238,6.4806,6.437226,-0.04794238,-0.8063914,6.944646,-0.03694238,-0.9284775,-2.621155,-0.06214239,1.196321,-2.559084,-0.05384238,-4.5,-1.035964,-0.01,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,-0.05582682,0.2620933,-0.04714239,0,0,0,1,0,0,0,0,0,0
5180,08062025071100759,-4.677252,4.166861,-0.05494239,3.042445,5.404282,-0.05404239,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.831244,4.051643,-0.05494239,6.322189,7.158256,-0.04204239,-1.145188,6.874412,-0.03804239,-1.04862,-2.495116,-0.06434238,0.9705381,-2.417584,-0.05804238,-4.5,-1.045611,-0.01000024,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,-0.2908732,0.3560286,-0.04954239,0,0,0,1,0,0,0,0,0,0
5181,08062025071100966,-4.92113,4.838193,-0.04914238,2.890749,5.744804,-0.05174239,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.951511,6.835525,-0.03984239,4.884984,7.755828,-0.03944239,-1.104203,6.863236,-0.04084239,-1.091935,-2.383589,-0.06484239,0.8311858,-2.272966,-0.05794239,-4.5,-1.17172,-0.009999285,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,-0.3648331,0.4820356,-0.05294238,0,0,0,1,0,0,0,0,0,0
5182,08062025071101150,-4.272619,6.007611,-0.04484238,2.897251,6.212922,-0.04944239,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.196857,7.984744,-0.03304239,4.774249,7.815844,-0.03934238,-0.7314176,6.846849,-0.04574238,-1.069783,-2.266535,-0.06564239,0.6459419,-2.061284,-0.06104239,-4.5,-1.393139,-0.01000024,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,-0.3502564,0.6089531,-0.05634238,0,0,0,1,0,0,0,0,0,0
5183,08062025071101373,-2.885815,6.923128,-0.04704238,2.807634,6.71418,-0.05014238,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.196857,7.984744,-0.03304239,4.774249,7.815844,-0.03934238,-0.1526885,6.825852,-0.04964238,-0.9132809,-1.971889,-0.06394239,0.7054918,-1.658712,-0.06864239,-4.5,-1.694939,-0.01000024,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,-0.05218054,0.864291,-0.06164239,0,0,0,1,0,0,0,0,0,0
5184,08062025071102633,-2.442289,7.144065,-0.04814238,2.850579,6.768834,-0.05074238,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,0.8671818,-3.178993,-0.1364424,-6.196857,7.984744,-0.03304239,4.774249,7.815844,-0.03934238,0.07768758,6.818962,-0.05104238,-0.8473024,-1.818423,-0.06534238,0.7421706,-1.493817,-0.07274239,-4.5,-1.882076,-0.01000024,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,0.0797639,0.987149,-0.06424238,0,0,0,1,0,0,0,0,0,0
5185,08062025071102668,-2.442289,7.144065,-0.04814238,2.850579,6.768834,-0.05074238,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,0.8671818,-3.178993,-0.1364424,-6.196857,7.984744,-0.03304239,4.774249,7.815844,-0.03934238,0.07768758,6.818962,-0.05104238,-0.8473024,-1.818423,-0.06534238,0.7421706,-1.493817,-0.07274239,-4.5,-1.882076,-0.01000024,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,0.0797639,0.987149,-0.06424238,0,0,0,1,0,0,0,0,0,0
5186,08062025071102799,-2.907437,6.895304,-0.04994239,2.199146,6.790929,-0.05334239,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,0.8671818,-3.178993,-0.1364424,-6.196857,7.984744,-0.03304239,4.774249,7.815844,-0.03934238,-0.3231342,6.823557,-0.05504239,-1.095625,-1.733535,-0.06734239,0.5038424,-1.481073,-0.06884238,-4.5,-2.459797,-0.01000048,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,-0.2541187,0.9980314,-0.06244239,0,0,0,1,0,0,0,0,0,0
5187,08062025071102988,-3.314592,6.675521,-0.05014238,2.250968,6.654946,-0.05384238,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,0.8671818,-3.178993,-0.1364424,-6.196857,7.984744,-0.03304239,4.774249,7.815844,-0.03934238,-0.4694909,6.810008,-0.05444238,-1.155475,-1.821621,-0.06664237,0.4445671,-1.546423,-0.06804238,-4.5,-2.550303,-0.01000048,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,-0.3281109,0.9267621,-0.06154238,0,0,0,1,0,0,0,0,0,0
5188,08062025071103189,-4.002567,5.927054,-0.05104238,2.714879,5.859463,-0.05804238,11.184,0.63,0,-1.031299,-2.87024,-0.08024238,0.8671818,-3.178993,-0.1364424,-6.213158,7.89424,-0.03874239,4.773385,7.72583,-0.04494239,-0.5859494,6.796113,-0.05314239,-1.228865,-1.936833,-0.06604238,0.4034028,-1.655552,-0.06794238,-4.5,-2.520573,-0.01000072,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,-0.4065484,0.8224621,-0.05874238,0,0,0,1,0,0,0,0,0,0
5189,08062025071103390,-4.288027,4.886014,-0.05414238,2.816847,4.78859,-0.06274238,11.184,0.63,0,-1.031299,-2.87024,-0.08024238,0.8671818,-3.178993,-0.1364424,-6.822688,5.618062,-0.04354239,6.246637,5.678048,-0.04814238,-0.6224127,6.794212,-0.05194238,-1.209292,-1.983319,-0.06614238,0.4088366,-1.717529,-0.06774238,-4.5,-2.381397,-0.01000072,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,-0.4593941,0.7032807,-0.05804238,0,0,0,1,0,0,0,0,0,0
5190,08062025071103593,-4.135993,4.157333,-0.05684238,2.642822,4.137246,-0.06534238,11.184,0.63,0,-0.4773271,-2.183412,-0.08864237,0.8671818,-3.178993,-0.1364424,-6.634135,3.874837,-0.04804239,5.7267,3.78147,-0.05624239,-0.5984441,6.791577,-0.05064239,-1.262808,-2.09058,-0.06814238,0.4218439,-1.769713,-0.06774238,-4.5,-2.119068,-0.01000072,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,-0.4676983,0.6260899,-0.05794239,0,0,0,1,0,0,0,0,0,0
5191,08062025071103799,-4.045614,3.942361,-0.05744239,2.646098,3.925483,-0.06664237,11.184,0.63,0,-0.4172505,-2.094218,-0.08824238,0.8671818,-3.178993,-0.1364424,-6.545662,3.495117,-0.04834239,5.550733,3.367155,-0.05964239,-0.5625328,6.787684,-0.05054239,-1.240164,-2.11712,-0.06824239,0.4219321,-1.792077,-0.06824239,-4.5,-1.800871,-0.01000024,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,-0.4585424,0.5845895,-0.05834239,0,0,0,1,0,0,0,0,0,0
