GlobalID,EntryID,ElbowL_X,ElbowL_Y,ElbowL_Z,ElbowR_X,ElbowR_Y,ElbowR_Z,FiringPoint_X,FiringPoint_Y,FiringPoint_Z,FootL_X,FootL_Y,FootL_Z,FootR_X,FootR_Y,FootR_Z,HandL_X,HandL_Y,HandL_Z,HandR_X,HandR_Y,HandR_Z,Head_X,Head_Y,Head_Z,KneeL_X,KneeL_Y,KneeL_Z,KneeR_X,KneeR_Y,KneeR_Z,Player_X,Player_Y,Player_Z,PlayerImage_X,PlayerImage_Y,PlayerImage_Z,PlayerTransformEffect_X,PlayerTransformEffect_Y,PlayerTransformEffect_Z,Raft_X,Raft_Y,Raft_Z,RaftBack_X,RaftBack_Y,RaftBack_Z,SpineBase_X,SpineBase_Y,SpineBase_Z,FiringPoint_RotX,FiringPoint_RotY,FiringPoint_RotZ,FiringPoint_RotW,Spatial,Temporal,Spatial_1,Temporal_1,Spatial_2,Temporal_2
5122,08062025071049149,-1.569921,1.525362,-0.03684239,3.679895,1.460419,-0.03804239,11.184,0.63,0,0.1150191,-2.001228,-0.09014238,1.764946,-2.3369,-0.07524239,-1.68883,-1.743141,-0.03314238,3.694587,-1.945096,-0.03344239,1.686002,7.622504,-0.01194239,-0.7497084,-3.460143,-0.07054238,1.381439,-3.547516,-0.05814238,-4.5,-2.04406,-0.01000024,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,1.041852,-1.212124,-0.02714239,0,0,0,1,0,0,0,0,0,0
5123,08062025071049363,-1.773374,1.557147,-0.03934238,3.497043,1.496316,-0.03724239,11.184,0.63,0,0.1150191,-2.001228,-0.09014238,1.764946,-2.3369,-0.07524239,-1.929432,-1.754418,-0.03534239,3.482103,-1.924535,-0.03294239,1.166699,7.553361,-0.01564239,-0.7497084,-3.460143,-0.07054238,1.381439,-3.547516,-0.05814238,-4.5,-2.200411,-0.01000072,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,0.7229795,-1.142501,-0.02814239,0,0,0,1,0,0,0,0,0,0
5124,08062025071049563,-2.400057,1.533089,-0.04064238,2.675839,1.523871,-0.03904239,11.184,0.63,0,0.1150191,-2.001228,-0.09014238,1.764946,-2.3369,-0.07524239,-2.534043,-1.703926,-0.03574238,2.554083,-1.793266,-0.03404238,0.2479954,7.427536,-0.01804239,-0.7497084,-3.460143,-0.07054238,1.381439,-3.547516,-0.05814238,-4.5,-2.275149,-0.01000024,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,0.1255974,-1.096706,-0.02924239,0,0,0,1,0,0,0,0,0,0
5125,08062025071049761,-3.046815,1.43606,-0.04204239,1.962015,1.594075,-0.04124238,11.184,0.63,0,0.1150191,-2.001228,-0.09014238,1.764946,-2.3369,-0.07524239,-3.268001,-1.662432,-0.03744238,1.927126,-1.575221,-0.03624238,-0.8100858,7.321373,-0.01874239,-0.7497084,-3.460143,-0.07054238,1.381439,-3.547516,-0.05814238,-4.5,-2.266386,-0.01000024,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,-0.4654654,-0.9922256,-0.03174239,0,0,0,1,0,0,0,0,0,0
5126,08062025071049953,-3.473074,1.382858,-0.04334239,1.409128,1.650289,-0.04504238,11.184,0.63,0,0.1150191,-2.001228,-0.09014238,1.764946,-2.3369,-0.07524239,-3.642094,-1.651089,-0.04004238,1.506507,-1.36323,-0.04024239,-1.45473,7.20399,-0.01924239,-0.7497084,-3.460143,-0.07054238,1.381439,-3.547516,-0.05814238,-4.5,-2.168862,-0.01000048,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,-0.8034476,-0.8988783,-0.03424239,0,0,0,1,0,0,0,0,0,0
5127,08062025071050159,-3.702923,1.367649,-0.04314238,1.179322,1.729626,-0.04664239,11.184,0.63,0,0.1150191,-2.001228,-0.09014238,1.764946,-2.3369,-0.07524239,-3.879203,-1.746297,-0.03964239,1.37,-1.268743,-0.04124238,-1.680956,7.188752,-0.02004239,-0.7497084,-3.460143,-0.07054238,1.381439,-3.547516,-0.05814238,-4.5,-2.01007,-0.01000024,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,-0.924187,-0.8337996,-0.03434238,0,0,0,1,0,0,0,0,0,0
5128,08062025071050349,-3.713542,1.391544,-0.04224238,1.175143,1.737399,-0.04614239,11.184,0.63,0,0.1150191,-2.001228,-0.09014238,1.764946,-2.3369,-0.07524239,-3.872095,-1.630772,-0.03794238,1.34825,-1.254725,-0.04064238,-1.637771,7.235823,-0.02044239,-0.7497084,-3.460143,-0.07054238,1.381439,-3.547516,-0.05814238,-4.5,-1.837474,-0.01000072,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,-0.9482846,-0.8157368,-0.03444238,0,0,0,1,0,0,0,0,0,0
5129,08062025071050553,-3.560221,1.44109,-0.04304239,1.230733,1.832107,-0.04884239,11.184,0.63,0,0.1150191,-2.001228,-0.09014238,1.764946,-2.3369,-0.07524239,-3.413421,-1.57129,-0.03874239,1.487461,-1.157891,-0.04184239,-1.504795,7.221626,-0.02064239,-0.7497084,-3.460143,-0.07054238,1.381439,-3.547516,-0.05814238,-4.5,-1.619777,-0.01000048,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,-0.8784609,-0.6927061,-0.03754239,0,0,0,1,0,0,0,0,0,0
5130,08062025071050753,-3.460463,1.460316,-0.04444239,1.19892,1.989915,-0.05364238,11.184,0.63,0,0.1150191,-2.001228,-0.09014238,1.764946,-2.3369,-0.07524239,-3.190972,-1.502606,-0.04174238,1.482999,-0.6198158,-0.04884239,-1.478546,7.093144,-0.02074238,-0.7497084,-3.460143,-0.07054238,1.381439,-3.547516,-0.05814238,-4.5,-1.43359,-0.01000024,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,-0.7110183,-0.4523411,-0.04274239,0,0,0,1,0,0,0,0,0,0
5131,08062025071050963,-3.171354,1.617474,-0.04874239,1.351094,2.009987,-0.05754238,11.184,0.63,0,0.1150191,-2.001228,-0.09014238,1.764946,-2.3369,-0.07524239,-3.138987,-1.287658,-0.04434239,1.619557,-0.5837138,-0.05424239,-1.045311,6.902569,-0.02584239,-0.7497084,-3.460143,-0.07054238,0.9199885,-3.45279,-0.06404239,-4.5,-1.293149,-0.01,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,-0.4938275,-0.2871363,-0.04494239,0,0,0,1,0,0,0,0,0,0
5132,08062025071051139,-2.424918,1.888474,-0.05604238,1.870713,2.018638,-0.06084238,11.184,0.63,0,0.1150191,-2.001228,-0.09014238,1.764946,-2.3369,-0.07524239,-2.653718,-0.8079655,-0.05074238,2.101274,-0.5287213,-0.05284239,-0.1666062,6.808239,-0.03204239,-0.7497084,-3.460143,-0.07054238,0.9423953,-2.559772,-0.06914239,-4.5,-1.210541,-0.01000024,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,-0.05731428,-0.06857038,-0.05064239,0,0,0,1,0,0,0,0,0,0
5133,08062025071051360,-1.740776,2.04178,-0.06214239,2.309915,2.044243,-0.06474239,11.184,0.63,0,0.1150191,-2.001228,-0.09014238,1.764946,-2.3369,-0.07524239,-1.780489,-0.3464723,-0.06004239,2.614359,-0.4561956,-0.05664239,0.5469202,6.740925,-0.03584239,-1.149333,-3.316381,-0.06584239,1.048652,-2.297783,-0.07164238,-4.5,-1.237176,-0.009999761,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,0.2358048,0.143528,-0.05584238,0,0,0,1,0,0,0,0,0,0
5134,08062025071051548,-1.601913,2.114477,-0.06394239,2.411987,2.104646,-0.06764239,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-1.727627,-0.2940862,-0.06284238,2.782487,-0.3101847,-0.06424238,0.7496293,6.76611,-0.03814239,-0.9973089,-2.580496,-0.06774238,1.059941,-2.234001,-0.07224238,-4.5,-1.323704,-0.01000024,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,0.3078421,0.2276366,-0.05644238,0,0,0,1,0,0,0,0,0,0
5135,08062025071051748,-1.692806,2.134924,-0.06324238,2.272255,2.133244,-0.06944238,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-1.97864,-0.3804779,-0.05824238,2.570313,-0.1986384,-0.06784238,0.6433377,6.78016,-0.04094239,-0.8321036,-2.387335,-0.07134238,1.065152,-2.24302,-0.06974238,-4.5,-1.487831,-0.01000024,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,0.3019822,0.2355595,-0.05564239,0,0,0,1,0,0,0,0,0,0
5136,08062025071051948,-1.806812,2.129436,-0.06334239,2.125214,2.123989,-0.06814238,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-2.037953,-0.4192767,-0.05474238,2.274734,-0.2330976,-0.06544238,0.3758341,6.789218,-0.04224238,-0.8294294,-2.390328,-0.06874238,1.009927,-2.252626,-0.06834239,-4.5,-1.69804,-0.01000024,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,0.2266659,0.2278152,-0.05524239,0,0,0,1,0,0,0,0,0,0
5137,08062025071052148,-2.150967,2.050179,-0.06324238,1.769695,2.140671,-0.06564239,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-2.191155,-0.4873474,-0.05654239,2.008478,-0.3543918,-0.05694238,-0.2120373,6.812233,-0.04344238,-0.9897614,-2.492897,-0.06794238,0.8933377,-2.339788,-0.06254238,-4.5,-1.92032,-0.01000024,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,-0.08240651,0.1694543,-0.05344239,0,0,0,1,0,0,0,0,0,0
5138,08062025071052356,-2.672006,1.977464,-0.06394239,1.367732,2.117819,-0.06434238,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-2.971786,-0.5715306,-0.05974239,1.586652,-0.3914909,-0.05744239,-0.8478439,6.814973,-0.04194238,-1.20271,-2.527716,-0.06814238,0.7786628,-2.580175,-0.06114238,-4.5,-2.142687,-0.01000095,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,-0.4563768,0.1417234,-0.05344239,0,0,0,1,0,0,0,0,0,0
5139,08062025071052556,-3.857125,2.679666,-0.05794239,1.983933,2.682979,-0.06284238,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.086127,0.3214381,-0.04884239,3.926158,0.4836633,-0.05164239,-0.973717,6.810863,-0.04204239,-1.274906,-2.51295,-0.06834239,0.619248,-2.592925,-0.06374238,-4.5,-2.288064,-0.01000048,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,-0.5511983,0.1609106,-0.05294238,0,0,0,1,0,0,0,0,0,0
5140,08062025071052755,-4.44084,3.489093,-0.05474238,2.457783,3.484662,-0.06004239,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.746855,2.800456,-0.04934238,5.427294,2.284989,-0.04954239,-0.9887791,6.814605,-0.04184239,-1.30738,-2.507624,-0.06784238,0.5634014,-2.542287,-0.06564239,-4.5,-2.348907,-0.01000048,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,-0.5807433,0.1768317,-0.05254238,0,0,0,1,0,0,0,0,0,0
5141,08062025071052965,-4.786315,5.032218,-0.05124239,3.005461,5.034306,-0.05844239,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.917691,6.0072,-0.05044239,6.020782,6.063275,-0.05414238,-0.8674695,6.870006,-0.04084239,-1.291311,-2.315875,-0.06254238,0.5193301,-2.268081,-0.06014239,-4.5,-2.309403,-0.01000119,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,-0.537384,0.4206235,-0.05224239,0,0,0,1,0,0,0,0,0,0
5142,08062025071053150,-4.663082,4.958409,-0.05244238,3.034425,5.079077,-0.05814238,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.822505,5.109969,-0.05334239,5.90184,5.696489,-0.05814238,-0.7376777,6.906553,-0.04054238,-1.244385,-2.306841,-0.06064238,0.539856,-2.220353,-0.05984238,-4.5,-2.174355,-0.01000048,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,-0.4529956,0.4572593,-0.05034238,0,0,0,1,0,0,0,0,0,0
5143,08062025071053354,-4.612438,4.889873,-0.05294238,3.059824,5.090945,-0.05714239,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.755292,4.9629,-0.05444238,5.919666,5.726733,-0.05844239,-0.7135913,6.90915,-0.04054238,-1.222819,-2.305248,-0.06094239,0.5665323,-2.211761,-0.05974239,-4.5,-1.976434,-0.01000024,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,-0.4175161,0.4632007,-0.05054239,0,0,0,1,0,0,0,0,0,0
5144,08062025071053561,-4.507946,4.783813,-0.05484239,3.158347,5.153664,-0.05594239,11.184,0.63,0,-0.7571841,-3.314641,-0.07164238,1.764946,-2.3369,-0.07524239,-6.677053,4.828,-0.05594239,6.14013,5.830126,-0.05484239,-0.6969655,6.916104,-0.04054238,-1.168962,-2.299926,-0.06094239,0.6182907,-2.201765,-0.05994238,-4.5,-1.735739,-0.01000048,0,2.407399,0.04805761,0,2.5,-0.2,0,0,0,-0.066,0.102,0.1,-0.3544464,0.4689533,-0.05024238,0,0,0,1,0,0,0,0,0,0
