GlobalID,EntryID,Skeleton0_X,Skeleton0_Y,Skeleton0_Z,Skeleton1_X,Skeleton1_Y,Skeleton1_Z,Skeleton2_X,Skeleton2_Y,Skeleton2_Z,Skeleton3_X,Skeleton3_Y,Skeleton3_Z,Skeleton4_X,Skeleton4_Y,Skeleton4_Z,Skeleton5_X,Skeleton5_Y,Skeleton5_Z,Skeleton6_X,Skeleton6_Y,Skeleton6_Z,Skeleton7_X,Skeleton7_Y,Skeleton7_Z,Skeleton8_X,Skeleton8_Y,Skeleton8_Z,Skeleton9_X,Skeleton9_Y,Skeleton9_Z,Skeleton10_X,Skeleton10_Y,Skeleton10_Z,Skeleton11_X,Skeleton11_Y,Skeleton11_Z,Skeleton12_X,Skeleton12_Y,Skeleton12_Z,Skeleton13_X,Skeleton13_Y,Skeleton13_Z,Skeleton14_X,Skeleton14_Y,Skeleton14_Z,Skeleton15_X,Skeleton15_Y,Skeleton15_Z,Skeleton16_X,Skeleton16_Y,Skeleton16_Z,Skeleton17_X,Skeleton17_Y,Skeleton17_Z,Skeleton18_X,Skeleton18_Y,Skeleton18_Z,Skeleton19_X,Skeleton19_Y,Skeleton19_Z,Skeleton20_X,Skeleton20_Y,Skeleton20_Z,Skeleton21_X,Skeleton21_Y,Skeleton21_Z,Skeleton22_X,Skeleton22_Y,Skeleton22_Z,Skeleton23_X,Skeleton23_Y,Skeleton23_Z,Sphere 1_X,Sphere 1_Y,Sphere 1_Z,Sphere 2_X,Sphere 2_Y,Sphere 2_Z,Sphere 3_X,Sphere 3_Y,Sphere 3_Z,Sphere 4_X,Sphere 4_Y,Sphere 4_Z,Sphere 5_X,Sphere 5_Y,Sphere 5_Z,Sphere 6_X,Sphere 6_Y,Sphere 6_Z,Sphere 7_X,Sphere 7_Y,Sphere 7_Z,Sphere 8_X,Sphere 8_Y,Sphere 8_Z,Sphere 9_X,Sphere 9_Y,Sphere 9_Z,Sphere 10_X,Sphere 10_Y,Sphere 10_Z,Sphere 11_X,Sphere 11_Y,Sphere 11_Z,Sphere 12_X,Sphere 12_Y,Sphere 12_Z,Floor_X,Floor_Y,Floor_Z,Spatial,Temporal,Spatial_1,Temporal_1,Spatial_2,Temporal_2
259,09182024053925274,6.023671,2.510858,-3.871449,6.017647,2.411154,-3.762882,5.997543,2.100473,-3.4539,5.968786,1.671249,-3.064368,6.017647,2.411154,-3.762882,6.017647,2.411154,-3.762882,5.968786,1.671249,-3.064368,5.968786,1.671249,-3.064368,6.329809,2.319891,-3.677845,6.471349,1.926746,-3.346012,6.42985,1.459196,-3.209215,6.468605,1.384891,-3.225194,6.42985,1.459196,-3.209215,5.70683,2.369056,-3.651639,5.509511,1.99177,-3.248507,5.610087,1.547462,-3.519816,5.614232,1.509134,-3.55439,5.610087,1.547462,-3.519816,6.096791,1.656026,-3.139442,6.177751,1.202082,-3.692791,5.928562,0.5753295,-3.180063,5.830026,1.686009,-3.116784,5.563448,1.271128,-3.640615,5.712722,0.5995895,-3.16173,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,1,0,1,0,1,0
260,09182024053925773,6.002653,2.570914,-3.762677,6.003235,2.450403,-3.695796,6.0007,2.100149,-3.461729,5.975119,1.634417,-3.149868,6.003235,2.450403,-3.695796,6.003235,2.450403,-3.695796,5.975119,1.634417,-3.149868,5.975119,1.634417,-3.149868,6.320554,2.343374,-3.639248,6.505689,1.924896,-3.367136,6.571733,1.449137,-3.422585,6.585968,1.376143,-3.488234,6.571733,1.449137,-3.422585,5.690555,2.397008,-3.580623,5.467185,2.010424,-3.219996,5.329824,1.567954,-3.275035,5.322247,1.523236,-3.282964,5.329824,1.567954,-3.275035,6.103429,1.624897,-3.221617,6.218579,1.171453,-3.79171,6.033169,0.4869919,-3.352772,5.835185,1.644776,-3.204598,5.586742,1.218275,-3.751623,5.692002,0.5122736,-3.331126,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,1,0,1,0,1,0
261,09182024053926310,6.000787,2.5827,-3.741831,6.000522,2.462224,-3.676384,6.00069,2.101806,-3.46549,5.974851,1.624531,-3.176719,6.000522,2.462224,-3.676384,6.000522,2.462224,-3.676384,5.974851,1.624531,-3.176719,5.974851,1.624531,-3.176719,6.319842,2.359795,-3.613892,6.682436,2.02698,-3.466457,6.927199,1.614837,-3.573293,6.907541,1.500691,-3.67783,6.927199,1.614837,-3.573293,5.684086,2.421299,-3.554181,5.401806,2.18565,-3.114704,5.199045,1.866116,-2.867515,5.149191,1.825666,-2.83467,5.199045,1.866116,-2.867515,6.103655,1.616827,-3.245368,6.239386,1.158594,-3.811487,6.044962,0.5107983,-3.385877,5.834208,1.63352,-3.234891,5.60495,1.197898,-3.786818,5.729538,0.5303397,-3.373612,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,1,0,1,0,1,0
262,09182024053926819,5.948067,2.597084,-3.715056,5.94381,2.476484,-3.651353,5.929082,2.106258,-3.468067,5.895205,1.600962,-3.240456,5.94381,2.476484,-3.651353,5.94381,2.476484,-3.651353,5.895205,1.600962,-3.240456,5.895205,1.600962,-3.240456,6.259154,2.361174,-3.592727,6.695889,2.033541,-3.550976,7.052317,1.677089,-3.622928,7.039774,1.548834,-3.756248,7.052317,1.677089,-3.622928,5.619403,2.462282,-3.52639,5.328921,2.276984,-3.023872,5.129242,2.029595,-2.595941,5.076678,2.000977,-2.586305,5.129242,2.029595,-2.595941,6.026582,1.593369,-3.303785,6.123785,1.130994,-3.853446,5.901035,0.5107952,-3.431174,5.755896,1.610897,-3.303945,5.608045,1.16439,-3.85375,5.745698,0.5208539,-3.431266,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,1,0,1,0,1,0
263,09182024053927309,5.877682,2.607225,-3.710626,5.869816,2.484443,-3.653735,5.843403,2.103042,-3.500504,5.80441,1.576719,-3.319618,5.869816,2.484443,-3.653735,5.869816,2.484443,-3.653735,5.80441,1.576719,-3.319618,5.80441,1.576719,-3.319618,6.196627,2.365395,-3.55445,6.401547,1.934961,-3.220637,6.447093,1.441849,-3.239233,6.448815,1.401731,-3.329884,6.447093,1.441849,-3.239233,5.545334,2.46288,-3.543211,5.240499,2.151404,-3.123996,5.033143,1.766595,-2.901449,5.012556,1.686746,-2.910548,5.033143,1.766595,-2.901449,5.936149,1.567913,-3.373926,6.230453,1.246203,-4.045644,6.166792,0.5154685,-4.443191,5.667323,1.5887,-3.392813,5.439781,1.307341,-4.101195,5.474477,0.5690017,-4.491831,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,1,0,1,0,1,0
264,09182024053927818,5.817671,2.592709,-3.75744,5.810863,2.469115,-3.699447,5.78893,2.08482,-3.542319,5.757748,1.554346,-3.356413,5.810863,2.469115,-3.699447,5.810863,2.469115,-3.699447,5.757748,1.554346,-3.356413,5.757748,1.554346,-3.356413,6.130571,2.349753,-3.583115,6.252826,1.839139,-3.222332,6.28023,1.350833,-3.321355,6.325593,1.3286,-3.36903,6.28023,1.350833,-3.321355,5.498307,2.438821,-3.582675,5.23551,2.115817,-3.156958,5.030256,1.773543,-2.90179,4.971717,1.715425,-2.876215,5.030256,1.773543,-2.90179,5.888499,1.545462,-3.411832,6.13566,1.119117,-3.978884,5.735505,0.5543354,-3.476676,5.623127,1.567125,-3.429345,5.413452,1.178072,-4.026546,5.711136,0.5563248,-3.478284,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,1,0,1,0,1,0
265,09182024053928316,5.788483,2.583091,-3.78178,5.783987,2.459364,-3.724165,5.768444,2.075452,-3.564573,5.743799,1.54554,-3.372364,5.783987,2.459364,-3.724165,5.783987,2.459364,-3.724165,5.743799,1.54554,-3.372364,5.743799,1.54554,-3.372364,6.097573,2.344707,-3.622328,6.246302,1.833384,-3.344213,6.266322,1.356055,-3.497457,6.307765,1.324923,-3.551581,6.266322,1.356055,-3.497457,5.472861,2.408826,-3.594824,5.245244,1.982126,-3.266205,5.011513,1.54514,-3.454566,4.967996,1.510668,-3.540493,5.011513,1.54514,-3.454566,5.875774,1.536694,-3.431251,6.071884,1.090718,-3.989813,5.727973,0.5553436,-3.456798,5.608976,1.557876,-3.44297,5.420295,1.142448,-4.018432,5.692728,0.5581418,-3.458346,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,1,0,1,0,1,0
266,09182024053928801,5.85337,2.562581,-3.624887,5.84056,2.438802,-3.595465,5.799121,2.056467,-3.517555,5.750399,1.530699,-3.388071,5.84056,2.438802,-3.595465,5.84056,2.438802,-3.595465,5.750399,1.530699,-3.388071,5.750399,1.530699,-3.388071,6.154425,2.335913,-3.56033,6.261112,1.812784,-3.361604,6.233222,1.338547,-3.500052,6.312043,1.306549,-3.597798,6.233222,1.338547,-3.500052,5.505715,2.374019,-3.55017,5.355775,1.857529,-3.584343,5.37581,1.832876,-4.141367,5.428184,1.906559,-4.229005,5.37581,1.832876,-4.141367,5.883406,1.522348,-3.451187,6.150364,1.130129,-4.006361,5.707988,0.5536121,-3.502675,5.613914,1.543718,-3.454359,5.30268,1.197349,-4.016337,5.62242,0.5603975,-3.503682,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,1,0,1,0,1,0
267,09182024053929306,5.872534,2.558284,-3.583285,5.858962,2.433911,-3.558079,5.817202,2.049597,-3.495306,5.764255,1.520457,-3.407847,5.858962,2.433911,-3.558079,5.858962,2.433911,-3.558079,5.764255,1.520457,-3.407847,5.764255,1.520457,-3.407847,6.186065,2.328273,-3.521529,6.265498,1.806946,-3.329057,6.306131,1.351903,-3.467785,6.341138,1.306188,-3.550443,6.306131,1.351903,-3.467785,5.526691,2.379939,-3.544324,5.389937,1.923679,-3.508449,5.786566,1.946521,-3.881923,5.804347,1.96508,-3.897064,5.786566,1.946521,-3.881923,5.89395,1.511638,-3.464725,6.284213,1.116316,-3.952048,5.785655,0.5209897,-3.561689,5.630859,1.535798,-3.480939,5.250776,1.211217,-4.015741,5.584378,0.5394731,-3.574094,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,1,0,1,0,1,0
268,09182024053929837,5.90945,2.560091,-3.602209,5.891196,2.435833,-3.572268,5.835661,2.050215,-3.499287,5.768149,1.519046,-3.421162,5.891196,2.435833,-3.572268,5.891196,2.435833,-3.572268,5.768149,1.519046,-3.421162,5.768149,1.519046,-3.421162,6.211137,2.314564,-3.521881,6.268954,1.805003,-3.303984,6.283022,1.335321,-3.442942,6.31796,1.290006,-3.543811,6.283022,1.335321,-3.442942,5.564332,2.387508,-3.548894,5.404076,1.938814,-3.481269,5.808046,1.914664,-3.847248,5.86348,1.951567,-3.845248,5.808046,1.914664,-3.847248,5.895619,1.507159,-3.472111,6.380029,1.12279,-4.082104,6.64241,0.4837734,-4.664089,5.637629,1.538615,-3.500414,5.239876,1.261803,-4.207186,4.974487,0.6871345,-4.847071,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,1,0,1,0,1,0
269,09182024053930282,5.90035,2.540898,-3.632801,5.884373,2.41799,-3.6016,5.832855,2.036193,-3.523954,5.761788,1.508236,-3.443413,5.884373,2.41799,-3.6016,5.884373,2.41799,-3.6016,5.761788,1.508236,-3.443413,5.761788,1.508236,-3.443413,6.211555,2.302329,-3.538768,6.267743,1.796951,-3.308267,6.32035,1.345459,-3.507847,6.319319,1.294446,-3.570165,6.32035,1.345459,-3.507847,5.564265,2.367255,-3.566498,5.394379,1.917633,-3.483345,5.797232,1.875715,-3.8244,5.874884,1.900984,-3.786468,5.797232,1.875715,-3.8244,5.88976,1.495531,-3.488716,6.304167,0.9939135,-3.935817,6.116409,0.1159655,-3.922848,5.630127,1.527941,-3.526381,5.279923,1.12177,-4.084403,5.26008,0.2228613,-4.047075,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,0,0,0,0,0,0
270,09182024053930784,5.874223,2.536376,-3.644078,5.862063,2.412634,-3.613741,5.821617,2.02937,-3.537103,5.75799,1.501121,-3.455348,5.862063,2.412634,-3.613741,5.862063,2.412634,-3.613741,5.75799,1.501121,-3.455348,5.75799,1.501121,-3.455348,6.195937,2.304772,-3.545736,6.262617,1.790587,-3.317405,6.297811,1.34241,-3.52109,6.32099,1.300913,-3.578712,6.297811,1.34241,-3.52109,5.539162,2.360308,-3.575857,5.37373,1.905116,-3.491956,5.801552,1.856671,-3.811014,5.896805,1.871274,-3.731798,5.801552,1.856671,-3.811014,5.885661,1.48831,-3.501284,6.252033,1.072475,-3.982977,5.976781,0.3884814,-4.044515,5.626553,1.520072,-3.536305,5.34402,1.183779,-4.105707,5.485954,0.4486472,-4.110857,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,1,0,1,0,1,0
271,09182024053931300,5.863779,2.549281,-3.709099,5.853697,2.421793,-3.666579,5.819515,2.028981,-3.559025,5.764511,1.495279,-3.456429,5.853697,2.421793,-3.666579,5.853697,2.421793,-3.666579,5.764511,1.495279,-3.456429,5.764511,1.495279,-3.456429,6.185901,2.30232,-3.566739,6.265577,1.788655,-3.325477,6.326686,1.312217,-3.552484,6.309809,1.245555,-3.626178,6.326686,1.312217,-3.552484,5.530742,2.354256,-3.582272,5.370876,1.899723,-3.491213,5.78921,1.856675,-3.788605,5.891282,1.864965,-3.712942,5.78921,1.856675,-3.788605,5.890983,1.483708,-3.506929,6.158813,1.057997,-4.122125,6.140368,0.06932068,-4.379085,5.634406,1.51221,-3.531216,5.427629,1.139221,-4.191339,5.32394,0.1600137,-4.456367,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,1,0,1,0,1,0
272,09182024053931790,5.764608,2.456032,-3.978136,5.766124,2.337796,-3.898907,5.770075,1.969786,-3.681396,5.7648,1.466386,-3.454511,5.766124,2.337796,-3.898907,5.766124,2.337796,-3.898907,5.7648,1.466386,-3.454511,5.7648,1.466386,-3.454511,6.095814,2.235701,-3.760116,6.245249,1.774785,-3.392526,6.282832,1.297052,-3.601171,6.294297,1.2329,-3.644781,6.282832,1.297052,-3.601171,5.457025,2.255838,-3.744099,5.336512,1.834412,-3.562193,5.744592,1.815249,-3.843145,5.848041,1.828226,-3.782794,5.744592,1.815249,-3.843145,5.896533,1.466842,-3.509431,6.194678,1.035374,-4.041472,6.165561,0.1577607,-3.79104,5.626927,1.471233,-3.525725,5.403106,1.048266,-4.089311,5.427626,0.1697797,-3.835637,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,1,0,1,0,1,0
273,09182024053932288,5.697163,2.292706,-4.248837,5.705201,2.184954,-4.146834,5.72863,1.849209,-3.86142,5.757058,1.390941,-3.509354,5.705201,2.184954,-4.146834,5.705201,2.184954,-4.146834,5.757058,1.390941,-3.509354,5.757058,1.390941,-3.509354,6.026403,2.132855,-4.020802,6.223232,1.735142,-3.559387,6.253736,1.219454,-3.67685,6.245298,1.13619,-3.749491,6.253736,1.219454,-3.67685,5.391459,2.123004,-3.983986,5.272789,1.685661,-3.835901,5.636481,1.603102,-4.212475,5.718327,1.641199,-4.263023,5.636481,1.603102,-4.212475,5.890208,1.407515,-3.560915,6.322775,1.101061,-4.071194,6.482854,0.2780835,-3.804615,5.620167,1.384597,-3.585462,5.350092,1.018512,-4.159611,5.344762,0.1814967,-3.908068,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,1,0,1,0,1,0
274,09182024053932788,5.704206,2.33621,-4.250989,5.704984,2.20808,-4.179093,5.718504,1.840412,-3.947413,5.729671,1.337285,-3.719968,5.704984,2.20808,-4.179093,5.704984,2.20808,-4.179093,5.729671,1.337285,-3.719968,5.729671,1.337285,-3.719968,6.03222,2.139294,-4.043612,6.188845,1.705021,-3.64716,6.182202,1.224255,-3.801847,6.268501,1.207959,-3.822426,6.182202,1.224255,-3.801847,5.391924,2.120682,-4.121129,5.265504,1.65221,-4.28789,5.580358,1.884888,-4.61568,5.620436,1.938349,-4.623535,5.580358,1.884888,-4.61568,5.859861,1.352341,-3.76017,6.386525,1.067781,-4.215586,6.504564,0.3216834,-3.937871,5.596626,1.336022,-3.806829,5.322053,1.00179,-4.404268,5.262618,0.2446898,-4.158012,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,1,0,1,0,1,0
275,09182024053933284,5.703707,2.37384,-4.153972,5.701506,2.242704,-4.125394,5.696054,1.841105,-4.014281,5.669102,1.283826,-3.926681,5.701506,2.242704,-4.125394,5.701506,2.242704,-4.125394,5.669102,1.283826,-3.926681,5.669102,1.283826,-3.926681,6.04422,2.149375,-4.0008,6.134203,1.6403,-3.739747,6.126939,1.172718,-3.878089,6.206007,1.137074,-4.008797,6.126939,1.172718,-3.878089,5.38881,2.146639,-4.11759,5.214877,1.683192,-4.114215,5.557534,1.874445,-4.423317,5.578874,1.900513,-4.375501,5.557534,1.874445,-4.423317,5.794343,1.288323,-3.968698,6.221672,0.9220611,-4.459649,6.170048,0.06508785,-4.151941,5.542969,1.296388,-4.010969,5.304328,0.9514933,-4.61391,5.216482,0.09568208,-4.312294,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,0,0,0,0,0,0
276,09182024053933797,5.674747,2.375001,-4.168719,5.672047,2.244288,-4.139401,5.655684,1.834229,-4.069256,5.633677,1.265295,-3.990712,5.672047,2.244288,-4.139401,5.672047,2.244288,-4.139401,5.633677,1.265295,-3.990712,5.633677,1.265295,-3.990712,6.010533,2.133695,-4.031423,6.110209,1.609435,-3.813568,6.115673,1.143708,-3.972866,6.184185,1.10299,-4.092819,6.115673,1.143708,-3.972866,5.346159,2.137575,-4.091527,5.185521,1.672462,-4.020387,5.580958,1.837407,-4.350255,5.621097,1.881487,-4.286082,5.580958,1.837407,-4.350255,5.759573,1.26901,-4.036675,6.16478,0.8631848,-4.514773,6.039263,0.003179669,-4.178085,5.508847,1.280002,-4.07064,5.241954,0.9036418,-4.639784,5.241004,0.03817558,-4.286222,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,0,0,0,0,0,0
277,09182024053934298,5.685319,2.403377,-4.094452,5.682315,2.273541,-4.058836,5.671715,1.868357,-3.968393,5.658552,1.307258,-3.865126,5.682315,2.273541,-4.058836,5.682315,2.273541,-4.058836,5.658552,1.307258,-3.865126,5.658552,1.307258,-3.865126,6.016052,2.157479,-3.964721,6.144391,1.643689,-3.74489,6.152778,1.168143,-3.833561,6.215497,1.133646,-3.950371,6.152778,1.168143,-3.833561,5.355756,2.163213,-3.960811,5.22289,1.697645,-3.873642,5.650932,1.873532,-4.269111,5.722143,1.927543,-4.158081,5.650932,1.873532,-4.269111,5.786087,1.312367,-3.915519,6.18678,0.9240977,-4.403057,6.141532,-0.005613685,-4.196247,5.530831,1.317894,-3.94161,5.242677,0.9445379,-4.499558,5.236818,0.01397383,-4.288722,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,0,0,0,0,0,0
278,09182024053934794,5.710491,2.457511,-3.962097,5.707881,2.327359,-3.925516,5.700189,1.92283,-3.831963,5.689603,1.36391,-3.725949,5.707881,2.327359,-3.925516,5.707881,2.327359,-3.925516,5.689603,1.36391,-3.725949,5.689603,1.36391,-3.725949,6.037653,2.208861,-3.833973,6.171924,1.690289,-3.616705,6.20594,1.286557,-3.817946,6.22871,1.245184,-3.830236,6.20594,1.286557,-3.817946,5.380188,2.211164,-3.832472,5.248121,1.744557,-3.750594,5.670681,1.935039,-4.1473,5.755492,1.984703,-4.045985,5.670681,1.935039,-4.1473,5.818316,1.370072,-3.774336,6.243949,0.9800133,-4.233887,6.272581,0.00216198,-4.134212,5.55932,1.370328,-3.804648,5.269001,0.9809755,-4.34799,5.224276,0.003196716,-4.256901,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,0,0,0,0,0,0
