GlobalID,EntryID,Skeleton0_X,Skeleton0_Y,Skeleton0_Z,Skeleton1_X,Skeleton1_Y,Skeleton1_Z,Skeleton2_X,Skeleton2_Y,Skeleton2_Z,Skeleton3_X,Skeleton3_Y,Skeleton3_Z,Skeleton4_X,Skeleton4_Y,Skeleton4_Z,Skeleton5_X,Skeleton5_Y,Skeleton5_Z,Skeleton6_X,Skeleton6_Y,Skeleton6_Z,Skeleton7_X,Skeleton7_Y,Skeleton7_Z,Skeleton8_X,Skeleton8_Y,Skeleton8_Z,Skeleton9_X,Skeleton9_Y,Skeleton9_Z,Skeleton10_X,Skeleton10_Y,Skeleton10_Z,Skeleton11_X,Skeleton11_Y,Skeleton11_Z,Skeleton12_X,Skeleton12_Y,Skeleton12_Z,Skeleton13_X,Skeleton13_Y,Skeleton13_Z,Skeleton14_X,Skeleton14_Y,Skeleton14_Z,Skeleton15_X,Skeleton15_Y,Skeleton15_Z,Skeleton16_X,Skeleton16_Y,Skeleton16_Z,Skeleton17_X,Skeleton17_Y,Skeleton17_Z,Skeleton18_X,Skeleton18_Y,Skeleton18_Z,Skeleton19_X,Skeleton19_Y,Skeleton19_Z,Skeleton20_X,Skeleton20_Y,Skeleton20_Z,Skeleton21_X,Skeleton21_Y,Skeleton21_Z,Skeleton22_X,Skeleton22_Y,Skeleton22_Z,Skeleton23_X,Skeleton23_Y,Skeleton23_Z,Sphere 1_X,Sphere 1_Y,Sphere 1_Z,Sphere 2_X,Sphere 2_Y,Sphere 2_Z,Sphere 3_X,Sphere 3_Y,Sphere 3_Z,Sphere 4_X,Sphere 4_Y,Sphere 4_Z,Sphere 5_X,Sphere 5_Y,Sphere 5_Z,Sphere 6_X,Sphere 6_Y,Sphere 6_Z,Sphere 7_X,Sphere 7_Y,Sphere 7_Z,Sphere 8_X,Sphere 8_Y,Sphere 8_Z,Sphere 9_X,Sphere 9_Y,Sphere 9_Z,Sphere 10_X,Sphere 10_Y,Sphere 10_Z,Sphere 11_X,Sphere 11_Y,Sphere 11_Z,Sphere 12_X,Sphere 12_Y,Sphere 12_Z,Floor_X,Floor_Y,Floor_Z,Spatial,Temporal,Spatial_1,Temporal_1,Spatial_2,Temporal_2
120,09182024053651161,5.764155,2.282213,-4.349372,5.763708,2.153017,-4.31032,5.762238,1.752901,-4.208759,5.760186,1.201943,-4.090766,5.763708,2.153017,-4.31032,5.763708,2.153017,-4.31032,5.760186,1.201943,-4.090766,5.760186,1.201943,-4.090766,6.094302,2.036435,-4.197999,6.240053,1.52345,-3.927029,6.328324,1.033876,-3.879997,6.383227,0.9416155,-3.943224,6.328324,1.033876,-3.879997,5.448384,2.031028,-4.215521,5.305869,1.515924,-4.023165,5.207653,1.041281,-3.956541,5.208629,1.044634,-3.944601,5.207653,1.041281,-3.956541,5.890324,1.205983,-4.144239,6.107573,0.7642337,-4.754946,6.157199,0.02336276,-5.046487,5.629571,1.200225,-4.165202,5.538011,0.7516569,-4.800735,5.557052,0.01011062,-5.094736,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,0,0,0,0,0,0
121,09182024053651705,5.761312,2.281992,-4.357101,5.762316,2.153101,-4.316137,5.763044,1.753259,-4.210668,5.764156,1.203564,-4.090709,5.762316,2.153101,-4.316137,5.762316,2.153101,-4.316137,5.764156,1.203564,-4.090709,5.764156,1.203564,-4.090709,6.093073,2.038051,-4.200578,6.236576,1.526638,-3.926228,6.339674,1.019392,-3.90835,6.385079,0.9443668,-3.938391,6.339674,1.019392,-3.90835,5.444668,2.030076,-4.220265,5.30443,1.51339,-4.029006,5.205455,1.041539,-3.957435,5.20876,1.037639,-3.94695,5.205455,1.041539,-3.957435,5.896873,1.209377,-4.143167,6.129251,0.76276,-4.676557,5.987991,-0.1008465,-4.262249,5.631178,1.200478,-4.165988,5.526638,0.7425761,-4.728318,5.629371,-0.1128578,-4.293052,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,0,0,0,0,0,0
122,09182024053652146,5.758159,2.281468,-4.360209,5.760131,2.152812,-4.318962,5.763117,1.753434,-4.211888,5.766384,1.204375,-4.090638,5.760131,2.152812,-4.318962,5.760131,2.152812,-4.318962,5.766384,1.204375,-4.090638,5.766384,1.204375,-4.090638,6.091137,2.038801,-4.201462,6.233718,1.530057,-3.925833,6.353752,1.0008,-3.924254,6.386287,0.9397992,-3.93594,6.353752,1.0008,-3.924254,5.441504,2.028383,-4.222265,5.303119,1.511714,-4.032082,5.209622,1.041542,-3.957409,5.211499,1.075776,-3.948387,5.209622,1.041542,-3.957409,5.899092,1.210268,-4.143423,6.200794,0.7831974,-4.646388,6.128923,-0.02319694,-4.218535,5.63259,1.20079,-4.165965,5.455861,0.7567018,-4.709399,5.493026,-0.04581428,-4.272324,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,0,0,0,0,0,0
123,09182024053652668,5.757745,2.281089,-4.358528,5.759411,2.15246,-4.318559,5.762945,1.753348,-4.212346,5.76595,1.203845,-4.091071,5.759411,2.15246,-4.318559,5.759411,2.15246,-4.318559,5.76595,1.203845,-4.091071,5.76595,1.203845,-4.091071,6.090281,2.038992,-4.201985,6.235846,1.527302,-3.929438,6.347583,0.9762766,-3.928182,6.376371,0.914807,-3.953024,6.347583,0.9762766,-3.928182,5.441917,2.027387,-4.217869,5.303349,1.513527,-4.027138,5.213108,1.048114,-3.939999,5.211618,1.117516,-3.940698,5.213108,1.048114,-3.939999,5.895757,1.208027,-4.14559,6.239727,0.7723777,-4.620369,6.442011,-0.1008568,-4.699458,5.632946,1.200765,-4.165848,5.40011,0.7491779,-4.685089,5.252198,-0.1337332,-4.791172,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,0,0,0,0,0,0
124,09182024053653131,5.758065,2.280784,-4.357754,5.759412,2.152202,-4.318189,5.76277,1.753192,-4.212443,5.764789,1.203244,-4.091463,5.759412,2.152202,-4.318189,5.759412,2.152202,-4.318189,5.764789,1.203244,-4.091463,5.764789,1.203244,-4.091463,6.090226,2.03892,-4.202408,6.237082,1.525974,-3.931674,6.348962,0.9712673,-3.927982,6.374904,0.9088012,-3.954868,6.348962,0.9712673,-3.927982,5.44229,2.027582,-4.216905,5.303478,1.51464,-4.024031,5.214504,1.04918,-3.936981,5.21151,1.123316,-3.939469,5.214504,1.04918,-3.936981,5.893514,1.206851,-4.146459,6.238576,0.7670738,-4.620406,6.494463,0.05600107,-4.996591,5.632628,1.200626,-4.165826,5.393111,0.7469012,-4.683171,5.224951,0.02571094,-5.090836,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,0,0,0,0,0,0
125,09182024053653688,5.758062,2.280659,-4.357628,5.75936,2.152079,-4.318131,5.762663,1.753074,-4.212514,5.764565,1.203069,-4.091598,5.75936,2.152079,-4.318131,5.75936,2.152079,-4.318131,5.764565,1.203069,-4.091598,5.764565,1.203069,-4.091598,6.090095,2.038811,-4.202768,6.237405,1.525717,-3.932604,6.330601,1.008515,-3.896827,6.372907,0.910171,-3.943486,6.330601,1.008515,-3.896827,5.44232,2.027552,-4.216696,5.303536,1.514851,-4.023344,5.214791,1.049459,-3.936204,5.21158,1.125291,-3.939266,5.214791,1.049459,-3.936204,5.893171,1.206623,-4.146678,6.23414,0.7652344,-4.623345,6.227625,-0.02620137,-4.429152,5.632526,1.200526,-4.165845,5.396341,0.7456359,-4.684955,5.405237,-0.04543912,-4.489628,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,0,0,0,0,0,0
126,09182024053654228,5.758069,2.280431,-4.356622,5.759249,2.151847,-4.317435,5.762471,1.752912,-4.212448,5.764206,1.202834,-4.091733,5.759249,2.151847,-4.317435,5.759249,2.151847,-4.317435,5.764206,1.202834,-4.091733,5.764206,1.202834,-4.091733,6.089983,2.038749,-4.202926,6.237777,1.525486,-3.93352,6.318843,1.019367,-3.890498,6.371118,0.9101504,-3.935773,6.318843,1.019367,-3.890498,5.442342,2.027525,-4.215261,5.303663,1.515227,-4.021714,5.215175,1.049855,-3.93484,5.211574,1.127931,-3.938701,5.215175,1.049855,-3.93484,5.89254,1.206255,-4.146989,6.232043,0.7646393,-4.625418,6.161741,-0.04063451,-4.25385,5.6324,1.200435,-4.165791,5.395832,0.7459333,-4.685856,5.442107,-0.05673289,-4.305863,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,0,0,0,0,0,0
127,09182024053654647,5.758514,2.2805,-4.350061,5.759063,2.151616,-4.312292,5.761486,1.752385,-4.211277,5.762667,1.201956,-4.092106,5.759063,2.151616,-4.312292,5.759063,2.151616,-4.312292,5.762667,1.201956,-4.092106,5.762667,1.201956,-4.092106,6.089393,2.038284,-4.202469,6.238777,1.524751,-3.935498,6.349095,0.9832077,-3.87705,6.369092,0.9056776,-3.919703,6.349095,0.9832077,-3.87705,5.442746,2.027818,-4.21076,5.304148,1.516186,-4.015864,5.215868,1.050878,-3.930895,5.211297,1.133969,-3.936934,5.215868,1.050878,-3.930895,5.889946,1.204878,-4.147967,6.223917,0.7631316,-4.631695,6.129857,-0.05439055,-4.187341,5.63183,1.20013,-4.16542,5.39361,0.7478573,-4.687835,5.45409,-0.06682193,-4.233031,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,0,0,0,0,0,0
128,09182024053655118,5.759645,2.280045,-4.346427,5.759655,2.151102,-4.30911,5.760867,1.751884,-4.210175,5.761405,1.201299,-4.092344,5.759655,2.151102,-4.30911,5.759655,2.151102,-4.30911,5.761405,1.201299,-4.092344,5.761405,1.201299,-4.092344,6.089032,2.037736,-4.201372,6.239388,1.52425,-3.936444,6.350287,0.9930058,-3.867848,6.370622,0.9038751,-3.912043,6.350287,0.9930058,-3.867848,5.44352,2.028288,-4.208277,5.304427,1.516647,-4.012891,5.215631,1.051199,-3.929154,5.209937,1.131874,-3.936784,5.215631,1.051199,-3.929154,5.888142,1.203961,-4.148522,6.217435,0.7623015,-4.634895,6.378988,-0.1126336,-4.424091,5.631291,1.199905,-4.165088,5.392234,0.7492707,-4.688118,5.230764,-0.1307652,-4.498147,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,0,0,0,0,0,0
129,09182024053655647,5.761281,2.275991,-4.343325,5.760719,2.147973,-4.306599,5.760366,1.750592,-4.209444,5.759451,1.200289,-4.093092,5.760719,2.147973,-4.306599,5.760719,2.147973,-4.306599,5.759451,1.200289,-4.093092,5.759451,1.200289,-4.093092,6.09043,2.037565,-4.203197,6.240893,1.524074,-3.940097,6.350252,0.9611995,-3.9156,6.375862,0.8670561,-3.940561,6.350252,0.9611995,-3.9156,5.444193,2.028486,-4.208089,5.304365,1.516582,-4.012569,5.215046,1.050364,-3.930751,5.206505,1.120504,-3.936339,5.215046,1.050364,-3.930751,5.886463,1.203133,-4.149068,6.236547,0.7684662,-4.636604,6.413334,0.05540204,-5.014296,5.629575,1.199038,-4.165604,5.367483,0.7546122,-4.692544,5.258465,0.03699183,-5.088633,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,0,0,0,0,0,0
130,09182024053656152,5.76341,2.273832,-4.34409,5.762406,2.145847,-4.306908,5.760544,1.749137,-4.209612,5.758582,1.199558,-4.09396,5.762406,2.145847,-4.306908,5.762406,2.145847,-4.306908,5.758582,1.199558,-4.09396,5.758582,1.199558,-4.09396,6.092452,2.037071,-4.206213,6.242476,1.521144,-3.943708,6.354972,0.9618143,-3.909859,6.372555,0.8911779,-3.932255,6.354972,0.9618143,-3.909859,5.445851,2.028593,-4.210958,5.304559,1.516564,-4.013108,5.21582,1.049368,-3.934522,5.205347,1.113621,-3.937449,5.21582,1.049368,-3.934522,5.886036,1.202636,-4.149697,6.187349,0.754818,-4.651942,6.01036,-0.1228776,-4.410659,5.628554,1.198251,-4.166453,5.416729,0.741694,-4.702092,5.578403,-0.1302339,-4.43877,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,0,0,0,0,0,0
131,09182024053656637,5.764307,2.275334,-4.34665,5.763385,2.146542,-4.308701,5.76092,1.748646,-4.210266,5.75841,1.199104,-4.094864,5.763385,2.146542,-4.308701,5.763385,2.146542,-4.308701,5.75841,1.199104,-4.094864,5.75841,1.199104,-4.094864,6.093153,2.037487,-4.206402,6.241032,1.521902,-3.939624,6.332178,1.029879,-3.869247,6.374983,0.9240221,-3.905511,6.332178,1.029879,-3.869247,5.446386,2.028459,-4.217846,5.303659,1.516707,-4.021434,5.209855,1.046671,-3.963722,5.197483,1.052935,-3.941484,5.209855,1.046671,-3.963722,5.886166,1.202367,-4.150331,6.169944,0.7502857,-4.656373,6.338061,-0.04284215,-4.825415,5.628444,1.197747,-4.167537,5.436061,0.7371281,-4.705369,5.308064,-0.06130874,-4.894181,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,0,0,0,0,0,0
132,09182024053657157,5.765422,2.278609,-4.350498,5.764591,2.149085,-4.311945,5.761882,1.749182,-4.211982,5.75913,1.198886,-4.096371,5.764591,2.149085,-4.311945,5.764591,2.149085,-4.311945,5.75913,1.198886,-4.096371,5.75913,1.198886,-4.096371,6.094471,2.038872,-4.20675,6.239021,1.525388,-3.934785,6.339693,0.9932557,-3.89206,6.380528,0.9102964,-3.919159,6.339693,0.9932557,-3.89206,5.446301,2.028689,-4.229096,5.288779,1.518763,-4.037705,5.11978,1.077193,-4.119016,5.095201,1.009442,-4.190556,5.11978,1.077193,-4.119016,5.88679,1.202464,-4.150946,6.211965,0.7660649,-4.673556,6.345945,0.01394749,-4.896577,5.629706,1.197143,-4.170312,5.410139,0.7494708,-4.733957,5.328863,-0.007101178,-4.973193,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,0,0,0,0,0,0
133,09182024053657626,5.769377,2.280647,-4.353819,5.767843,2.151019,-4.314819,5.763441,1.750131,-4.21349,5.759459,1.1991,-4.097006,5.767843,2.151019,-4.314819,5.767843,2.151019,-4.314819,5.759459,1.1991,-4.097006,5.759459,1.1991,-4.097006,6.096735,2.039772,-4.20794,6.23904,1.522187,-3.933089,6.33217,1.002214,-3.890923,6.379425,0.909452,-3.921462,6.33217,1.002214,-3.890923,5.447081,2.032103,-4.237746,5.233087,1.605134,-4.286799,5.51285,1.923666,-4.704804,5.589317,1.998551,-4.726869,5.51285,1.923666,-4.704804,5.88743,1.202776,-4.151336,6.188828,0.7565054,-4.653242,6.005297,-0.09404337,-4.288302,5.629807,1.197508,-4.171078,5.431039,0.7410089,-4.711311,5.571021,-0.1029239,-4.321581,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,0,0,0,0,0,0
134,09182024053658158,5.773075,2.268677,-4.352453,5.771542,2.141425,-4.313917,5.766257,1.74623,-4.213382,5.760232,1.198853,-4.097242,5.771542,2.141425,-4.313917,5.771542,2.141425,-4.313917,5.760232,1.198853,-4.097242,5.760232,1.198853,-4.097242,6.097925,2.041189,-4.204173,6.237785,1.524144,-3.930498,6.306827,1.044122,-3.872615,6.383152,0.9219071,-3.899482,6.306827,1.044122,-3.872615,5.451808,2.037565,-4.277738,5.264903,1.638358,-4.576745,5.630036,2.187201,-4.585347,5.762595,2.371213,-4.618489,5.630036,2.187201,-4.585347,5.888933,1.202253,-4.150676,6.189116,0.7545694,-4.645818,6.040911,-0.05451083,-4.28876,5.630364,1.197375,-4.171774,5.435042,0.740342,-4.707347,5.532514,-0.06410289,-4.330243,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,0,0,0,0,0,0
135,09182024053658643,5.773622,2.264729,-4.360086,5.772821,2.137564,-4.319629,5.768717,1.743328,-4.215286,5.76287,1.197882,-4.097168,5.772821,2.137564,-4.319629,5.772821,2.137564,-4.319629,5.76287,1.197882,-4.097168,5.76287,1.197882,-4.097168,6.098371,2.042454,-4.201263,6.233339,1.530075,-3.923054,6.303556,1.058115,-3.872519,6.391758,0.9327011,-3.872943,6.303556,1.058115,-3.872519,5.454885,2.038881,-4.294638,5.315407,1.610368,-4.542289,5.603423,2.107823,-4.559603,5.717558,2.265902,-4.590363,5.603423,2.107823,-4.559603,5.892652,1.201284,-4.147293,6.231609,0.7523532,-4.642681,6.543105,0.08703399,-5.069582,5.633082,1.196117,-4.174169,5.428654,0.7363709,-4.725818,5.228772,0.06087285,-5.205667,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,0,0,0,0,0,0
136,09182024053659149,5.772426,2.251935,-4.35936,5.772426,2.127077,-4.320017,5.77027,1.738277,-4.216688,5.765073,1.196554,-4.097311,5.772426,2.127077,-4.320017,5.772426,2.127077,-4.320017,5.765073,1.196554,-4.097311,5.765073,1.196554,-4.097311,6.09798,2.042943,-4.200291,6.23033,1.533231,-3.919728,6.322017,1.045609,-3.851068,6.393565,0.932927,-3.873335,6.322017,1.045609,-3.851068,5.455163,2.037735,-4.29752,5.335545,1.572926,-4.456091,5.580815,2.001153,-4.538094,5.680847,2.141966,-4.547506,5.580815,2.001153,-4.538094,5.895292,1.200349,-4.14492,6.221861,0.7500204,-4.64495,6.058731,-0.1044525,-4.311306,5.63511,1.19419,-4.176805,5.471472,0.7322584,-4.736908,5.577992,-0.1158317,-4.37022,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,0,0,0,0,0,0
137,09182024053659658,5.769994,2.249002,-4.358062,5.770911,2.123724,-4.319045,5.770911,1.735282,-4.216572,5.767525,1.195556,-4.096761,5.770911,2.123724,-4.319045,5.770911,2.123724,-4.319045,5.767525,1.195556,-4.096761,5.767525,1.195556,-4.096761,6.093929,2.04398,-4.194159,6.226391,1.537127,-3.915299,6.3177,1.072451,-3.812291,6.397788,0.9360663,-3.861244,6.3177,1.072451,-3.812291,5.452243,2.03546,-4.285817,5.324284,1.553241,-4.322257,5.553644,1.957041,-4.510086,5.642757,2.067344,-4.491361,5.553644,1.957041,-4.510086,5.898004,1.199876,-4.142716,6.239815,0.7572821,-4.628871,6.095404,-0.01330149,-4.154877,5.636649,1.192981,-4.177831,5.473985,0.737077,-4.731765,5.523326,-0.02839482,-4.231739,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,0,0,0,0,0,0
138,09182024053700145,5.764845,2.261029,-4.356998,5.766809,2.132269,-4.317558,5.770383,1.736358,-4.215191,5.769476,1.195167,-4.095226,5.766809,2.132269,-4.317558,5.766809,2.132269,-4.317558,5.769476,1.195167,-4.095226,5.769476,1.195167,-4.095226,6.089276,2.045236,-4.186454,6.224277,1.539919,-3.910815,6.318365,1.082534,-3.796922,6.399058,0.9388266,-3.857166,6.318365,1.082534,-3.796922,5.450485,2.035897,-4.275719,5.315475,1.55308,-4.282484,5.531355,1.861311,-4.613873,5.588005,1.864869,-4.599732,5.531355,1.861311,-4.613873,5.899917,1.199864,-4.140409,6.261796,0.7667725,-4.613766,6.138559,-0.002531052,-4.180722,5.6379,1.192469,-4.177208,5.464097,0.7442577,-4.7258,5.50773,-0.02033603,-4.26932,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,0,0,0,0,0,0
139,09182024053700632,5.760995,2.27858,-4.356143,5.763099,2.148397,-4.316271,5.768567,1.746467,-4.212718,5.771011,1.198214,-4.092731,5.763099,2.148397,-4.316271,5.763099,2.148397,-4.316271,5.771011,1.198214,-4.092731,5.771011,1.198214,-4.092731,6.088213,2.046367,-4.182813,6.224267,1.539553,-3.905879,6.318833,1.085315,-3.790166,6.398415,0.9417084,-3.85446,6.318833,1.085315,-3.790166,5.447816,2.041532,-4.242921,5.263456,1.59102,-4.072026,5.15277,1.040391,-4.193093,5.158216,0.947207,-4.198616,5.15277,1.040391,-4.193093,5.900764,1.202933,-4.138431,6.265542,0.7623186,-4.601242,6.525702,0.05647111,-4.985491,5.63953,1.195866,-4.174037,5.458735,0.7404903,-4.711209,5.357081,0.02485383,-5.144773,6.488612,0.1027963,-5.617521,6.038611,0.1027963,-5.617522,5.518611,0.1027963,-5.617522,5.068611,0.1027963,-5.617522,6.488612,0.1027963,-5.207522,6.038611,0.1027963,-5.207522,5.518611,0.1027963,-5.207522,5.068611,0.1027963,-5.207522,6.488612,0.1027963,-4.787522,6.038611,0.1027963,-4.787522,5.518611,0.1027963,-4.787522,5.068611,0.1027963,-4.787522,5.800001,0,-5.19,0,0,0,0,0,0
