GlobalID,EntryID,Bomb_0_X,Bomb_0_Y,Bomb_0_Z,Bomb_1_X,Bomb_1_Y,Bomb_1_Z,Bomb_10_X,Bomb_10_Y,Bomb_10_Z,Bomb_11_X,Bomb_11_Y,Bomb_11_Z,Bomb_2_X,Bomb_2_Y,Bomb_2_Z,Bomb_3_X,Bomb_3_Y,Bomb_3_Z,Bomb_4_X,Bomb_4_Y,Bomb_4_Z,Bomb_5_X,Bomb_5_Y,Bomb_5_Z,Bomb_6_X,Bomb_6_Y,Bomb_6_Z,Bomb_7_X,Bomb_7_Y,Bomb_7_Z,Bomb_8_X,Bomb_8_Y,Bomb_8_Z,Bomb_9_X,Bomb_9_Y,Bomb_9_Z,Coin_X,Coin_Y,Coin_Z,ElbowL_X,ElbowL_Y,ElbowL_Z,ElbowR_X,ElbowR_Y,ElbowR_Z,FootL_X,FootL_Y,FootL_Z,FootR_X,FootR_Y,FootR_Z,Ground_X,Ground_Y,Ground_Z,HandL_X,HandL_Y,HandL_Z,HandR_X,HandR_Y,HandR_Z,Head_X,Head_Y,Head_Z,KneeL_X,KneeL_Y,KneeL_Z,KneeR_X,KneeR_Y,KneeR_Z,Passport_X,Passport_Y,Passport_Z,Player_X,Player_Y,Player_Z,PlayerImage_X,PlayerImage_Y,PlayerImage_Z,PlayerTransformEffect_X,PlayerTransformEffect_Y,PlayerTransformEffect_Z,SpineBase_X,SpineBase_Y,SpineBase_Z,Suitcase_X,Suitcase_Y,Suitcase_Z,Spatial,Temporal,Spatial_1,Temporal_1,Spatial_2,Temporal_2
854,08062025072234809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.9,3.4,0,-1.64776,6.434616,0.004233822,1.713723,5.877271,0.03153381,-1.038293,0.1573582,-0.0007662028,0.6620837,-0.0399847,0.004133806,0,-3.7,0,-2.92495,5.251596,0.006233811,1.605419,3.788041,0.03543381,-0.1239145,9.552299,0.05103381,-1.011159,2.529857,0.0109338,0.7164491,2.468151,0.02643381,-6.3,3.4,0,1.845011,-3.08,0,-1.257576,5.682554,0.1704338,0,2.5,-0.2,-0.1642362,4.455747,0.03063381,-5.31,3.32,0,0,0,0,0,0,0
855,08062025072235005,2.282215,4.252881,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.9,3.4,0,-1.968913,6.33691,0.002991676,1.186996,5.898046,0.02929167,-0.9131792,0.2131786,-0.00180833,0.7245862,-0.006807804,0.003391668,0,-3.7,0,-3.522129,5.050139,0.007791683,1.09499,3.848486,0.03519167,-0.6432546,9.507229,0.04869167,-1.041572,2.543504,0.01289167,0.4749095,2.379442,0.02249168,-6.3,3.4,0,0.9780731,-3.08,0,-1.162984,5.68593,0.1694917,0,2.5,-0.2,-0.5833848,4.447647,0.03039168,-5.31,3.32,0,0,0,0,0,0,0
856,08062025072235205,2.282215,4.060567,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.9,3.4,0,-2.083974,6.356472,0.003029361,0.9924829,5.953864,0.02802935,-0.7912565,0.2760286,-0.002470642,0.830863,-0.07626295,0.00532937,0,-3.7,0,-3.17048,5.246058,0.01462936,0.9151198,3.884389,0.03542936,-0.9105232,9.512085,0.04772937,-1.162333,2.735009,0.01522936,0.3191419,2.356529,0.02462935,-6.3,3.4,0,0.4258509,-3.08,0,-1.049883,5.708957,0.1691294,0,2.5,-0.2,-0.7975273,4.464819,0.02982937,-5.31,3.32,0,0,0,0,0,0,0
857,08062025072235400,2.282215,3.818465,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.9,3.4,0,-2.145148,6.180894,0.01067865,0.9188891,5.927581,0.03107865,-0.5894209,0.2852073,-0.001721352,0.0147571,0.08556938,-0.006721348,0,-3.7,0,-2.547778,5.085136,0.02907865,0.8005586,3.878775,0.03667866,-1.096287,9.499571,0.05027865,-1.230244,2.678023,0.01387866,-0.1311169,2.270221,0.03187865,-6.3,3.4,0,-0.2772112,-3.08,0,-0.8233313,5.687596,0.1708786,0,2.5,-0.2,-0.9876046,4.450872,0.03167865,-5.31,3.32,0,0,0,0,0,0,0
858,08062025072235600,2.282215,3.388623,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.9,3.4,0,-2.058582,6.14788,0.01404622,0.9165967,5.938883,0.03284621,-0.4824235,0.2095866,-0.00015378,0.03334796,0.06713009,0.005546212,0,-3.7,0,-2.097571,4.89933,0.03214622,0.7382937,3.87637,0.03824621,-1.170552,9.528946,0.05114622,-1.214052,2.617207,0.01304621,-0.30281,2.257427,0.03034621,-6.3,3.4,0,-0.6453094,-3.08,0,-0.7163989,5.67185,0.1702462,0,2.5,-0.2,-1.098804,4.397168,0.03154622,-5.31,3.32,0,0,0,0,0,0,0
859,08062025072235810,2.282215,3.014942,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.9,3.4,0,-2.09253,6.120881,0.01814622,0.8775241,5.905422,0.04004622,-0.4237952,0.340898,0.02154621,0.03334796,0.06713009,0.005546212,0,-3.7,0,-2.065488,4.673049,0.03804621,0.4175338,3.779542,0.04674622,-1.253167,9.580198,0.05474621,-1.41573,2.585774,0.02514622,-0.4354705,2.230388,0.03644621,-6.3,3.4,0,-0.945509,-3.08,0,-0.7163989,5.67185,0.1702462,0,2.5,-0.2,-1.2767,4.289947,0.03564622,-5.31,3.32,0,0,0,0,0,0,0
860,08062025072236012,2.282215,2.495344,0,-0.9226342,4.654492,-0.3486131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.9,3.4,0,-2.166445,6.101071,0.02114622,0.8636283,5.977674,0.04294622,-1.088757,0.001640797,0.005246222,0.03334796,0.06713009,0.005546212,0,-3.7,0,-2.243049,4.946886,0.04124622,-0.04701161,3.950838,0.05154622,-1.314001,9.627039,0.05654622,-1.475183,2.336294,0.02594621,-0.5518486,2.065572,0.03254621,-6.3,3.4,0,-1.256157,-3.08,0,-0.7163989,5.67185,0.1702462,0,2.5,-0.2,-1.460788,4.283161,0.03514621,-5.31,3.32,0,0,0,0,0,0,0
861,08062025072236195,2.282215,2.006407,0,-0.9226342,4.434708,-0.3486131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.9,3.4,0,-2.356029,6.147445,0.02204622,0.730018,6.121929,0.04024622,-1.529372,-0.1564584,0.005446225,0.03334796,0.06713009,0.005546212,0,-3.7,0,-2.208317,5.051515,0.04364622,-0.6444277,4.696788,0.05194622,-1.410199,9.661785,0.05634622,-1.635946,2.403517,0.02324623,-0.5839588,2.089313,0.02944621,-6.3,3.4,0,-1.337448,-3.08,0,-0.7163989,5.67185,0.1702462,0,2.5,-0.2,-1.508961,4.280258,0.03654622,-5.31,3.32,0,0,0,0,0,0,0
862,08062025072236390,2.282215,1.603038,0,-0.9226342,4.182309,-0.3486131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.9,3.4,0,-2.608819,6.215741,0.02454622,0.4597995,6.242775,0.03664622,-1.397813,-0.03803205,0.006346226,0.03334796,0.06713009,0.005546212,0,-3.7,0,-1.341429,5.378226,0.05004622,-1.452841,5.386855,0.04574622,-1.558001,9.662142,0.05604622,-1.505241,2.193126,0.02004622,-0.530297,2.183736,0.03014621,-6.3,3.4,0,-1.42041,-3.08,0,-0.7163989,5.67185,0.1702462,0,2.5,-0.2,-1.558123,4.316293,0.03414622,-5.31,3.32,0,0,0,0,0,0,0
863,08062025072236609,2.282215,1.041586,0,-0.9226342,3.76331,-0.3486131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.9,3.4,0,-2.527565,6.250352,0.02791159,0.5940905,6.3195,0.03331159,-1.359948,-0.02866554,0.0057116,0.5687848,-0.2767825,0.007511586,0,-3.7,0,-1.136902,5.526361,0.05141158,-0.9105887,5.591814,0.05021159,-1.347814,9.689075,0.05511159,-1.473593,2.530237,0.02911159,-0.05881262,2.30825,0.0283116,-6.3,3.4,0,-1.225006,-3.08,0,-0.6366313,5.702603,0.1695116,0,2.5,-0.2,-1.362561,4.343882,0.0345116,-5.31,3.32,0,0,0,0,0,0,0
864,08062025072236812,2.282215,0.4606541,0,-0.9226342,3.276609,-0.3486131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.9,3.4,0,-2.146421,6.225348,0.0292116,1.031923,6.287989,0.03511159,-1.298417,-0.1250134,0.005811587,0.5687848,-0.2767825,0.007511586,0,-3.7,0,-0.2063515,5.598874,0.04931159,-0.7660123,5.566383,0.05271159,-0.9036363,9.690533,0.05581159,-1.199889,2.611523,0.03121158,0.2085372,2.364935,0.03171159,-6.3,3.4,0,-0.06336117,-3.08,0,-0.6366313,5.702603,0.1695116,0,2.5,-0.2,-0.6741787,4.327558,0.03851159,-5.31,3.32,0,0,0,0,0,0,0
865,08062025072236999,2.282215,0.01084864,0,-0.9226342,2.875804,-0.3486131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.9,3.4,0,-1.626598,6.247508,0.03011158,1.797451,6.233459,0.03961159,-1.275008,-0.0815897,0.005811587,0.5687848,-0.2767825,0.007511586,0,-3.7,0,0.3534234,5.719914,0.05081159,-0.2467466,5.657794,0.05291159,-0.3001298,9.741199,0.05771159,-0.9558129,2.423534,0.03231159,0.7857918,2.468111,0.03531159,-6.3,3.4,0,0.8138638,-3.08,0,-0.6366313,5.702603,0.1695116,0,2.5,-0.2,-0.1543417,4.346714,0.03951159,-5.31,3.32,0,0,0,0,0,0,0
866,08062025072237196,2.282215,-0.6007817,0,-0.9226342,2.309108,-0.3486131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.9,3.4,0,-1.511284,6.266174,0.02941158,1.82951,6.263395,0.03991158,-1.366205,-0.1268363,0.008111596,0.5687848,-0.2767825,0.007511586,0,-3.7,0,0.3303566,5.660604,0.05161159,0.1348633,5.652741,0.05241159,-0.1718497,9.765024,0.05791159,-1.024085,2.434452,0.03221159,0.8084676,2.44276,0.03481159,-6.3,3.4,0,0.8774586,-3.08,0,-0.6366313,5.702603,0.1695116,0,2.5,-0.2,-0.1166558,4.350449,0.03961159,-5.31,3.32,0,0,0,0,0,0,0
867,08062025072237394,2.282215,-1.032063,0,-0.9226342,1.899215,-0.3486131,,,,,,,-3.978501,4.6214,0.003452718,,,,,,,,,,,,,,,,,,,,,,-5.9,3.4,0,-1.776334,6.257586,0.02821159,1.47023,6.228772,0.03801158,-1.352389,-0.1808558,0.007711589,0.5687848,-0.2767825,0.007511586,0,-3.7,0,-0.3444006,5.601844,0.05171159,-0.3518548,5.641494,0.05221159,-0.4881288,9.732925,0.05671159,-1.110392,2.532515,0.03231159,0.3142275,2.327242,0.03561158,-6.3,3.4,0,0.4557514,-3.08,0,-0.6366313,5.702603,0.1695116,0,2.5,-0.2,-0.3665564,4.312262,0.04041159,-5.31,3.32,0,0,0,0,0,0,0
868,08062025072237596,2.282215,-1.67182,0,-0.9226342,1.28094,-0.3486131,,,,,,,-3.978501,4.390908,0.003452718,,,,,,,,,,,,,,,,,,,,,,-5.9,3.4,0,-2.197222,6.257627,0.02748542,1.002774,6.283824,0.03578542,-1.311706,-0.1593218,0.006185427,0.8525958,-0.2528887,0.01048543,0,-3.7,0,-0.55704,5.661385,0.04848542,-1.094166,5.651604,0.05148543,-1.008776,9.735662,0.05538543,-1.376725,2.546846,0.03018543,0.1977575,2.294899,0.03398542,-6.3,3.4,0,-0.4921274,-3.08,0,-0.5870823,5.730702,0.1685854,0,2.5,-0.2,-0.8787133,4.299668,0.03868543,-5.31,3.32,0,0,0,0,0,0,0
