num_executions,total_rows,defect_count,frequency,coverage,coverage_pct,instability,instability_rate,num_defect_segments,mean_segment_length,median_segment_length,max_segment_length,num_games,avg_execution_frequency,avg_execution_coverage_pct,avg_execution_instability_rate,avg_execution_total_rows,avg_execution_defect_count,avg_execution_instability,avg_execution_num_defect_segments,avg_execution_mean_segment_length,avg_execution_median_segment_length,avg_execution_max_segment_length,avg_game_frequency,avg_game_coverage_pct,avg_game_instability_rate,avg_game_total_rows,avg_game_defect_count,avg_game_instability,avg_game_num_defect_segments,avg_game_mean_segment_length,avg_game_median_segment_length,avg_game_max_segment_length
60,6242,3875,0.6207946171099007,0.6207946171099007,62.07946171099007,185,0.029925590423811065,144,26.90972222222222,13.0,262,7,0.711718555532167,71.17185555321672,0.02639519895295143,104.03333333333333,64.58333333333333,3.0833333333333335,2.4,27.3245,24.166666666666668,45.05,0.5675585152088384,56.755851520883844,0.02681674864342226,891.7142857142857,553.5714285714286,26.428571428571427,20.571428571428573,32.602458256029685,15.857142857142858,121.85714285714286
