GlobalID,EntryID,Skeleton0_X,Skeleton0_Y,Skeleton0_Z,Skeleton1_X,Skeleton1_Y,Skeleton1_Z,Skeleton2_X,Skeleton2_Y,Skeleton2_Z,Skeleton3_X,Skeleton3_Y,Skeleton3_Z,Skeleton4_X,Skeleton4_Y,Skeleton4_Z,Skeleton5_X,Skeleton5_Y,Skeleton5_Z,Skeleton6_X,Skeleton6_Y,Skeleton6_Z,Skeleton7_X,Skeleton7_Y,Skeleton7_Z,Skeleton8_X,Skeleton8_Y,Skeleton8_Z,Skeleton9_X,Skeleton9_Y,Skeleton9_Z,Skeleton10_X,Skeleton10_Y,Skeleton10_Z,Skeleton11_X,Skeleton11_Y,Skeleton11_Z,Skeleton12_X,Skeleton12_Y,Skeleton12_Z,Skeleton13_X,Skeleton13_Y,Skeleton13_Z,Skeleton14_X,Skeleton14_Y,Skeleton14_Z,Skeleton15_X,Skeleton15_Y,Skeleton15_Z,Skeleton16_X,Skeleton16_Y,Skeleton16_Z,Skeleton17_X,Skeleton17_Y,Skeleton17_Z,Skeleton18_X,Skeleton18_Y,Skeleton18_Z,Skeleton19_X,Skeleton19_Y,Skeleton19_Z,Skeleton20_X,Skeleton20_Y,Skeleton20_Z,Skeleton21_X,Skeleton21_Y,Skeleton21_Z,Skeleton22_X,Skeleton22_Y,Skeleton22_Z,Skeleton23_X,Skeleton23_Y,Skeleton23_Z,BubbleGen1_X,BubbleGen1_Y,BubbleGen1_Z,BubbleGen2_X,BubbleGen2_Y,BubbleGen2_Z,BubbleGen3_X,BubbleGen3_Y,BubbleGen3_Z,BubbleGen6_X,BubbleGen6_Y,BubbleGen6_Z,BubbleGen7_X,BubbleGen7_Y,BubbleGen7_Z,BubbleGen8_X,BubbleGen8_Y,BubbleGen8_Z,Floor_X,Floor_Y,Floor_Z,Spatial,Temporal,Spatial_1,Temporal_1,Spatial_2,Temporal_2,Spatial Conflict,Temporal Conflict,RightKneeAngle,LeftKneeAngle,RightElbowAngle,LeftElbowAngle,RightFootDistanceFromFloor,LeftFootDistanceFromFloor,Total_reach
33,10182024020300359,-0.8601723,2.896806,-5.821668,-0.8684596,2.77113,-5.731229,-0.8926011,2.383781,-5.476863,-0.9223032,1.85401,-5.158238,-0.8684596,2.77113,-5.731229,-0.8684596,2.77113,-5.731229,-0.9223032,1.85401,-5.158238,-0.9223032,1.85401,-5.158238,-0.5729495,2.628663,-5.515813,-0.4244374,2.299066,-5.2181,-0.3544482,1.881006,-4.985548,-0.3425384,1.746041,-4.942948,-0.3544482,1.881006,-4.985548,-1.197722,2.63867,-5.622755,-1.365536,2.252104,-5.408986,-1.433752,1.782854,-5.362274,-1.432927,1.669545,-5.401564,-1.433752,1.782854,-5.362274,-0.7841051,1.85529,-5.201055,-0.7355579,1.187557,-5.190957,-0.8617227,0.5069116,-4.888074,-1.057906,1.857569,-5.229769,-1.095069,1.19055,-5.22866,-1.026343,0.5082821,-4.905338,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,0,0,153.1592232,153.4076885,163.7878516,154.2697468,-0.2569167,-0.2555462,1.579531048
34,10182024020300698,-0.8062883,2.964353,-5.996659,-0.8062419,2.840973,-5.933996,-0.7906667,2.448099,-5.765494,-0.7653782,1.905996,-5.58799,-0.8062419,2.840973,-5.933996,-0.8062419,2.840973,-5.933996,-0.7653782,1.905996,-5.58799,-0.7653782,1.905996,-5.58799,-0.4830422,2.73047,-5.814351,-0.3739069,2.335674,-5.575843,-0.3255591,1.857476,-5.518023,-0.3276972,1.729952,-5.53299,-0.3255591,1.857476,-5.518023,-1.126801,2.730702,-5.910647,-1.27943,2.296284,-5.778438,-1.33818,1.808642,-5.795689,-1.324415,1.694607,-5.837389,-1.33818,1.808642,-5.795689,-0.6370606,1.912856,-5.62946,-0.4658901,1.271598,-5.49524,-0.4456474,0.6686686,-5.013346,-0.8953288,1.903312,-5.660365,-0.9735023,1.252841,-5.555981,-0.9968076,0.6483023,-5.079297,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,0,0,150.4396588,150.5193143,154.9408884,158.1491574,-0.0951597,-0.115526,1.584283408
35,10182024020301033,-0.6984069,2.93924,-6.193333,-0.6969208,2.809646,-6.15554,-0.6942914,2.407751,-6.056513,-0.6952853,1.855335,-5.941321,-0.6969208,2.809646,-6.15554,-0.6969208,2.809646,-6.15554,-0.6952853,1.855335,-5.941321,-0.6952853,1.855335,-5.941321,-0.361256,2.713962,-6.091116,-0.2421042,2.264607,-5.944707,-0.1707856,1.775896,-5.987113,-0.1763961,1.662633,-6.044735,-0.1707856,1.775896,-5.987113,-1.023369,2.706288,-6.156008,-1.150544,2.253448,-6.026149,-1.225186,1.770635,-6.038717,-1.223263,1.650329,-6.078633,-1.225186,1.770635,-6.038717,-0.5654969,1.852876,-5.987031,-0.4473961,1.179009,-6.066299,-0.449511,0.4596533,-5.872244,-0.8290567,1.864093,-6.00976,-0.9033148,1.198413,-6.105618,-0.9103228,0.4792656,-5.911983,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,0,0,156.0930808,156.0834407,156.696495,161.7682018,-0.304175,-0.2845627,1.571943555
36,10182024020301331,-0.7493082,2.87289,-6.463343,-0.7462394,2.740856,-6.436015,-0.7379001,2.331667,-6.367756,-0.7274312,1.76671,-6.294452,-0.7462394,2.740856,-6.436015,-0.7462394,2.740856,-6.436015,-0.7274312,1.76671,-6.294452,-0.7274312,1.76671,-6.294452,-0.4089285,2.631929,-6.364869,-0.2994381,2.178725,-6.220983,-0.2135712,1.69874,-6.237299,-0.2156166,1.580955,-6.282448,-0.2135712,1.69874,-6.237299,-1.080552,2.615021,-6.456945,-1.193985,2.141425,-6.377045,-1.259496,1.656152,-6.397029,-1.265622,1.521435,-6.427085,-1.259496,1.656152,-6.397029,-0.5954339,1.772578,-6.335422,-0.5088718,1.122307,-6.328017,-0.5135187,0.3757544,-6.146565,-0.8627708,1.771352,-6.367435,-0.8895621,1.120561,-6.373605,-0.87712,0.3740867,-6.190107,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,1,0,1,0,0,164.796849,165.2782195,160.6334675,166.9997649,-0.3880739,-0.3897416,1.574003263
37,10182024020301675,-0.7681576,2.826644,-6.708237,-0.7618276,2.695696,-6.676782,-0.7434276,2.288506,-6.597069,-0.7200658,1.724894,-6.511831,-0.7618276,2.695696,-6.676782,-0.7618276,2.695696,-6.676782,-0.7200658,1.724894,-6.511831,-0.7200658,1.724894,-6.511831,-0.4315465,2.591793,-6.603113,-0.3385887,2.143123,-6.433988,-0.2641811,1.666152,-6.426228,-0.2661602,1.544768,-6.465828,-0.2641811,1.666152,-6.426228,-1.091678,2.566212,-6.715201,-1.209731,2.088129,-6.661931,-1.244936,1.602058,-6.743036,-1.234422,1.485045,-6.798002,-1.244936,1.602058,-6.743036,-0.5880692,1.737373,-6.556087,-0.4823365,1.105607,-6.465359,-0.4662367,0.4051479,-6.174427,-0.8562132,1.725722,-6.58151,-0.8930619,1.08776,-6.504301,-0.8854219,0.3869336,-6.214171,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,1,0,1,0,0,163.5134044,163.9484817,160.4632591,161.6142432,-0.3586804,-0.3768947,1.555162635
38,10182024020302025,-0.5982038,2.771444,-6.961712,-0.5967051,2.639579,-6.929612,-0.5937968,2.227952,-6.847031,-0.5892196,1.657522,-6.758969,-0.5967051,2.639579,-6.929612,-0.5967051,2.639579,-6.929612,-0.5892196,1.657522,-6.758969,-0.5892196,1.657522,-6.758969,-0.27176,2.541039,-6.882028,-0.1596069,2.098613,-6.717376,-0.1149351,1.680799,-6.853283,-0.1320325,1.590013,-6.958399,-0.1149351,1.680799,-6.853283,-0.9287691,2.522171,-6.952572,-1.04928,2.048942,-6.876333,-1.094414,1.564835,-6.937655,-1.075547,1.450316,-6.986604,-1.094414,1.564835,-6.937655,-0.4588327,1.665619,-6.811555,-0.3564449,1.06448,-6.857307,-0.2731904,0.4704952,-6.798152,-0.7314386,1.667377,-6.81849,-0.8036432,1.067366,-6.868684,-0.8758117,0.4743834,-6.813482,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,1,0,1,0,0,169.9345436,169.9721269,141.4079114,161.6225041,-0.2933331,-0.2894449,1.360810635
39,10182024020302363,-0.5295076,2.76458,-7.025766,-0.5301152,2.631566,-6.998772,-0.5349514,2.215705,-6.929294,-0.5429822,1.638304,-6.856802,-0.5301152,2.631566,-6.998772,-0.5301152,2.631566,-6.998772,-0.5429822,1.638304,-6.856802,-0.5429822,1.638304,-6.856802,-0.2088019,2.526994,-6.984974,-0.0823887,2.147048,-7.164418,-0.1873407,2.221576,-7.653889,-0.2193742,2.279076,-7.810719,-0.1873407,2.221576,-7.653889,-0.8588521,2.520505,-7.016133,-0.9860052,2.049354,-6.936162,-1.017346,1.567165,-7.03121,-0.9998388,1.46022,-7.086184,-1.017346,1.567165,-7.03121,-0.4131276,1.643767,-6.911421,-0.3251013,1.044555,-6.957808,-0.2462487,0.4413761,-6.981431,-0.6867743,1.652369,-6.914229,-0.7743747,1.058677,-6.962418,-0.8683451,0.4609306,-6.987815,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,1,0,1,0,0,177.6608083,177.7469122,102.0200002,156.6384047,-0.3224522,-0.3028977,1.363145166
40,10182024020302660,-0.5700957,2.77569,-6.961006,-0.5721771,2.641694,-6.94154,-0.5800842,2.222973,-6.89557,-0.5937389,1.640684,-6.853511,-0.5721771,2.641694,-6.94154,-0.5721771,2.641694,-6.94154,-0.5937389,1.640684,-6.853511,-0.5937389,1.640684,-6.853511,-0.3058596,2.531551,-7.024144,-0.2277044,2.353682,-7.477901,-0.285901,2.248327,-7.863284,-0.3816422,2.191636,-7.995146,-0.285901,2.248327,-7.863284,-0.9211398,2.53943,-6.907378,-1.030731,2.064691,-6.823617,-1.093671,1.584481,-6.884361,-1.103294,1.446364,-6.900796,-1.093671,1.584481,-6.884361,-0.4631284,1.644849,-6.921737,-0.4183673,1.029368,-6.880037,-0.3953637,0.4748187,-6.703931,-0.7351395,1.655909,-6.897728,-0.8068411,1.045163,-6.845749,-0.831201,0.4925396,-6.665462,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,1,0,1,0,0,166.1511251,166.1647401,161.5664382,162.2211366,-0.2890096,-0.2712887,1.34822393
41,10182024020302993,-0.6805488,2.783269,-6.864752,-0.6837095,2.655005,-6.840197,-0.6953377,2.255788,-6.776383,-0.7150552,1.705073,-6.699539,-0.6837095,2.655005,-6.840197,-0.6837095,2.655005,-6.840197,-0.7150552,1.705073,-6.699539,-0.7150552,1.705073,-6.699539,-0.4346855,2.573061,-6.954659,-0.4362623,2.291769,-7.340026,-0.640011,2.171745,-7.63611,-0.7964827,2.116621,-7.855744,-0.640011,2.171745,-7.63611,-1.023293,2.563502,-6.793942,-1.134691,2.099589,-6.6757,-1.21068,1.617329,-6.686076,-1.229895,1.462402,-6.694642,-1.21068,1.617329,-6.686076,-0.5883619,1.711679,-6.774748,-0.6366436,1.063345,-6.72731,-0.6735649,0.5539149,-6.486092,-0.8459591,1.713837,-6.738322,-0.8666352,1.065272,-6.694788,-0.8217942,0.5551571,-6.465131,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,1,0,1,0,0,158.8932102,158.6365748,145.0495048,164.2064319,-0.2099134,-0.2086712,1.364202006
42,10182024020303336,-0.8069903,2.813662,-6.695556,-0.8024806,2.68383,-6.666841,-0.7892585,2.280201,-6.594093,-0.773315,1.722859,-6.514139,-0.8024806,2.68383,-6.666841,-0.8024806,2.68383,-6.666841,-0.773315,1.722859,-6.514139,-0.773315,1.722859,-6.514139,-0.5021619,2.585731,-6.688772,-0.2813433,2.240499,-6.702652,-0.2386024,2.033898,-7.103904,-0.2359477,1.916872,-7.31794,-0.2386024,2.033898,-7.103904,-1.139709,2.581848,-6.638298,-1.235835,2.117072,-6.525851,-1.299451,1.632971,-6.558691,-1.313988,1.48322,-6.566042,-1.299451,1.632971,-6.558691,-0.6400188,1.734246,-6.573768,-0.6075774,1.10252,-6.563917,-0.6433829,0.5589722,-6.377244,-0.907699,1.725427,-6.568048,-0.908816,1.092596,-6.55748,-0.8376313,0.5525727,-6.373093,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,1,0,1,0,0,160.8129973,160.7484691,117.6733638,162.3246114,-0.2048561,-0.2112556,1.354927916
43,10182024020303655,-0.7297268,2.85601,-6.344341,-0.7259387,2.726801,-6.299623,-0.7150347,2.327048,-6.177366,-0.7021015,1.778654,-6.027019,-0.7259387,2.726801,-6.299623,-0.7259387,2.726801,-6.299623,-0.7021015,1.778654,-6.027019,-0.7021015,1.778654,-6.027019,-0.3975055,2.615932,-6.247375,-0.2855858,2.144375,-6.08602,-0.2510518,1.625023,-6.003965,-0.2496719,1.481515,-5.979711,-0.2510518,1.625023,-6.003965,-1.067059,2.626467,-6.268472,-1.170542,2.17089,-6.13309,-1.236985,1.691872,-6.139246,-1.243339,1.555175,-6.151798,-1.236985,1.691872,-6.139246,-0.5713231,1.778142,-6.078409,-0.5049854,1.121525,-6.143866,-0.4593036,0.4849335,-6.172823,-0.8370657,1.788437,-6.08965,-0.8543236,1.13506,-6.158643,-0.8604248,0.5004743,-6.189791,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,0,0,176.5130574,176.6442235,166.7633876,162.4308435,-0.2788948,-0.263354,1.442596726
44,10182024020303984,-0.671582,2.944818,-6.045538,-0.6765354,2.814778,-6.004739,-0.6913878,2.413187,-5.894724,-0.7095584,1.862853,-5.759702,-0.6765354,2.814778,-6.004739,-0.6765354,2.814778,-6.004739,-0.7095584,1.862853,-5.759702,-0.7095584,1.862853,-5.759702,-0.3449339,2.712632,-5.907961,-0.2684889,2.26103,-5.702113,-0.2153673,1.758093,-5.59939,-0.2233642,1.615869,-5.565818,-0.2153673,1.758093,-5.59939,-1.007665,2.719246,-6.017605,-1.147032,2.277621,-5.872782,-1.24105,1.808241,-5.821715,-1.264302,1.670797,-5.803662,-1.24105,1.808241,-5.821715,-0.5818596,1.857649,-5.799409,-0.4691618,1.197607,-5.798276,-0.5349116,0.5742296,-5.343537,-0.8408651,1.873313,-5.834249,-0.9376479,1.225939,-5.861295,-0.9859679,0.6015073,-5.404212,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,0,0,141.2780356,141.3236419,166.8354075,167.203896,-0.1895987,-0.162321,1.58183588
45,10182024020304334,-0.8050418,3.00524,-5.801515,-0.8067895,2.87514,-5.7598,-0.8121732,2.473839,-5.647835,-0.8192317,1.923921,-5.512712,-0.8067895,2.87514,-5.7598,-0.8067895,2.87514,-5.7598,-0.8192317,1.923921,-5.512712,-0.8192317,1.923921,-5.512712,-0.4764449,2.775316,-5.660038,-0.392598,2.324587,-5.486663,-0.3568359,1.832114,-5.481995,-0.3813016,1.699185,-5.493722,-0.3568359,1.832114,-5.481995,-1.134806,2.77114,-5.779817,-1.267179,2.317887,-5.674112,-1.312762,1.839379,-5.714798,-1.32634,1.711621,-5.718536,-1.312762,1.839379,-5.714798,-0.6892563,1.926464,-5.550754,-0.6078548,1.307787,-5.367212,-0.6943413,0.6805819,-4.976497,-0.9486739,1.924489,-5.589437,-1.035372,1.304532,-5.430963,-1.035645,0.6779833,-5.027391,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,0,0,159.3087422,160.0641126,158.8839669,159.4878106,-0.0832464,-0.085845,1.541485697
46,10182024020304637,-0.9715077,3.046419,-5.584823,-0.9666197,2.916726,-5.541641,-0.9519677,2.51717,-5.425751,-0.9338987,1.970316,-5.286089,-0.9666197,2.916726,-5.541641,-0.9666197,2.916726,-5.541641,-0.9338987,1.970316,-5.286089,-0.9338987,1.970316,-5.286089,-0.6428145,2.835718,-5.434234,-0.5466876,2.39852,-5.252689,-0.5050657,1.912025,-5.299431,-0.5218998,1.775027,-5.309175,-0.5050657,1.912025,-5.299431,-1.291245,2.798299,-5.566125,-1.402153,2.337034,-5.462449,-1.439463,1.853059,-5.497872,-1.439835,1.7246,-5.502998,-1.439463,1.853059,-5.497872,-0.8029717,1.978657,-5.322169,-0.7228811,1.356512,-5.163298,-0.7541488,0.6625595,-4.865064,-1.060966,1.963808,-5.36445,-1.082548,1.335812,-5.222241,-1.046158,0.6457534,-4.912919,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,0,0,166.9875532,167.6956907,151.4913173,161.1769687,-0.1012688,-0.1180749,1.550776368
47,10182024020359641,-1.088286,2.79563,-2.869529,-1.085043,2.666696,-2.829543,-1.073316,2.269039,-2.723599,-1.054643,1.724378,-2.598363,-1.085043,2.666696,-2.829543,-1.085043,2.666696,-2.829543,-1.054643,1.724378,-2.598363,-1.054643,1.724378,-2.598363,-0.7588439,2.579257,-2.747417,-0.6793913,2.257133,-2.524217,-0.7796345,1.96059,-2.360758,-0.7313854,1.812008,-2.43205,-0.7796345,1.96059,-2.360758,-1.410182,2.568756,-2.783872,-1.504789,2.185231,-2.574267,-1.488079,1.82325,-2.455797,-1.494064,1.768945,-2.434434,-1.488079,1.82325,-2.455797,-0.9177263,1.730876,-2.646264,-0.8973202,1.103795,-2.504875,-0.9477973,0.3963181,-2.254847,-1.182482,1.721636,-2.664743,-1.161194,1.094585,-2.523293,-1.074693,0.3918891,-2.263704,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,0,0,171.1837063,171.1200958,151.4549435,161.932709,-0.3675102,-0.3719392,1.541320318
48,10182024020401025,-0.7995353,2.910344,-6.413894,-0.7965604,2.781791,-6.372987,-0.7858734,2.385049,-6.264258,-0.7692012,1.840644,-6.136352,-0.7965604,2.781791,-6.372987,-0.7965604,2.781791,-6.372987,-0.7692012,1.840644,-6.136352,-0.7692012,1.840644,-6.136352,-0.4697092,2.695259,-6.2865,-0.3948991,2.372431,-6.060792,-0.4931652,2.076169,-5.897573,-0.4452235,1.93212,-6.004493,-0.4931652,2.076169,-5.897573,-1.120419,2.683601,-6.333025,-1.222406,2.299455,-6.11879,-1.206672,1.943217,-5.996113,-1.211547,1.883914,-5.976068,-1.206672,1.943217,-5.996113,-0.6326713,1.847222,-6.183871,-0.6129718,1.220823,-6.040859,-0.6654379,0.5138254,-5.78851,-0.8970097,1.837893,-6.203147,-0.8786296,1.211447,-6.060232,-0.7958807,0.5092217,-5.798022,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,0,0,171.10878,171.0812858,152.3777984,161.5612979,-0.2500029,-0.2546066,1.541177035
49,10182024020401355,-0.7983231,2.908995,-6.417824,-0.7952737,2.780564,-6.376709,-0.7844474,2.3842,-6.267264,-0.767849,1.84032,-6.138112,-0.7952737,2.780564,-6.376709,-0.7952737,2.780564,-6.376709,-0.767849,1.84032,-6.138112,-0.767849,1.84032,-6.138112,-0.4680101,2.694714,-6.290162,-0.3940651,2.372146,-6.063775,-0.4919041,2.075877,-5.899818,-0.4420608,1.931767,-6.008392,-0.4919041,2.075877,-5.899818,-1.118831,2.683094,-6.33804,-1.222484,2.299277,-6.122183,-1.206074,1.943632,-5.999059,-1.209729,1.882801,-5.97845,-1.206074,1.943632,-5.999059,-0.6313201,1.846889,-6.185538,-0.6111472,1.220529,-6.042531,-0.6631351,0.5139586,-5.788614,-0.8957136,1.837599,-6.20499,-0.8775941,1.211168,-6.062135,-0.7955801,0.5093049,-5.798359,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,0,0,171.0110171,170.9905146,152.5831635,161.253506,-0.2498697,-0.2545234,1.541357912
50,10182024020401698,-0.7941161,2.907907,-6.421605,-0.7910913,2.779518,-6.380477,-0.7804068,2.383324,-6.270858,-0.76419,1.839826,-6.140977,-0.7910913,2.779518,-6.380477,-0.7910913,2.779518,-6.380477,-0.76419,1.839826,-6.140977,-0.76419,1.839826,-6.140977,-0.4651765,2.694029,-6.292873,-0.390569,2.371383,-6.067665,-0.4889991,2.075268,-5.902884,-0.4342003,1.925051,-6.003849,-0.4889991,2.075268,-5.902884,-1.114729,2.682796,-6.341768,-1.2183,2.30034,-6.126243,-1.203957,1.943663,-6.000295,-1.204732,1.881708,-5.980762,-1.203957,1.943663,-6.000295,-0.6277034,1.846312,-6.188149,-0.6062721,1.220213,-6.044113,-0.658612,0.5142913,-5.788386,-0.8921656,1.837218,-6.208069,-0.8758216,1.210944,-6.064415,-0.7948835,0.5096052,-5.79865,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,0,0,170.8818083,170.8792557,152.4579915,161.6664973,-0.249537,-0.2542231,1.541625169
51,10182024020402012,-0.7745844,2.907259,-6.425247,-0.7720108,2.77885,-6.384484,-0.7626562,2.382623,-6.275816,-0.7478477,1.839198,-6.146793,-0.7720108,2.77885,-6.384484,-0.7720108,2.77885,-6.384484,-0.7478477,1.839198,-6.146793,-0.7478477,1.839198,-6.146793,-0.4460481,2.692227,-6.295528,-0.3713849,2.368774,-6.073578,-0.4754355,2.073301,-5.908021,-0.4124599,1.928199,-5.999226,-0.4754355,2.073301,-5.908021,-1.101615,2.683034,-6.344004,-1.197761,2.30321,-6.130281,-1.19067,1.946392,-6.001421,-1.188137,1.882087,-5.982725,-1.19067,1.946392,-6.001421,-0.6110051,1.845643,-6.193644,-0.5832573,1.220476,-6.046153,-0.6362734,0.5155129,-5.787088,-0.8769267,1.836667,-6.214034,-0.8698028,1.210804,-6.068125,-0.7928838,0.5102267,-5.799097,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,0,0,170.5137135,170.5588853,151.676737,163.5175618,-0.2483154,-0.2536016,1.542638375
52,10182024020402353,-0.6555292,2.919351,-6.448383,-0.6544688,2.790011,-6.406191,-0.6503707,2.390717,-6.29358,-0.643495,1.842996,-6.159852,-0.6544688,2.790011,-6.406191,-0.6544688,2.790011,-6.406191,-0.643495,1.842996,-6.159852,-0.643495,1.842996,-6.159852,-0.3221535,2.701478,-6.327511,-0.1895274,2.363243,-6.076591,-0.2088627,2.050716,-5.924158,-0.255914,1.970597,-5.964383,-0.2088627,2.050716,-5.924158,-0.9894524,2.684634,-6.370143,-1.080279,2.256803,-6.181935,-1.118348,1.790245,-6.106688,-1.13045,1.639536,-6.110266,-1.118348,1.790245,-6.106688,-0.5075001,1.848706,-6.207108,-0.4500078,1.223811,-6.058743,-0.4761196,0.5227348,-5.777196,-0.7759678,1.841028,-6.226655,-0.8119649,1.21346,-6.085095,-0.7845644,0.5139136,-5.799653,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,0,0,168.9164805,169.1471475,156.8552853,164.2089234,-0.2410935,-0.2499147,1.548756163
53,10182024020402683,-0.5408813,2.931065,-6.45238,-0.5397223,2.800433,-6.410689,-0.5350488,2.397392,-6.299063,-0.5251712,1.845154,-6.165419,-0.5397223,2.800433,-6.410689,-0.5397223,2.800433,-6.410689,-0.5251712,1.845154,-6.165419,-0.5251712,1.845154,-6.165419,-0.1955088,2.700009,-6.334846,-0.01967776,2.282409,-6.145133,0.1331298,1.785641,-6.161569,0.1490657,1.641868,-6.201854,0.1331298,1.785641,-6.161569,-0.8614298,2.684636,-6.399077,-0.9732278,2.22467,-6.277905,-1.041401,1.72703,-6.3358,-1.033286,1.590049,-6.388436,-1.041401,1.72703,-6.3358,-0.392069,1.850026,-6.209372,-0.290327,1.21773,-6.092688,-0.2530925,0.5338955,-5.75936,-0.6579931,1.84394,-6.235744,-0.7181375,1.20794,-6.135115,-0.7619125,0.5222516,-5.80982,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,0,0,163.3653018,163.5324334,154.8405802,158.2740978,-0.2299328,-0.2415767,1.557208361
