GlobalID,EntryID,Skeleton0_X,Skeleton0_Y,Skeleton0_Z,Skeleton1_X,Skeleton1_Y,Skeleton1_Z,Skeleton2_X,Skeleton2_Y,Skeleton2_Z,Skeleton3_X,Skeleton3_Y,Skeleton3_Z,Skeleton4_X,Skeleton4_Y,Skeleton4_Z,Skeleton5_X,Skeleton5_Y,Skeleton5_Z,Skeleton6_X,Skeleton6_Y,Skeleton6_Z,Skeleton7_X,Skeleton7_Y,Skeleton7_Z,Skeleton8_X,Skeleton8_Y,Skeleton8_Z,Skeleton9_X,Skeleton9_Y,Skeleton9_Z,Skeleton10_X,Skeleton10_Y,Skeleton10_Z,Skeleton11_X,Skeleton11_Y,Skeleton11_Z,Skeleton12_X,Skeleton12_Y,Skeleton12_Z,Skeleton13_X,Skeleton13_Y,Skeleton13_Z,Skeleton14_X,Skeleton14_Y,Skeleton14_Z,Skeleton15_X,Skeleton15_Y,Skeleton15_Z,Skeleton16_X,Skeleton16_Y,Skeleton16_Z,Skeleton17_X,Skeleton17_Y,Skeleton17_Z,Skeleton18_X,Skeleton18_Y,Skeleton18_Z,Skeleton19_X,Skeleton19_Y,Skeleton19_Z,Skeleton20_X,Skeleton20_Y,Skeleton20_Z,Skeleton21_X,Skeleton21_Y,Skeleton21_Z,Skeleton22_X,Skeleton22_Y,Skeleton22_Z,Skeleton23_X,Skeleton23_Y,Skeleton23_Z,BubbleGen1_X,BubbleGen1_Y,BubbleGen1_Z,BubbleGen2_X,BubbleGen2_Y,BubbleGen2_Z,BubbleGen3_X,BubbleGen3_Y,BubbleGen3_Z,BubbleGen6_X,BubbleGen6_Y,BubbleGen6_Z,BubbleGen7_X,BubbleGen7_Y,BubbleGen7_Z,BubbleGen8_X,BubbleGen8_Y,BubbleGen8_Z,Floor_X,Floor_Y,Floor_Z,Spatial,Temporal,Spatial_1,Temporal_1,Spatial_2,Temporal_2,Spatial Conflict,Temporal Conflict,RightKneeAngle,LeftKneeAngle,RightElbowAngle,LeftElbowAngle,RightFootDistanceFromFloor,LeftFootDistanceFromFloor,Total_reach
12,10182024020253433,-0.8918784,3.022421,-5.625337,-0.8919406,2.893521,-5.580975,-0.8914569,2.496371,-5.461296,-0.8895595,1.952852,-5.316195,-0.8919406,2.893521,-5.580975,-0.8919406,2.893521,-5.580975,-0.8895595,1.952852,-5.316195,-0.8895595,1.952852,-5.316195,-0.5623829,2.814659,-5.461407,-0.429015,2.423934,-5.21846,-0.3480994,1.970568,-5.072069,-0.3387885,1.828348,-5.007502,-0.3480994,1.970568,-5.072069,-1.216365,2.778609,-5.598258,-1.34368,2.333753,-5.457527,-1.417031,1.859902,-5.417449,-1.436375,1.7138,-5.399519,-1.417031,1.859902,-5.417449,-0.763058,1.955334,-5.347417,-0.6150776,1.30362,-5.358743,-0.6516743,0.6359317,-5.01643,-1.013679,1.952467,-5.399452,-1.056726,1.298567,-5.450439,-1.080261,0.6310288,-5.105415,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,0,0,148.0073144,148.1881233,164.9022915,165.9732793,-0.1278966,-0.1327995,1.558553006
13,10182024020253773,-0.9770931,3.052612,-5.503966,-0.9726911,2.924809,-5.459037,-0.9600725,2.530934,-5.337899,-0.9453198,1.991861,-5.190029,-0.9726911,2.924809,-5.459037,-0.9726911,2.924809,-5.459037,-0.9453198,1.991861,-5.190029,-0.9453198,1.991861,-5.190029,-0.6429993,2.844368,-5.338332,-0.4737914,2.466166,-5.09648,-0.3657085,2.015383,-4.95262,-0.3546363,1.870711,-4.884061,-0.3657085,2.015383,-4.95262,-1.30274,2.802252,-5.466508,-1.421296,2.361563,-5.315751,-1.484428,1.886703,-5.267052,-1.502181,1.744144,-5.241851,-1.484428,1.886703,-5.267052,-0.8147624,1.997372,-5.224766,-0.675945,1.362104,-5.138734,-0.7072323,0.696654,-4.804814,-1.071887,1.986942,-5.269537,-1.12575,1.343859,-5.217056,-1.109641,0.6803312,-4.874883,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,0,0,156.1718642,156.6219897,163.7632488,165.543564,-0.0671743,-0.0834971,1.543748023
14,10182024020254066,-1.078602,2.998686,-5.411799,-1.067873,2.874398,-5.358958,-1.035736,2.490987,-5.214254,-0.9939554,1.965005,-5.033225,-1.067873,2.874398,-5.358958,-1.067873,2.874398,-5.358958,-0.9939554,1.965005,-5.033225,-0.9939554,1.965005,-5.033225,-0.7478642,2.822739,-5.265602,-0.5510043,2.458891,-5.02914,-0.4258346,2.012887,-4.892565,-0.4026121,1.866114,-4.842011,-0.4258346,2.012887,-4.892565,-1.388212,2.748151,-5.341659,-1.484817,2.320891,-5.140437,-1.511422,1.840849,-5.07147,-1.519057,1.706843,-5.061354,-1.511422,1.840849,-5.07147,-0.8617235,1.978711,-5.074109,-0.6693389,1.349474,-5.059045,-0.6188899,0.6587497,-4.743348,-1.120943,1.95317,-5.106916,-1.151094,1.302007,-5.120016,-1.110154,0.6103458,-4.805523,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,0,0,153.7004285,153.7728142,162.2847331,161.1311267,-0.1050786,-0.1534825,1.560194343
15,10182024020254414,-1.011862,2.9146,-5.187809,-1.004551,2.79026,-5.155521,-0.9811741,2.410442,-5.067891,-0.9448377,1.895016,-4.946753,-1.004551,2.79026,-5.155521,-1.004551,2.79026,-5.155521,-0.9448377,1.895016,-4.946753,-0.9448377,1.895016,-4.946753,-0.6895463,2.736784,-5.072852,-0.4582425,2.366558,-4.886603,-0.338847,1.913284,-4.818246,-0.322926,1.781421,-4.809665,-0.338847,1.913284,-4.818246,-1.333218,2.68577,-5.127166,-1.433538,2.261356,-4.943784,-1.473605,1.793507,-4.921434,-1.476649,1.699498,-4.94243,-1.473605,1.793507,-4.921434,-0.8083965,1.906635,-4.988977,-0.5970922,1.268097,-5.083277,-0.5668731,0.5869865,-4.764206,-1.077831,1.887338,-5.019049,-1.133853,1.229654,-5.143184,-1.101848,0.548672,-4.823914,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,0,0,143.5460273,143.502593,157.8045779,158.3287397,-0.1768418,-0.2151563,1.575995933
16,10182024020254748,-0.8651234,2.885739,-4.950888,-0.8729286,2.759958,-4.94114,-0.8948146,2.37562,-4.923581,-0.9127973,1.860223,-4.894354,-0.8729286,2.759958,-4.94114,-0.8729286,2.759958,-4.94114,-0.9127973,1.860223,-4.894354,-0.9127973,1.860223,-4.894354,-0.5380322,2.659691,-4.835534,-0.3138632,2.26327,-4.691991,-0.2770549,1.876208,-4.743774,-0.2902937,1.751801,-4.779777,-0.2770549,1.876208,-4.743774,-1.202706,2.671872,-4.90849,-1.353103,2.227868,-4.801817,-1.433713,1.809072,-4.86473,-1.444001,1.72828,-4.899736,-1.433713,1.809072,-4.86473,-0.769742,1.857263,-4.933843,-0.6209758,1.298219,-5.312618,-0.6383388,0.5751461,-5.379973,-1.051451,1.863663,-4.967223,-1.12938,1.309769,-5.372861,-1.136869,0.5864712,-5.439045,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,0,0,148.2573411,148.5304413,145.4475719,157.411741,-0.1886822,-0.1773571,1.573982864
17,10182024020255056,-0.8198181,2.882226,-4.82323,-0.8285108,2.756458,-4.823936,-0.855745,2.37177,-4.838106,-0.8908527,1.850672,-4.860221,-0.8285108,2.756458,-4.823936,-0.8285108,2.756458,-4.823936,-0.8908527,1.850672,-4.860221,-0.8908527,1.850672,-4.860221,-0.4921738,2.631052,-4.73576,-0.2680064,2.224707,-4.608394,-0.2527449,1.865788,-4.703085,-0.2752399,1.743918,-4.764016,-0.2527449,1.865788,-4.703085,-1.154166,2.666592,-4.790115,-1.315591,2.210642,-4.731156,-1.413928,1.837607,-4.854054,-1.427155,1.755204,-4.900988,-1.413928,1.837607,-4.854054,-0.748083,1.838282,-4.903119,-0.5604803,1.605733,-5.568232,-0.577717,1.265831,-6.06349,-1.029296,1.867525,-4.928238,-1.119293,1.663843,-5.618146,-1.061973,1.316188,-6.106745,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,0,0,0,157.6389864,157.2527401,140.1235897,154.9407895,0.5020027,0.5523597,1.482515691
18,10182024020255401,-0.8236834,2.880162,-4.753671,-0.8270653,2.755766,-4.757684,-0.8431308,2.374392,-4.783187,-0.8665799,1.858151,-4.82333,-0.8270653,2.755766,-4.757684,-0.8270653,2.755766,-4.757684,-0.8665799,1.858151,-4.82333,-0.8665799,1.858151,-4.82333,-0.4895116,2.625942,-4.684839,-0.2552671,2.216385,-4.577886,-0.2434395,1.869118,-4.686566,-0.269173,1.75003,-4.758919,-0.2434395,1.869118,-4.686566,-1.156926,2.655082,-4.721411,-1.305045,2.225168,-4.680597,-1.40047,1.88701,-4.829276,-1.432126,1.804371,-4.873468,-1.40047,1.88701,-4.829276,-0.7204387,1.846076,-4.870333,-0.4980871,1.96304,-5.477654,-0.5528455,1.613295,-6.004277,-1.01034,1.875487,-4.889101,-1.128718,2.02702,-5.518481,-1.038682,1.662584,-6.03573,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,0,0,0,129.7623366,128.123933,139.2213641,151.7561273,0.8494667,0.8987557,1.456252059
19,10182024020255715,-0.8255724,2.877118,-4.714615,-0.8282145,2.754076,-4.719648,-0.8399453,2.376886,-4.748507,-0.8563913,1.864749,-4.796259,-0.8282145,2.754076,-4.719648,-0.8282145,2.754076,-4.719648,-0.8563913,1.864749,-4.796259,-0.8563913,1.864749,-4.796259,-0.4936649,2.62547,-4.666225,-0.2456583,2.222083,-4.571485,-0.2383555,1.876513,-4.683142,-0.2666253,1.758516,-4.757823,-0.2383555,1.876513,-4.683142,-1.162254,2.645198,-4.672312,-1.294209,2.254545,-4.645381,-1.394558,1.933373,-4.809014,-1.433779,1.837636,-4.854719,-1.394558,1.933373,-4.809014,-0.7079077,1.852789,-4.850472,-0.4572154,1.893066,-5.502357,-0.3747517,1.491765,-6.181117,-1.004647,1.882563,-4.850607,-1.241621,1.971771,-5.502714,-1.34062,1.588679,-6.181556,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,0,0,0,143.6964235,141.801827,138.1348944,150.3021143,0.7279367,0.8248507,1.650926884
20,10182024020256051,-0.8293334,2.877025,-4.693556,-0.8323311,2.754893,-4.699371,-0.8430523,2.380472,-4.730678,-0.8579795,1.870937,-4.783678,-0.8323311,2.754893,-4.699371,-0.8323311,2.754893,-4.699371,-0.8579795,1.870937,-4.783678,-0.8579795,1.870937,-4.783678,-0.4959535,2.626303,-4.654167,-0.242259,2.224663,-4.569069,-0.236728,1.88054,-4.684012,-0.268399,1.761853,-4.759784,-0.236728,1.88054,-4.684012,-1.166125,2.639307,-4.646787,-1.295389,2.24387,-4.63648,-1.392781,1.932582,-4.803374,-1.438389,1.849955,-4.843063,-1.392781,1.932582,-4.803374,-0.709691,1.85951,-4.844814,-0.5502701,1.672864,-5.526621,-0.5486648,1.092121,-5.717676,-1.007144,1.888522,-4.832098,-1.225447,1.738718,-5.497757,-1.270092,1.162486,-5.686835,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,0,0,0,122.634369,120.6267758,137.8518867,151.4741797,0.3282927,0.3986577,1.496814567
21,10182024020256393,-0.8419512,2.881862,-4.694496,-0.8447582,2.760002,-4.699359,-0.8535603,2.386585,-4.728653,-0.8665076,1.877807,-4.782664,-0.8447582,2.760002,-4.699359,-0.8447582,2.760002,-4.699359,-0.8665076,1.877807,-4.782664,-0.8665076,1.877807,-4.782664,-0.5082052,2.632741,-4.666107,-0.2495026,2.232522,-4.580475,-0.239336,1.883281,-4.687987,-0.2712379,1.764215,-4.763197,-0.239336,1.883281,-4.687987,-1.174655,2.636766,-4.648304,-1.299322,2.233509,-4.636967,-1.396367,1.926379,-4.803011,-1.441905,1.84071,-4.841227,-1.396367,1.926379,-4.803011,-0.7183788,1.867157,-4.849998,-0.5851979,1.819192,-5.567236,-0.4908495,1.417463,-6.280014,-1.015359,1.894077,-4.827842,-1.250381,1.879488,-5.517611,-1.452746,1.504655,-6.208253,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,0,0,0,154.411525,153.5276031,138.8105288,151.1878858,0.6536347,0.7408267,1.717750104
22,10182024020256734,-0.8463969,2.880857,-4.700579,-0.8478202,2.759224,-4.703761,-0.8488362,2.385753,-4.728838,-0.8378332,1.875552,-4.773646,-0.8478202,2.759224,-4.703761,-0.8478202,2.759224,-4.703761,-0.8378332,1.875552,-4.773646,-0.8378332,1.875552,-4.773646,-0.5119431,2.634111,-4.673158,-0.2514874,2.23516,-4.58497,-0.240815,1.884016,-4.691308,-0.2697198,1.774419,-4.759558,-0.240815,1.884016,-4.691308,-1.178195,2.635432,-4.653459,-1.294551,2.241545,-4.633899,-1.399651,1.931026,-4.790282,-1.443579,1.840346,-4.830027,-1.399651,1.931026,-4.790282,-0.6877569,1.8696,-4.840565,-0.5171614,1.944413,-5.533022,-0.375405,1.564797,-6.24017,-0.9869413,1.885964,-4.820591,-1.251035,1.984552,-5.484028,-1.456012,1.623901,-6.168029,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,0,0,0,146.1644775,145.0011461,138.6416178,151.687158,0.8009687,0.8600727,1.696525063
23,10182024020257054,-0.8416405,2.876825,-4.698782,-0.8440398,2.756171,-4.702724,-0.8450981,2.384464,-4.72752,-0.8435039,1.876667,-4.776945,-0.8440398,2.756171,-4.702724,-0.8440398,2.756171,-4.702724,-0.8435039,1.876667,-4.776945,-0.8435039,1.876667,-4.776945,-0.5021421,2.628639,-4.664468,-0.2461467,2.228764,-4.579079,-0.2408031,1.883018,-4.692548,-0.2718461,1.77183,-4.761663,-0.2408031,1.883018,-4.692548,-1.173172,2.632217,-4.64669,-1.290288,2.242696,-4.632474,-1.392815,1.927959,-4.788741,-1.440046,1.843317,-4.824987,-1.392815,1.927959,-4.788741,-0.6929079,1.868735,-4.843927,-0.523816,1.696785,-5.530237,-0.4865245,0.9926637,-5.580188,-0.9935604,1.889063,-4.824809,-1.242591,1.745384,-5.48453,-1.273171,1.045852,-5.530166,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,0,0,0,108.3236668,105.887066,137.7392191,152.6975855,0.2288354,0.2820237,1.599334093
24,10182024020257387,-0.840344,2.875453,-4.697469,-0.8430614,2.755146,-4.701761,-0.8443687,2.384264,-4.726829,-0.8513675,1.878622,-4.780925,-0.8430614,2.755146,-4.701761,-0.8430614,2.755146,-4.701761,-0.8513675,1.878622,-4.780925,-0.8513675,1.878622,-4.780925,-0.4972042,2.625546,-4.657539,-0.2459202,2.222607,-4.571195,-0.2418882,1.881106,-4.692734,-0.2755004,1.767701,-4.764789,-0.2418882,1.881106,-4.692734,-1.17153,2.632777,-4.64652,-1.293907,2.224923,-4.639386,-1.38787,1.90914,-4.801891,-1.429816,1.805602,-4.870447,-1.38787,1.90914,-4.801891,-0.7028455,1.868093,-4.848988,-0.6743278,1.59134,-5.520304,-0.7703577,1.023316,-5.636138,-0.9993113,1.893095,-4.827988,-1.1227,1.629152,-5.488544,-1.050128,1.04691,-5.616321,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,0,0,0,122.9453862,121.9048262,137.0771608,152.785648,0.2594877,0.2830817,1.478380665
25,10182024020257729,-0.8398324,2.874649,-4.69621,-0.8424323,2.754595,-4.701087,-0.8424702,2.38469,-4.728038,-0.836839,1.883977,-4.792687,-0.8424323,2.754595,-4.701087,-0.8424323,2.754595,-4.701087,-0.836839,1.883977,-4.792687,-0.836839,1.883977,-4.792687,-0.4958842,2.625226,-4.647069,-0.2544822,2.218244,-4.552356,-0.2444116,1.880781,-4.69121,-0.2785074,1.7645,-4.766211,-0.2444116,1.880781,-4.69121,-1.171632,2.633924,-4.646598,-1.299437,2.207352,-4.644934,-1.388433,1.892169,-4.809318,-1.421759,1.790644,-4.881649,-1.388433,1.892169,-4.809318,-0.6904494,1.872502,-4.861313,-0.7521691,1.861277,-5.567289,-0.8383521,1.43513,-5.968251,-0.9823468,1.899035,-4.839161,-1.015527,1.885216,-5.547303,-0.9628918,1.44645,-5.9588,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,0,0,0,134.3775914,133.6839479,135.9523924,153.1183325,0.6713017,0.6826217,1.466377597
26,10182024020258056,-0.8420456,2.873367,-4.693389,-0.8426417,2.754036,-4.699891,-0.8394235,2.385301,-4.729403,-0.8200122,1.888541,-4.797298,-0.8426417,2.754036,-4.699891,-0.8426417,2.754036,-4.699891,-0.8200122,1.888541,-4.797298,-0.8200122,1.888541,-4.797298,-0.4984738,2.625672,-4.635212,-0.2621036,2.215422,-4.541527,-0.2468188,1.880551,-4.689249,-0.2766608,1.771588,-4.758914,-0.2468188,1.880551,-4.689249,-1.174643,2.635032,-4.648754,-1.308136,2.200233,-4.644971,-1.399544,1.879549,-4.813318,-1.425625,1.778145,-4.889724,-1.399544,1.879549,-4.813318,-0.6726649,1.878147,-4.864702,-0.7149937,1.930562,-5.571122,-0.7738361,1.544461,-5.990207,-0.967263,1.902591,-4.844368,-1.008947,1.954953,-5.550833,-0.9577543,1.559722,-5.977513,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,0,0,0,133.2046147,132.2558972,135.9858839,152.71358,0.7806327,0.7958937,1.448709107
27,10182024020258354,-0.8469774,2.870903,-4.679149,-0.8456447,2.752066,-4.689066,-0.8394576,2.385264,-4.727478,-0.8205118,1.889047,-4.797335,-0.8456447,2.752066,-4.689066,-0.8456447,2.752066,-4.689066,-0.8205118,1.889047,-4.797335,-0.8205118,1.889047,-4.797335,-0.5023519,2.625379,-4.620289,-0.2660252,2.213363,-4.535073,-0.24882,1.880141,-4.6876,-0.2781222,1.769472,-4.760082,-0.24882,1.880141,-4.6876,-1.179775,2.633412,-4.635363,-1.312908,2.195736,-4.639194,-1.400537,1.858909,-4.8163,-1.423589,1.767545,-4.894794,-1.400537,1.858909,-4.8163,-0.6744844,1.878606,-4.864139,-0.636378,1.750803,-5.565707,-0.6136318,1.235863,-5.863116,-0.9666135,1.90319,-4.84478,-1.06677,1.787023,-5.537185,-1.071964,1.274434,-5.832744,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,0,0,0,130.3817729,129.109802,136.4717652,153.4147342,0.4720347,0.5106057,1.470143388
28,10182024020258711,-0.8474885,2.869329,-4.663123,-0.8462098,2.750352,-4.67445,-0.8394375,2.38421,-4.718698,-0.8288859,1.884449,-4.78377,-0.8462098,2.750352,-4.67445,-0.8462098,2.750352,-4.67445,-0.8288859,1.884449,-4.78377,-0.8288859,1.884449,-4.78377,-0.5024161,2.623011,-4.608791,-0.2650549,2.210719,-4.528504,-0.2500787,1.879584,-4.685773,-0.2765737,1.77051,-4.758214,-0.2500787,1.879584,-4.685773,-1.177965,2.630355,-4.615869,-1.260045,2.283045,-4.68287,-1.280425,1.989938,-4.897908,-1.164462,2.000472,-5.657556,-1.280425,1.989938,-4.897908,-0.6832676,1.872938,-4.847524,-0.4751059,1.866986,-5.514765,-0.2887079,1.480901,-6.181509,-0.9738549,1.899812,-4.833611,-1.230067,1.936807,-5.478619,-1.440695,1.58744,-6.126354,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,0,0,0,151.2941881,149.5893991,136.0565822,153.0769428,0.7170727,0.8236117,1.651049794
29,10182024020259030,-0.8371413,2.865757,-4.659966,-0.8357241,2.746146,-4.668609,-0.8282176,2.378449,-4.706389,-0.8184106,1.874839,-4.762836,-0.8357241,2.746146,-4.668609,-0.8357241,2.746146,-4.668609,-0.8184106,1.874839,-4.762836,-0.8184106,1.874839,-4.762836,-0.4956639,2.619145,-4.609616,-0.2497131,2.209887,-4.533261,-0.248826,1.87809,-4.684591,-0.2720468,1.775107,-4.753676,-0.248826,1.87809,-4.684591,-1.173035,2.628643,-4.606924,-1.255378,2.296082,-4.640754,-1.220628,1.978714,-4.794294,-1.349621,1.817198,-4.795464,-1.220628,1.978714,-4.794294,-0.6715659,1.864683,-4.825799,-0.4269935,1.963143,-5.394429,-0.2394072,1.644074,-6.155387,-0.9647581,1.889099,-4.813328,-1.253157,2.031943,-5.359286,-1.473095,1.74681,-6.102909,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,0,0,0,147.4699243,144.9537586,134.8917139,152.1907241,0.8802457,0.9829817,1.633071739
30,10182024020259383,-0.8241937,2.860168,-4.679372,-0.8257907,2.740502,-4.682854,-0.8260666,2.373178,-4.710164,-0.8321189,1.868628,-4.760755,-0.8257907,2.740502,-4.682854,-0.8257907,2.740502,-4.682854,-0.8321189,1.868628,-4.760755,-0.8321189,1.868628,-4.760755,-0.4875517,2.617165,-4.625347,-0.2367535,2.211107,-4.541936,-0.2441191,1.875907,-4.683358,-0.27049,1.771922,-4.755677,-0.2441191,1.875907,-4.683358,-1.161572,2.631759,-4.633015,-1.28381,2.230968,-4.65537,-1.405037,1.864301,-4.855678,-1.441577,1.798393,-4.884297,-1.405037,1.864301,-4.855678,-0.6849993,1.856876,-4.824841,-0.5722844,1.553899,-5.494751,-0.5751668,0.8061112,-5.563602,-0.9795126,1.884435,-4.812275,-1.146127,1.607597,-5.470267,-1.16074,0.8609067,-5.538619,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,0,0,0,119.1826161,117.5324305,133.9985608,155.6056567,0.0422829,0.0970784,1.655685171
31,10182024020259707,-0.8318248,2.920211,-5.073627,-0.8369443,2.786796,-5.033717,-0.8504262,2.379926,-4.931696,-0.8546396,1.848949,-4.829366,-0.8369443,2.786796,-5.033717,-0.8369443,2.786796,-5.033717,-0.8546396,1.848949,-4.829366,-0.8546396,1.848949,-4.829366,-0.4963277,2.624673,-4.819606,-0.2630754,2.237147,-4.634636,-0.2466139,1.876363,-4.693063,-0.2734704,1.766945,-4.763144,-0.2466139,1.876363,-4.693063,-1.16969,2.646948,-4.880473,-1.321138,2.19859,-4.735531,-1.429191,1.821102,-4.858814,-1.447588,1.73767,-4.880848,-1.429191,1.821102,-4.858814,-0.7076018,1.837165,-4.876299,-0.5709317,1.237393,-5.329773,-0.6326665,0.4577616,-5.062004,-1.000439,1.865989,-4.897882,-1.079121,1.287414,-5.367228,-1.042867,0.4981377,-5.092237,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,0,0,122.3176471,121.207623,137.9927572,145.4387564,-0.3060667,-0.2656906,1.747739717
32,10182024020300041,-0.8419402,2.878626,-5.485818,-0.8518738,2.74959,-5.398461,-0.8801607,2.352864,-5.15252,-0.904955,1.817369,-4.86464,-0.8518738,2.74959,-5.398461,-0.8518738,2.74959,-5.398461,-0.904955,1.817369,-4.86464,-0.904955,1.817369,-4.86464,-0.537397,2.589779,-5.14391,-0.3227063,2.264396,-4.8624,-0.2893116,1.804216,-4.785326,-0.2976685,1.699994,-4.809075,-0.2893116,1.804216,-4.785326,-1.174361,2.612941,-5.27622,-1.34341,2.217927,-5.037024,-1.433674,1.756661,-4.974587,-1.444615,1.647956,-4.985123,-1.433674,1.756661,-4.974587,-0.7458593,1.811778,-4.89819,-0.5932351,1.295936,-5.191337,-0.6954079,0.5742458,-4.933858,-1.062765,1.828286,-4.946534,-1.115799,1.323158,-5.271054,-1.053051,0.5928762,-4.988417,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,0,0,126.4257281,125.3337135,142.5630491,155.6360471,-0.1895825,-0.1709521,1.56643367
