GlobalID,EntryID,Skeleton0_X,Skeleton0_Y,Skeleton0_Z,Skeleton1_X,Skeleton1_Y,Skeleton1_Z,Skeleton2_X,Skeleton2_Y,Skeleton2_Z,Skeleton3_X,Skeleton3_Y,Skeleton3_Z,Skeleton4_X,Skeleton4_Y,Skeleton4_Z,Skeleton5_X,Skeleton5_Y,Skeleton5_Z,Skeleton6_X,Skeleton6_Y,Skeleton6_Z,Skeleton7_X,Skeleton7_Y,Skeleton7_Z,Skeleton8_X,Skeleton8_Y,Skeleton8_Z,Skeleton9_X,Skeleton9_Y,Skeleton9_Z,Skeleton10_X,Skeleton10_Y,Skeleton10_Z,Skeleton11_X,Skeleton11_Y,Skeleton11_Z,Skeleton12_X,Skeleton12_Y,Skeleton12_Z,Skeleton13_X,Skeleton13_Y,Skeleton13_Z,Skeleton14_X,Skeleton14_Y,Skeleton14_Z,Skeleton15_X,Skeleton15_Y,Skeleton15_Z,Skeleton16_X,Skeleton16_Y,Skeleton16_Z,Skeleton17_X,Skeleton17_Y,Skeleton17_Z,Skeleton18_X,Skeleton18_Y,Skeleton18_Z,Skeleton19_X,Skeleton19_Y,Skeleton19_Z,Skeleton20_X,Skeleton20_Y,Skeleton20_Z,Skeleton21_X,Skeleton21_Y,Skeleton21_Z,Skeleton22_X,Skeleton22_Y,Skeleton22_Z,Skeleton23_X,Skeleton23_Y,Skeleton23_Z,BubbleGen1_X,BubbleGen1_Y,BubbleGen1_Z,BubbleGen2_X,BubbleGen2_Y,BubbleGen2_Z,BubbleGen3_X,BubbleGen3_Y,BubbleGen3_Z,BubbleGen6_X,BubbleGen6_Y,BubbleGen6_Z,BubbleGen7_X,BubbleGen7_Y,BubbleGen7_Z,BubbleGen8_X,BubbleGen8_Y,BubbleGen8_Z,Floor_X,Floor_Y,Floor_Z,Spatial,Temporal,Spatial_2_b,Temporal_2_b,Spatial_2,Temporal_2,RightKneeAngle,LeftKneeAngle,RightElbowAngle,LeftElbowAngle,RightFootDistanceFromFloor,LeftFootDistanceFromFloor,Total_reach,Spatial_1,Temporal_1
139,12182024021046627,-0.7780313,3.374862,-5.876039,-0.7755922,3.257167,-5.840585,-0.7687343,2.891889,-5.748697,-0.7575622,2.386619,-5.648226,-0.7755922,3.257167,-5.840585,-0.7755922,3.257167,-5.840585,-0.7575622,2.386619,-5.648226,-0.7575622,2.386619,-5.648226,-0.4271093,3.168968,-5.816012,-0.28302,2.703521,-5.706948,-0.4115522,2.447651,-6.045708,-0.5217521,2.342687,-6.240105,-0.4115522,2.447651,-6.045708,-1.117724,3.168079,-5.864436,-1.275568,2.743323,-5.75677,-1.043608,2.437079,-6.112813,-0.9524488,2.373365,-6.149819,-1.043608,2.437079,-6.112813,-0.6017109,2.385915,-5.701144,-0.2713414,2.008053,-6.193933,-0.3504247,1.157272,-6.014627,-0.9186941,2.378731,-5.719012,-1.156178,1.988001,-6.24381,-1.041311,1.141615,-6.053572,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,0,1,1,0,109.6979084,109.5273002,106.6961119,103.0611028,0.3934437,0.3777867,1.747292268,1,0
140,12182024021046952,-0.7831515,3.366434,-5.896425,-0.7787385,3.249476,-5.860785,-0.7665161,2.886769,-5.768726,-0.7495569,2.385719,-5.668747,-0.7787385,3.249476,-5.860785,-0.7787385,3.249476,-5.860785,-0.7495569,2.385719,-5.668747,-0.7495569,2.385719,-5.668747,-0.4301626,3.162096,-5.835962,-0.3092531,2.707284,-5.743258,-0.5081548,2.42596,-6.034348,-0.6075303,2.330293,-6.131262,-0.5081548,2.42596,-6.034348,-1.122217,3.15678,-5.884532,-1.241249,2.736964,-5.799072,-1.0142,2.400606,-6.033086,-0.9028023,2.342848,-6.076785,-1.0142,2.400606,-6.033086,-0.5900054,2.386419,-5.722336,-0.258104,1.973347,-6.211164,-0.2461215,1.09915,-6.127026,-0.9148149,2.376398,-5.738678,-1.149989,1.945831,-6.256038,-1.094318,1.072981,-6.169702,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,0,1,1,0,120.7711114,120.5024078,110.8255407,116.8818174,0.3353217,0.3091527,1.771552485,1,0
141,12182024021047269,-0.7874517,3.361979,-5.906396,-0.7818267,3.245367,-5.870854,-0.7662667,2.884032,-5.778887,-0.7458375,2.385149,-5.678257,-0.7818267,3.245367,-5.870854,-0.7818267,3.245367,-5.870854,-0.7458375,2.385149,-5.678257,-0.7458375,2.385149,-5.678257,-0.434066,3.158492,-5.849154,-0.3167035,2.707298,-5.761677,-0.5153504,2.420865,-6.016357,-0.5973019,2.322754,-6.083745,-0.5153504,2.420865,-6.016357,-1.126383,3.149462,-5.894966,-1.230682,2.7303,-5.816545,-1.01816,2.375966,-6.025581,-0.9165003,2.308963,-6.063426,-1.01816,2.375966,-6.025581,-0.5845538,2.386612,-5.73214,-0.2465097,1.958647,-6.220173,-0.2017591,1.085244,-6.171394,-0.9130574,2.374989,-5.747917,-1.150032,1.926678,-6.263568,-1.111734,1.053047,-6.215099,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,0,1,1,0,124.7196627,124.3715765,114.1087669,122.7483706,0.3214157,0.2892187,1.780458137,1,0
142,12182024021047620,-0.7904429,3.359312,-5.912038,-0.7841084,3.242897,-5.876575,-0.7664924,2.882413,-5.78463,-0.743816,2.3848,-5.683372,-0.7841084,3.242897,-5.876575,-0.7841084,3.242897,-5.876575,-0.743816,2.3848,-5.683372,-0.743816,2.3848,-5.683372,-0.4371039,3.156556,-5.857525,-0.3195901,2.706113,-5.772961,-0.5127888,2.415244,-6.008947,-0.5841261,2.346655,-6.051889,-0.5127888,2.415244,-6.008947,-1.129105,3.145404,-5.900594,-1.227417,2.724894,-5.82548,-1.004871,2.373694,-6.036656,-0.9080553,2.277991,-6.077009,-1.004871,2.373694,-6.036656,-0.5816007,2.386732,-5.73752,-0.24085,1.952166,-6.224197,-0.2084464,1.092753,-6.144591,-0.9121126,2.374169,-5.75281,-1.14961,1.917624,-6.266236,-1.095583,1.059032,-6.18563,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,0,1,1,0,122.9479472,122.5303651,116.3033236,122.5377772,0.3289247,0.2952037,1.773368952,1,0
143,12182024021047910,-0.7923619,3.356947,-5.91633,-0.7856534,3.240727,-5.880826,-0.7667944,2.881056,-5.788614,-0.7426568,2.384629,-5.686577,-0.7856534,3.240727,-5.880826,-0.7856534,3.240727,-5.880826,-0.7426568,2.384629,-5.686577,-0.7426568,2.384629,-5.686577,-0.4389208,3.154958,-5.864137,-0.3189853,2.703519,-5.78143,-0.4971951,2.374304,-6.024329,-0.5751539,2.309952,-6.075737,-0.4971951,2.374304,-6.024329,-1.130543,3.142651,-5.904754,-1.226981,2.720659,-5.830944,-1.030857,2.375274,-6.032708,-0.9463153,2.306098,-6.064556,-1.030857,2.375274,-6.032708,-0.5800235,2.386878,-5.740847,-0.2377656,1.952211,-6.224977,-0.2175595,1.103183,-6.123043,-0.91155,2.37366,-5.755884,-1.149201,1.915871,-6.266318,-1.08097,1.068758,-6.162206,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,0,1,1,0,121.2917631,120.8319684,120.4115632,124.9064148,0.3393547,0.3049297,1.764765969,1,0
144,12182024021048278,-0.7923157,3.355112,-5.919851,-0.7857211,3.239084,-5.884098,-0.7667329,2.880098,-5.791303,-0.7421359,2.384679,-5.688255,-0.7857211,3.239084,-5.884098,-0.7857211,3.239084,-5.884098,-0.7421359,2.384679,-5.688255,-0.7421359,2.384679,-5.688255,-0.4392484,3.153373,-5.8701,-0.316032,2.700763,-5.786676,-0.503142,2.377989,-6.026381,-0.5790237,2.314631,-6.08113,-0.503142,2.377989,-6.026381,-1.130227,3.14078,-5.908733,-1.227044,2.718169,-5.834049,-1.006246,2.360949,-6.043064,-0.9183784,2.289643,-6.077223,-1.006246,2.360949,-6.043064,-0.579268,2.387035,-5.742582,-0.2373512,1.954052,-6.225548,-0.221768,1.106909,-6.118084,-0.9113644,2.373544,-5.757513,-1.148482,1.917038,-6.266511,-1.074509,1.072267,-6.156423,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,0,1,1,0,120.7535522,120.2842622,119.1886021,123.5242596,0.3430807,0.3084387,1.761982733,1,0
145,12182024021048570,-0.7884226,3.358349,-5.935909,-0.7826706,3.241453,-5.897148,-0.7654642,2.880819,-5.797334,-0.7416127,2.385427,-5.68957,-0.7826706,3.241453,-5.897148,-0.7826706,3.241453,-5.897148,-0.7416127,2.385427,-5.68957,-0.7416127,2.385427,-5.68957,-0.4385675,3.151704,-5.875531,-0.3127474,2.698072,-5.789959,-0.5092204,2.381358,-6.028256,-0.5892626,2.301265,-6.097558,-0.5092204,2.381358,-6.028256,-1.12858,3.139454,-5.913081,-1.227141,2.716566,-5.83599,-1.037403,2.376013,-6.033755,-0.9324958,2.292304,-6.075747,-1.037403,2.376013,-6.033755,-0.5778621,2.387947,-5.743992,-0.2394844,1.956451,-6.225077,-0.2322882,1.110117,-6.112802,-0.9116697,2.374395,-5.75882,-1.147263,1.919597,-6.2654,-1.06739,1.076213,-6.149897,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,0,1,1,0,120.23467,119.8146864,117.7518922,124.8165411,0.3462887,0.3123847,1.759337694,1,0
146,12182024021048907,-0.7835097,3.368295,-5.952241,-0.7786467,3.250316,-5.912586,-0.7636773,2.887129,-5.809314,-0.7425158,2.388297,-5.692601,-0.7786467,3.250316,-5.912586,-0.7786467,3.250316,-5.912586,-0.7425158,2.388297,-5.692601,-0.7425158,2.388297,-5.692601,-0.4378682,3.151149,-5.87828,-0.3108313,2.696464,-5.791774,-0.509171,2.390834,-6.025481,-0.5854624,2.325732,-6.082319,-0.509171,2.390834,-6.025481,-1.126672,3.139719,-5.915552,-1.227225,2.715852,-5.837148,-0.991938,2.348615,-6.054316,-0.9130337,2.304599,-6.078881,-0.991938,2.348615,-6.054316,-0.5768095,2.39004,-5.746395,-0.2650489,1.907505,-6.289453,-0.2221299,1.136506,-6.719652,-0.9152562,2.378505,-5.762652,-1.113841,1.878575,-6.330224,-1.038067,1.108695,-6.758844,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,0,1,1,0,152.3592534,152.4391564,116.7629291,122.2171034,0.3726777,0.3448667,1.853052891,1,0
147,12182024021049261,-0.7795495,3.375936,-5.962968,-0.7759164,3.257052,-5.923298,-0.7640392,2.891621,-5.820056,-0.7482712,2.390063,-5.701052,-0.7759164,3.257052,-5.923298,-0.7759164,3.257052,-5.923298,-0.7482712,2.390063,-5.701052,-0.7482712,2.390063,-5.701052,-0.4362647,3.152877,-5.877306,-0.3096373,2.696091,-5.792183,-0.5032269,2.403548,-6.017847,-0.5830772,2.341101,-6.078364,-0.5032269,2.403548,-6.017847,-1.12366,3.144115,-5.913515,-1.226953,2.717197,-5.837196,-1.056989,2.373677,-6.028773,-0.9523739,2.343649,-6.068225,-1.056989,2.373677,-6.028773,-0.5794401,2.391078,-5.751859,-0.2913717,1.923786,-6.435615,-0.1243246,1.449635,-7.084404,-0.9247561,2.380428,-5.774512,-1.066782,1.899872,-6.486484,-1.108463,1.419283,-7.148965,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,0,1,1,0,172.3622087,173.2457313,116.5875965,126.8187115,0.6858067,0.6554547,1.881545487,1,0
148,12182024021049571,-0.7784309,3.376526,-5.899702,-0.7780066,3.257153,-5.87918,-0.7756862,2.888799,-5.815208,-0.7956491,2.370473,-5.743855,-0.7780066,3.257153,-5.87918,-0.7780066,3.257153,-5.87918,-0.7956491,2.370473,-5.743855,-0.7956491,2.370473,-5.743855,-0.4310801,3.161769,-5.848701,-0.3082545,2.700943,-5.783488,-0.4986134,2.421472,-6.006668,-0.5864547,2.341944,-6.079585,-0.4986134,2.421472,-6.006668,-1.120673,3.155457,-5.886671,-1.225947,2.725889,-5.823794,-1.062016,2.384834,-6.020625,-0.9534692,2.354708,-6.064419,-1.062016,2.384834,-6.020625,-0.6603878,2.354996,-5.800337,-0.5191368,1.883423,-6.498885,-0.4652519,1.41806,-7.092422,-0.944581,2.374378,-5.811443,-1.051335,1.919719,-6.519684,-1.095591,1.461049,-7.117056,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,0,1,1,0,173.2306567,173.838718,117.7657425,127.8326041,0.6542317,0.6972207,1.766405316,1,0
149,12182024021049906,-0.7836028,3.381534,-5.843281,-0.7838041,3.259658,-5.832951,-0.7851303,2.884461,-5.802827,-0.7942266,2.364144,-5.767716,-0.7838041,3.259658,-5.832951,-0.7838041,3.259658,-5.832951,-0.7942266,2.364144,-5.767716,-0.7942266,2.364144,-5.767716,-0.4322031,3.17081,-5.814105,-0.3072315,2.704995,-5.774536,-0.4966975,2.428452,-6.000389,-0.5857369,2.34292,-6.076504,-0.4966975,2.428452,-6.000389,-1.123744,3.168019,-5.847374,-1.226744,2.731557,-5.805458,-1.031533,2.400514,-6.02716,-0.9352543,2.364395,-6.058205,-1.031533,2.400514,-6.02716,-0.6585199,2.355738,-5.820204,-0.4511132,1.865899,-6.469903,-0.393907,1.30358,-6.907882,-0.9362171,2.363781,-5.840623,-1.044834,1.883096,-6.513558,-1.052416,1.322654,-6.956301,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,0,1,1,0,162.2591977,162.4913915,119.4615439,125.1639472,0.5397517,0.5588257,1.707964112,1,0
150,12182024021050250,-0.7866924,3.385383,-5.814206,-0.7858958,3.26275,-5.807134,-0.7856182,2.884401,-5.79366,-0.7834179,2.364433,-5.77836,-0.7858958,3.26275,-5.807134,-0.7858958,3.26275,-5.807134,-0.7834179,2.364433,-5.77836,-0.7834179,2.364433,-5.77836,-0.4346298,3.174789,-5.793088,-0.3072515,2.707335,-5.768382,-0.49604,2.43071,-5.996141,-0.5854475,2.341628,-6.072898,-0.49604,2.43071,-5.996141,-1.127128,3.172612,-5.820918,-1.227798,2.73393,-5.790452,-0.9840745,2.425365,-6.039331,-0.8911182,2.328352,-6.085222,-0.9840745,2.425365,-6.039331,-0.6447741,2.361035,-5.828984,-0.4313729,1.825483,-6.420663,-0.3886053,1.132654,-6.728479,-0.9259904,2.360809,-5.851952,-1.0197,1.825009,-6.468712,-1.002932,1.132159,-6.778652,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,0,1,1,0,153.6889413,153.9320727,120.4701825,119.4593733,0.3688257,0.3683307,1.742034413,1,0
151,12182024021050554,-0.7879403,3.387139,-5.797976,-0.7865535,3.264285,-5.792095,-0.7834964,2.885422,-5.784633,-0.7748356,2.366556,-5.780879,-0.7865535,3.264285,-5.792095,-0.7865535,3.264285,-5.792095,-0.7748356,2.366556,-5.780879,-0.7748356,2.366556,-5.780879,-0.4354664,3.176107,-5.779605,-0.3071544,2.707932,-5.763108,-0.4951341,2.431368,-5.992937,-0.5861593,2.358621,-6.050067,-0.4951341,2.431368,-5.992937,-1.128307,3.173903,-5.806248,-1.228086,2.734206,-5.78103,-1.027867,2.399034,-6.031397,-0.9289205,2.350691,-6.063161,-1.027867,2.399034,-6.031397,-0.636202,2.364619,-5.831444,-0.394829,1.849763,-6.306973,-0.3110391,0.9828661,-6.324812,-0.9169782,2.361678,-5.85332,-1.05097,1.842889,-6.358096,-1.101227,0.9745885,-6.386378,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,0,1,1,0,137.3630444,137.3914256,121.0206374,125.3181221,0.2190378,0.2107602,1.76596042,1,0
152,12182024021050908,-0.788121,3.38667,-5.791708,-0.7864903,3.264418,-5.785152,-0.7815502,2.885889,-5.77964,-0.7690114,2.368583,-5.77919,-0.7864903,3.264418,-5.785152,-0.7864903,3.264418,-5.785152,-0.7690114,2.368583,-5.77919,-0.7690114,2.368583,-5.77919,-0.4354945,3.175978,-5.772834,-0.3069783,2.706339,-5.759248,-0.4925183,2.429805,-5.991075,-0.5801899,2.366764,-6.036189,-0.4925183,2.429805,-5.991075,-1.127931,3.171664,-5.800079,-1.227744,2.732443,-5.77765,-1.031447,2.404194,-6.021387,-0.945798,2.318034,-6.075093,-1.031447,2.404194,-6.021387,-0.6313481,2.366778,-5.830324,-0.3660074,1.888271,-6.230523,-0.3669741,1.024119,-6.034415,-0.9104681,2.363354,-5.85035,-1.08001,1.879512,-6.28175,-1.065273,1.015554,-6.084515,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,0,1,1,0,123.8689159,123.8082072,121.3669747,125.6178877,0.2602907,0.2517257,1.714781358,1,0
153,12182024021051223,-0.7891841,3.385674,-5.788563,-0.7868141,3.264023,-5.781409,-0.7803002,2.886249,-5.776331,-0.7657657,2.370025,-5.776884,-0.7868141,3.264023,-5.781409,-0.7868141,3.264023,-5.781409,-0.7657657,2.370025,-5.776884,-0.7657657,2.370025,-5.776884,-0.4367277,3.174056,-5.766591,-0.3075838,2.704144,-5.75456,-0.4877317,2.426886,-5.99048,-0.5580568,2.347317,-6.05685,-0.4877317,2.426886,-5.99048,-1.128253,3.167393,-5.798388,-1.226913,2.723534,-5.781048,-1.052139,2.379443,-6.020681,-0.9798229,2.301972,-6.072443,-1.052139,2.379443,-6.020681,-0.6290691,2.368144,-5.828015,-0.3023215,1.9125,-6.186806,-0.09728086,1.07585,-6.242627,-0.9064623,2.364747,-5.847568,-1.141229,1.902226,-6.245937,-1.289531,1.061249,-6.326663,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,0,1,1,0,144.5756571,144.3654657,121.7464427,129.4453692,0.3120217,0.2974207,1.674836305,1,0
154,12182024021051562,-0.7985956,3.388561,-5.76745,-0.7946731,3.266566,-5.756958,-0.7829622,2.887756,-5.73267,-0.7635477,2.365566,-5.708388,-0.7946731,3.266566,-5.756958,-0.7946731,3.266566,-5.756958,-0.7635477,2.365566,-5.708388,-0.7635477,2.365566,-5.708388,-0.4424278,3.172178,-5.74568,-0.3095983,2.708256,-5.736108,-0.4778805,2.429015,-5.983333,-0.5452379,2.339856,-6.06152,-0.4778805,2.429015,-5.983333,-1.133136,3.16257,-5.787349,-1.230159,2.716822,-5.774302,-1.075408,2.402581,-6.000673,-0.9900624,2.34492,-6.04274,-1.075408,2.402581,-6.000673,-0.6274384,2.364334,-5.761804,-0.211351,1.988614,-6.258368,0.2032102,1.425913,-6.860091,-0.9057811,2.358838,-5.777321,-1.221564,1.968669,-6.314686,-1.52264,1.39184,-6.956306,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,0,1,1,0,171.2784038,171.7014563,122.0599272,129.9057036,0.6620847,0.6280117,1.817393651,1,0
155,12182024021051879,-0.8014524,3.389608,-5.76062,-0.7972518,3.267306,-5.748439,-0.7845978,2.887175,-5.719844,-0.7663074,2.361929,-5.692629,-0.7972518,3.267306,-5.748439,-0.7972518,3.267306,-5.748439,-0.7663074,2.361929,-5.692629,-0.7663074,2.361929,-5.692629,-0.4435119,3.171859,-5.741769,-0.3079796,2.713288,-5.722516,-0.4728465,2.433187,-5.976677,-0.5415285,2.338839,-6.063197,-0.4728465,2.433187,-5.976677,-1.134064,3.162201,-5.785975,-1.234299,2.717319,-5.758633,-1.080021,2.419587,-5.988439,-0.9887372,2.358819,-6.035032,-1.080021,2.419587,-5.988439,-0.6345351,2.358993,-5.748018,-0.1913649,2.001935,-6.34879,0.2631357,1.541842,-7.027291,-0.9065949,2.355832,-5.76018,-1.255052,1.989577,-6.396338,-1.614584,1.520026,-7.111227,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,0,1,1,0,175.5256485,175.9782978,120.8346504,126.5915271,0.7780137,0.7561977,1.907854433,1,0
156,12182024021052243,-0.8049759,3.3909,-5.751331,-0.8003426,3.267904,-5.737961,-0.7868412,2.885532,-5.706738,-0.7701151,2.354157,-5.680532,-0.8003426,3.267904,-5.737961,-0.8003426,3.267904,-5.737961,-0.7701151,2.354157,-5.680532,-0.7701151,2.354157,-5.680532,-0.4451177,3.170969,-5.735588,-0.3064596,2.717908,-5.709529,-0.4675668,2.436822,-5.968874,-0.5426238,2.345088,-6.053913,-0.4675668,2.436822,-5.968874,-1.138389,3.161919,-5.770595,-1.237609,2.719172,-5.736087,-1.064849,2.415503,-5.990853,-0.9803277,2.371778,-6.030884,-1.064849,2.415503,-5.990853,-0.6438031,2.350676,-5.737786,-0.2553775,2.019387,-6.301141,-0.01855373,1.241059,-6.611661,-0.9055589,2.348204,-5.747026,-1.218789,2.01029,-6.33515,-1.382171,1.228182,-6.659798,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,0,1,1,0,142.4349427,141.8053665,119.9291917,123.4714735,0.4772307,0.4643537,1.769791873,1,0
157,12182024021052557,-0.8044825,3.388308,-5.757483,-0.7997528,3.264723,-5.742269,-0.7856153,2.880437,-5.709399,-0.767547,2.347967,-5.683499,-0.7997528,3.264723,-5.742269,-0.7997528,3.264723,-5.742269,-0.767547,2.347967,-5.683499,-0.767547,2.347967,-5.683499,-0.4452737,3.16909,-5.73834,-0.3069249,2.716192,-5.710562,-0.4659736,2.435104,-5.968517,-0.5384306,2.345929,-6.050104,-0.4659736,2.435104,-5.968517,-1.139136,3.160058,-5.76964,-1.236437,2.716178,-5.738511,-1.068437,2.404075,-5.995638,-0.9797533,2.366176,-6.033528,-1.068437,2.404075,-5.995638,-0.6428484,2.345967,-5.73861,-0.2607094,1.967223,-6.230558,-0.1561112,1.066218,-6.220078,-0.9005195,2.341073,-5.752481,-1.185301,1.949661,-6.28033,-1.224705,1.045921,-6.277602,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,0,1,1,0,124.6568633,124.1316601,120.0326469,124.9246177,0.3023897,0.2820927,1.772498989,1,0
158,12182024021052869,-0.7956398,3.376124,-5.798872,-0.7918972,3.253462,-5.778135,-0.7805786,2.873232,-5.731714,-0.7650095,2.345932,-5.691999,-0.7918972,3.253462,-5.778135,-0.7918972,3.253462,-5.778135,-0.7650095,2.345932,-5.691999,-0.7650095,2.345932,-5.691999,-0.4409896,3.162819,-5.76825,-0.3062344,2.706161,-5.732931,-0.4679784,2.427425,-5.978515,-0.5375524,2.339831,-6.056836,-0.4679784,2.427425,-5.978515,-1.133682,3.15266,-5.798887,-1.233002,2.713321,-5.761793,-1.071964,2.40116,-6.005413,-0.9722326,2.3401,-6.053972,-1.071964,2.40116,-6.005413,-0.6373699,2.344601,-5.74659,-0.2846292,1.952404,-6.210592,-0.3621254,1.094606,-6.011118,-0.900361,2.339674,-5.762325,-1.154167,1.936112,-6.262618,-1.042637,1.081856,-6.051834,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,0,1,1,0,110.403644,110.1347491,120.0326395,125.4726766,0.3307777,0.3180277,1.730643229,1,0
159,12182024021053217,-0.7878953,3.370909,-5.817955,-0.7852219,3.248441,-5.795877,-0.7766574,2.869865,-5.745045,-0.7635576,2.345857,-5.697948,-0.7852219,3.248441,-5.795877,-0.7852219,3.248441,-5.795877,-0.7635576,2.345857,-5.697948,-0.7635576,2.345857,-5.697948,-0.4356529,3.159219,-5.7881,-0.3055758,2.696158,-5.752629,-0.4792321,2.41543,-5.996886,-0.5613484,2.33848,-6.059154,-0.4792321,2.41543,-5.996886,-1.127944,3.151697,-5.813823,-1.229966,2.71647,-5.774814,-1.039257,2.41237,-6.021949,-0.9467082,2.33816,-6.065258,-1.039257,2.41237,-6.021949,-0.6330466,2.344651,-5.752942,-0.3808101,1.887496,-6.324193,-0.3961212,1.116218,-6.700157,-0.9010391,2.3402,-5.768347,-1.045757,1.876451,-6.362417,-0.9421927,1.107148,-6.731547,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,0,1,1,0,148.0443114,148.2751279,119.9056225,121.8714462,0.3523897,0.3433197,1.781516482,1,0
