GlobalID,EntryID,Skeleton0_X,Skeleton0_Y,Skeleton0_Z,Skeleton1_X,Skeleton1_Y,Skeleton1_Z,Skeleton2_X,Skeleton2_Y,Skeleton2_Z,Skeleton3_X,Skeleton3_Y,Skeleton3_Z,Skeleton4_X,Skeleton4_Y,Skeleton4_Z,Skeleton5_X,Skeleton5_Y,Skeleton5_Z,Skeleton6_X,Skeleton6_Y,Skeleton6_Z,Skeleton7_X,Skeleton7_Y,Skeleton7_Z,Skeleton8_X,Skeleton8_Y,Skeleton8_Z,Skeleton9_X,Skeleton9_Y,Skeleton9_Z,Skeleton10_X,Skeleton10_Y,Skeleton10_Z,Skeleton11_X,Skeleton11_Y,Skeleton11_Z,Skeleton12_X,Skeleton12_Y,Skeleton12_Z,Skeleton13_X,Skeleton13_Y,Skeleton13_Z,Skeleton14_X,Skeleton14_Y,Skeleton14_Z,Skeleton15_X,Skeleton15_Y,Skeleton15_Z,Skeleton16_X,Skeleton16_Y,Skeleton16_Z,Skeleton17_X,Skeleton17_Y,Skeleton17_Z,Skeleton18_X,Skeleton18_Y,Skeleton18_Z,Skeleton19_X,Skeleton19_Y,Skeleton19_Z,Skeleton20_X,Skeleton20_Y,Skeleton20_Z,Skeleton21_X,Skeleton21_Y,Skeleton21_Z,Skeleton22_X,Skeleton22_Y,Skeleton22_Z,Skeleton23_X,Skeleton23_Y,Skeleton23_Z,BubbleGen1_X,BubbleGen1_Y,BubbleGen1_Z,BubbleGen2_X,BubbleGen2_Y,BubbleGen2_Z,BubbleGen3_X,BubbleGen3_Y,BubbleGen3_Z,BubbleGen6_X,BubbleGen6_Y,BubbleGen6_Z,BubbleGen7_X,BubbleGen7_Y,BubbleGen7_Z,BubbleGen8_X,BubbleGen8_Y,BubbleGen8_Z,Floor_X,Floor_Y,Floor_Z,Spatial,Temporal,Spatial_1,Temporal_1,Spatial_2,Temporal_2,RightKneeAngle,LeftKneeAngle,RightElbowAngle,LeftElbowAngle,RightFootDistanceFromFloor,LeftFootDistanceFromFloor,Total_reach
1,10182024021231537,-0.6430261,2.556951,-3.511763,-0.6426889,2.419848,-3.476878,-0.6425745,1.993427,-3.388435,-0.6437635,1.40438,-3.291582,-0.6426889,2.419848,-3.476878,-0.6426889,2.419848,-3.476878,-0.6437635,1.40438,-3.291582,-0.6437635,1.40438,-3.291582,-0.3294667,2.353565,-3.476737,-0.2679389,2.036538,-3.401357,-0.4443949,1.877141,-3.616394,-0.6008597,1.900892,-3.759908,-0.4443949,1.877141,-3.616394,-0.9440438,2.341712,-3.474504,-1.004186,2.010731,-3.447249,-1.042789,1.680782,-3.436732,-1.036626,1.557921,-3.388068,-1.042789,1.680782,-3.436732,-0.5217596,1.415759,-3.35267,-0.4409755,0.6030377,-3.223422,-0.5523561,-0.1306987,-3.021587,-0.7718706,1.412809,-3.35926,-0.8459324,0.5982603,-3.234092,-0.7422033,-0.1329381,-3.026589,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,164.6974782,165.2741476,102.7513487,175.4123815,-0.894527,-0.8967664,1.739677957
2,10182024021232773,-0.7795038,2.995156,-6.324576,-0.7773556,2.858157,-6.291062,-0.7753714,2.432677,-6.20547,-0.7715905,1.843678,-6.11033,-0.7773556,2.858157,-6.291062,-0.7773556,2.858157,-6.291062,-0.7715905,1.843678,-6.11033,-0.7715905,1.843678,-6.11033,-0.4598225,2.798622,-6.286198,-0.4078046,2.491559,-6.179872,-0.5775424,2.317796,-6.418355,-0.7045859,2.338132,-6.574328,-0.5775424,2.317796,-6.418355,-1.075789,2.782733,-6.306162,-1.132077,2.449917,-6.28326,-1.170807,2.117743,-6.28182,-1.158911,1.900979,-6.252835,-1.170807,2.117743,-6.28182,-0.649157,1.855775,-6.162658,-0.5520127,1.024981,-6.041273,-0.6891959,0.3009529,-5.87688,-0.8988691,1.850709,-6.186196,-0.9649301,1.016603,-6.080195,-0.8299076,0.2980982,-5.890143,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,162.3584938,163.3984809,99.85304265,175.3208705,-0.4628754,-0.4657301,1.747126915
3,10182024021232864,-0.7793571,2.995449,-6.323645,-0.7772638,2.858284,-6.290219,-0.7751287,2.43261,-6.204808,-0.770628,1.843402,-6.109881,-0.7772638,2.858284,-6.290219,-0.7772638,2.858284,-6.290219,-0.770628,1.843402,-6.109881,-0.770628,1.843402,-6.109881,-0.4597583,2.798845,-6.285065,-0.4073546,2.491641,-6.179008,-0.5769833,2.320233,-6.417574,-0.7055346,2.33967,-6.575627,-0.5769833,2.320233,-6.417574,-1.075714,2.782681,-6.305834,-1.131596,2.449683,-6.283179,-1.170034,2.117422,-6.281903,-1.155499,1.938727,-6.245764,-1.170034,2.117422,-6.281903,-0.6483668,1.855635,-6.161906,-0.5486444,1.024985,-6.041553,-0.6852471,0.3002437,-5.878593,-0.8978837,1.850265,-6.186144,-0.9636885,1.016051,-6.08187,-0.827665,0.2971781,-5.892428,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,162.2481078,163.3201045,99.51867064,175.3460113,-0.4635846,-0.4666502,1.747550846
4,10182024021233038,-0.7780343,2.996377,-6.322266,-0.7763506,2.858793,-6.288994,-0.7744457,2.432501,-6.203956,-0.7692794,1.842922,-6.109456,-0.7763506,2.858793,-6.288994,-0.7763506,2.858793,-6.288994,-0.7692794,1.842922,-6.109456,-0.7692794,1.842922,-6.109456,-0.4596412,2.79898,-6.2837,-0.4059282,2.490479,-6.180744,-0.5759033,2.323721,-6.418165,-0.7079633,2.342008,-6.578241,-0.5759033,2.323721,-6.418165,-1.075511,2.782576,-6.305183,-1.130693,2.449409,-6.282397,-1.168652,2.117177,-6.280302,-1.153309,1.966402,-6.239909,-1.168652,2.117177,-6.280302,-0.6471508,1.855228,-6.161468,-0.545002,1.026165,-6.04434,-0.6789455,0.2984229,-5.882027,-0.8965638,1.849615,-6.186076,-0.9620245,1.016781,-6.085486,-0.8270668,0.2950896,-5.896641,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,162.276184,163.3697558,99.27844617,175.4640105,-0.4654054,-0.4687387,1.74825306
5,10182024021233258,-0.7760096,2.998023,-6.320496,-0.774844,2.859861,-6.287534,-0.7735118,2.432482,-6.203206,-0.7680149,1.842353,-6.109363,-0.774844,2.859861,-6.287534,-0.774844,2.859861,-6.287534,-0.7680149,1.842353,-6.109363,-0.7680149,1.842353,-6.109363,-0.4595088,2.798746,-6.282972,-0.404085,2.488491,-6.18472,-0.574536,2.326934,-6.4205,-0.7099086,2.344192,-6.581027,-0.574536,2.326934,-6.4205,-1.075147,2.782478,-6.304082,-1.129491,2.449275,-6.280687,-1.167131,2.11725,-6.277407,-1.151985,1.985381,-6.235421,-1.167131,2.11725,-6.277407,-0.6459388,1.854545,-6.162253,-0.5428138,1.029037,-6.050848,-0.6713769,0.2954164,-5.887783,-0.8954075,1.84899,-6.186022,-0.9606107,1.019734,-6.090656,-0.8296801,0.2918916,-5.902866,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,162.5539306,163.6323196,99.17157747,175.5987096,-0.4684119,-0.4719367,1.74908727
6,10182024021233458,-0.7738866,3.001315,-6.317689,-0.7731336,2.862235,-6.285387,-0.7724984,2.432732,-6.202544,-0.7669646,1.841689,-6.109798,-0.7731336,2.862235,-6.285387,-0.7731336,2.862235,-6.285387,-0.7669646,1.841689,-6.109798,-0.7669646,1.841689,-6.109798,-0.4594177,2.798285,-6.28285,-0.4025054,2.486543,-6.189093,-0.5731843,2.329473,-6.423876,-0.7107188,2.347964,-6.584854,-0.5731843,2.329473,-6.423876,-1.074682,2.782466,-6.302119,-1.128287,2.449363,-6.277946,-1.165887,2.117629,-6.273606,-1.153723,1.991399,-6.231446,-1.165887,2.117629,-6.273606,-0.6450298,1.853616,-6.164545,-0.5423162,1.034157,-6.06198,-0.6605985,0.2912295,-5.895745,-0.8944936,1.848445,-6.186013,-0.9596869,1.025506,-6.097898,-0.8378913,0.287555,-5.911002,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,163.168738,164.1887336,99.094109,175.7118661,-0.4725988,-0.4762733,1.749859758
7,10182024021233655,-0.7725625,3.006269,-6.31422,-0.7719653,2.866166,-6.282678,-0.7716949,2.433568,-6.201924,-0.7663954,1.84121,-6.110459,-0.7719653,2.866166,-6.282678,-0.7719653,2.866166,-6.282678,-0.7663954,1.84121,-6.110459,-0.7663954,1.84121,-6.110459,-0.4596338,2.79832,-6.282267,-0.4018432,2.485703,-6.191748,-0.5723563,2.330823,-6.426598,-0.7074857,2.353193,-6.589334,-0.5723563,2.330823,-6.426598,-1.074505,2.782441,-6.298019,-1.127693,2.449414,-6.274148,-1.165433,2.117871,-6.269697,-1.156013,1.988816,-6.229716,-1.165433,2.117871,-6.269697,-0.6446559,1.852994,-6.166777,-0.5434662,1.037129,-6.070101,-0.6550667,0.2886726,-5.90124,-0.8939832,1.848118,-6.186029,-0.9593853,1.028994,-6.102218,-0.8440444,0.2849766,-5.915833,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,163.5907126,164.5515225,99.15751868,175.8249534,-0.4751557,-0.4788517,1.750075005
8,10182024021233860,-0.7829978,3.01323,-6.334538,-0.7823569,2.872431,-6.303578,-0.7819418,2.43711,-6.224804,-0.7769296,1.843121,-6.134804,-0.7823569,2.872431,-6.303578,-0.7823569,2.872431,-6.303578,-0.7769296,1.843121,-6.134804,-0.7769296,1.843121,-6.134804,-0.4723218,2.8017,-6.303565,-0.4125112,2.487752,-6.216884,-0.5827215,2.333969,-6.45205,-0.7142391,2.359039,-6.615474,-0.5827215,2.333969,-6.45205,-1.085793,2.784753,-6.316044,-1.138539,2.451732,-6.293264,-1.176389,2.120331,-6.289256,-1.169882,1.985352,-6.251698,-1.176389,2.120331,-6.289256,-0.6553912,1.854878,-6.192461,-0.5560032,1.041569,-6.100372,-0.6624401,0.2891872,-5.929209,-0.9044992,1.850161,-6.20963,-0.9702163,1.033727,-6.128921,-0.8600687,0.2854457,-5.94283,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,163.9206925,164.8210488,99.37200071,175.9685322,-0.4746411,-0.4783826,1.75000519
9,10182024021234065,-0.7839184,3.017872,-6.330987,-0.7831938,2.876693,-6.300429,-0.7822797,2.439306,-6.223452,-0.7774245,1.843054,-6.135458,-0.7831938,2.876693,-6.300429,-0.7831938,2.876693,-6.300429,-0.7774245,1.843054,-6.135458,-0.7774245,1.843054,-6.135458,-0.4768357,2.805001,-6.29822,-0.413232,2.488581,-6.217555,-0.5824892,2.334568,-6.453096,-0.7098227,2.362467,-6.616813,-0.5824892,2.334568,-6.453096,-1.087706,2.785365,-6.309567,-1.141106,2.452662,-6.286602,-1.179611,2.121465,-6.282919,-1.20532,1.836267,-6.239564,-1.179611,2.121465,-6.282919,-0.6561386,1.854882,-6.194099,-0.5585194,1.043308,-6.105886,-0.6615994,0.2881607,-5.933074,-0.9049152,1.850169,-6.209437,-0.9706473,1.035501,-6.131295,-0.8637364,0.2843316,-5.945537,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,164.1321527,164.9793103,99.99795255,175.89629,-0.4756676,-0.4794967,1.749761702
10,10182024021234237,-0.8053029,3.024539,-6.31985,-0.8044578,2.883852,-6.287386,-0.8039236,2.447564,-6.203928,-0.8028151,1.85075,-6.105351,-0.8044578,2.883852,-6.287386,-0.8044578,2.883852,-6.287386,-0.8028151,1.85075,-6.105351,-0.8028151,1.85075,-6.105351,-0.5038224,2.817641,-6.27336,-0.4315194,2.498951,-6.202877,-0.576651,2.383151,-6.481688,-0.7013577,2.366414,-6.623229,-0.576651,2.383151,-6.481688,-1.108652,2.787975,-6.296118,-1.169912,2.457172,-6.269217,-1.220751,2.127805,-6.26577,-1.266724,1.924347,-6.217929,-1.220751,2.127805,-6.26577,-0.6822026,1.863624,-6.161491,-0.6018443,1.051587,-6.103485,-0.7121903,0.2873815,-5.937964,-0.92897,1.85693,-6.179715,-0.9787894,1.041361,-6.131321,-0.8728705,0.2830228,-5.949831,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,164.1033797,164.9398711,93.46052646,175.6671105,-0.4764468,-0.4808055,1.752007138
