GlobalID,EntryID,Skeleton0_X,Skeleton0_Y,Skeleton0_Z,Skeleton1_X,Skeleton1_Y,Skeleton1_Z,Skeleton2_X,Skeleton2_Y,Skeleton2_Z,Skeleton3_X,Skeleton3_Y,Skeleton3_Z,Skeleton4_X,Skeleton4_Y,Skeleton4_Z,Skeleton5_X,Skeleton5_Y,Skeleton5_Z,Skeleton6_X,Skeleton6_Y,Skeleton6_Z,Skeleton7_X,Skeleton7_Y,Skeleton7_Z,Skeleton8_X,Skeleton8_Y,Skeleton8_Z,Skeleton9_X,Skeleton9_Y,Skeleton9_Z,Skeleton10_X,Skeleton10_Y,Skeleton10_Z,Skeleton11_X,Skeleton11_Y,Skeleton11_Z,Skeleton12_X,Skeleton12_Y,Skeleton12_Z,Skeleton13_X,Skeleton13_Y,Skeleton13_Z,Skeleton14_X,Skeleton14_Y,Skeleton14_Z,Skeleton15_X,Skeleton15_Y,Skeleton15_Z,Skeleton16_X,Skeleton16_Y,Skeleton16_Z,Skeleton17_X,Skeleton17_Y,Skeleton17_Z,Skeleton18_X,Skeleton18_Y,Skeleton18_Z,Skeleton19_X,Skeleton19_Y,Skeleton19_Z,Skeleton20_X,Skeleton20_Y,Skeleton20_Z,Skeleton21_X,Skeleton21_Y,Skeleton21_Z,Skeleton22_X,Skeleton22_Y,Skeleton22_Z,Skeleton23_X,Skeleton23_Y,Skeleton23_Z,BubbleGen1_X,BubbleGen1_Y,BubbleGen1_Z,BubbleGen2_X,BubbleGen2_Y,BubbleGen2_Z,BubbleGen3_X,BubbleGen3_Y,BubbleGen3_Z,BubbleGen6_X,BubbleGen6_Y,BubbleGen6_Z,BubbleGen7_X,BubbleGen7_Y,BubbleGen7_Z,BubbleGen8_X,BubbleGen8_Y,BubbleGen8_Z,Floor_X,Floor_Y,Floor_Z,Spatial,Temporal,Spatial_2,Temporal_2,Spatial_1,Temporal_1,RightKneeAngle,LeftKneeAngle,RightElbowAngle,LeftElbowAngle,RightFootDistanceFromFloor,LeftFootDistanceFromFloor,Total_reach
11,12182024012551178,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,,,,,-1.8278663,-1.8278663,0
12,12182024012551377,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,0.403,-1.064038,6.78,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,,,,,-1.8278663,-1.8278663,0
13,12182024012551603,-0.7820308,2.53255,-6.04753,-0.7762775,2.399332,-5.983552,-0.7610556,1.982106,-5.804949,-0.7427581,1.403785,-5.585106,-0.7762775,2.399332,-5.983552,-0.7762775,2.399332,-5.983552,-0.7427581,1.403785,-5.585106,-0.7427581,1.403785,-5.585106,-0.4738271,2.3191,-6.019065,-0.2684808,1.916252,-5.913469,-0.3544725,1.628978,-6.289259,-0.3689768,1.600649,-6.39492,-0.3544725,1.628978,-6.289259,-0.9404567,2.384312,-6.057856,-1.139141,1.787434,-5.98782,-1.092745,1.212935,-5.954373,-1.08091,1.08913,-5.949731,-1.092745,1.212935,-5.954373,-0.5994486,1.388752,-5.658203,-0.4577036,0.7212087,-5.551251,-0.1714698,0.1303531,-5.081189,-0.8971317,1.403502,-5.656326,-0.9997023,0.7480642,-5.547834,-1.232973,0.1829493,-5.074498,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,150.4619411,149.0339848,105.1621207,156.858137,-0.6334752,-0.580879,1.659796519
14,12182024012551796,-0.7189234,2.486872,-6.072502,-0.715071,2.354,-6.007805,-0.7067341,1.937517,-5.827681,-0.6988948,1.357966,-5.604434,-0.715071,2.354,-6.007805,-0.715071,2.354,-6.007805,-0.6988948,1.357966,-5.604434,-0.6988948,1.357966,-5.604434,-0.3875782,2.249152,-6.022402,-0.1736133,1.859849,-5.972293,-0.3179235,1.638126,-6.380704,-0.3342387,1.664808,-6.458251,-0.3179235,1.638126,-6.380704,-1.00767,2.197311,-6.024381,-1.06524,1.692656,-5.951729,-0.9247208,1.203271,-5.934097,-0.8881829,1.104958,-5.918509,-0.9247208,1.203271,-5.934097,-0.5558335,1.345934,-5.675969,-0.3709096,0.6518856,-5.49277,-0.09494579,0.05275619,-5.032977,-0.8564501,1.356894,-5.673757,-1.015211,0.6753765,-5.488029,-1.264346,0.09539139,-5.024371,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,157.6109585,156.7351678,99.25211939,156.7417521,-0.71107211,-0.66843691,1.705723942
15,12182024012552010,-0.715143,2.425724,-6.052326,-0.7111138,2.294348,-5.98625,-0.702221,1.882823,-5.803033,-0.694369,1.310077,-5.576967,-0.7111138,2.294348,-5.98625,-0.7111138,2.294348,-5.98625,-0.694369,1.310077,-5.576967,-0.694369,1.310077,-5.576967,-0.3821044,2.188673,-5.99027,-0.2099312,1.758625,-5.984158,-0.2961279,1.703799,-6.291848,-0.3294305,1.697209,-6.452734,-0.2961279,1.703799,-6.291848,-1.042289,2.133685,-6.017908,-1.086194,1.662022,-5.92661,-0.9352468,1.196099,-5.914824,-0.9212613,1.151897,-5.8994,-0.9352468,1.196099,-5.914824,-0.5477888,1.303236,-5.642114,-0.3309516,0.6273072,-5.44596,-0.0883413,0.03208101,-5.020404,-0.8560577,1.307237,-5.651667,-1.033964,0.6364313,-5.467745,-1.266872,0.04737675,-5.056925,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,161.5091535,160.8775054,92.61646969,155.005766,-0.73174729,-0.71645155,1.667889338
16,12182024012552194,-0.7505608,2.338639,-6.017816,-0.7454997,2.211597,-5.950815,-0.7334573,1.812309,-5.765398,-0.7224832,1.253725,-5.536854,-0.7454997,2.211597,-5.950815,-0.7454997,2.211597,-5.950815,-0.7224832,1.253725,-5.536854,-0.7224832,1.253725,-5.536854,-0.4110753,2.126987,-5.956593,-0.2862269,1.676137,-5.951613,-0.3126363,1.703521,-6.270332,-0.345006,1.701323,-6.438077,-0.3126363,1.703521,-6.270332,-1.084756,2.083519,-5.987556,-1.147498,1.603807,-5.886427,-1.042642,1.139259,-5.867967,-0.999585,1.060736,-5.852965,-1.042642,1.139259,-5.867967,-0.5722349,1.248431,-5.599618,-0.3255892,0.5869861,-5.481529,-0.1129638,-0.01564515,-5.057055,-0.8865379,1.252667,-5.614346,-1.080065,0.5971555,-5.516883,-1.278798,6.85E-05,-5.111686,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,155.8849028,155.2714265,83.41134836,157.8264949,-0.77947345,-0.7637598,1.645831674
17,12182024012552402,-0.7828847,2.279875,-6.001642,-0.7779894,2.154671,-5.93309,-0.7654042,1.762473,-5.743513,-0.7518705,1.216345,-5.510209,-0.7779894,2.154671,-5.93309,-0.7779894,2.154671,-5.93309,-0.7518705,1.216345,-5.510209,-0.7518705,1.216345,-5.510209,-0.4492399,2.083597,-5.941348,-0.3371821,1.629729,-5.939235,-0.3785555,1.676889,-6.281023,-0.3998964,1.684146,-6.413305,-0.3785555,1.676889,-6.281023,-1.121939,2.044328,-5.966136,-1.186527,1.574835,-5.863614,-1.098865,1.120468,-5.840404,-1.054006,1.052147,-5.817475,-1.098865,1.120468,-5.840404,-0.5989074,1.21259,-5.573853,-0.352578,0.558951,-5.511436,-0.1587014,-0.03755629,-5.047654,-0.9173917,1.215553,-5.586795,-1.105687,0.5659564,-5.542037,-1.279016,-0.02713525,-5.093176,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,148.5324974,147.790175,80.5179209,159.2175631,-0.80138459,-0.79096355,1.647081017
18,12182024012552580,-0.8007966,2.25221,-5.996455,-0.7956282,2.128118,-5.926443,-0.7822232,1.739422,-5.732599,-0.7678172,1.198447,-5.49281,-0.7956282,2.128118,-5.926443,-0.7956282,2.128118,-5.926443,-0.7678172,1.198447,-5.49281,-0.7678172,1.198447,-5.49281,-0.4774371,2.06056,-5.93655,-0.3557226,1.599209,-5.940947,-0.44005,1.672099,-6.351724,-0.4369577,1.67957,-6.407185,-0.44005,1.672099,-6.351724,-1.142791,2.021221,-5.955767,-1.208927,1.560879,-5.849084,-1.119083,1.112546,-5.818222,-1.070532,1.043982,-5.781308,-1.119083,1.112546,-5.818222,-0.6137468,1.195771,-5.557826,-0.3735895,0.5473769,-5.52542,-0.1872169,-0.04617584,-5.033735,-0.9337564,1.197284,-5.567955,-1.117588,0.550896,-5.548971,-1.279035,-0.04101145,-5.068295,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,144.2648788,143.5364514,78.04031596,158.7025854,-0.81000414,-0.80483975,1.652413081
19,12182024012552796,-0.8207777,2.218534,-5.994196,-0.8148751,2.095798,-5.922065,-0.7992554,1.711456,-5.722042,-0.7818934,1.177008,-5.473641,-0.8148751,2.095798,-5.922065,-0.8148751,2.095798,-5.922065,-0.7818934,1.177008,-5.473641,-0.7818934,1.177008,-5.473641,-0.5106121,2.033097,-5.937836,-0.3736453,1.558064,-5.947468,-0.4683879,1.640488,-6.314217,-0.4783477,1.667794,-6.403866,-0.4683879,1.640488,-6.314217,-1.16584,1.989843,-5.947937,-1.231477,1.541004,-5.836176,-1.144859,1.097597,-5.790381,-1.077249,0.9983886,-5.748647,-1.144859,1.097597,-5.790381,-0.6271341,1.176078,-5.540202,-0.3868201,0.5352424,-5.53859,-0.2060202,-0.05884349,-5.010859,-0.9479076,1.174898,-5.547159,-1.130088,0.5325069,-5.554711,-1.275644,-0.06277978,-5.034059,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,139.6408561,138.9565534,75.31349165,159.2996359,-0.82267179,-0.82660808,1.667823122
20,12182024012553036,-0.833988,2.193507,-5.994879,-0.8277175,2.071184,-5.921526,-0.8106819,1.688373,-5.717852,-0.7906979,1.157016,-5.464735,-0.8277175,2.071184,-5.921526,-0.8277175,2.071184,-5.921526,-0.7906979,1.157016,-5.464735,-0.7906979,1.157016,-5.464735,-0.531271,2.011803,-5.941756,-0.385581,1.516867,-5.971245,-0.4763998,1.609281,-6.28418,-0.5117381,1.641399,-6.417313,-0.4763998,1.609281,-6.28418,-1.180139,1.966654,-5.946161,-1.246701,1.520504,-5.83297,-1.166322,1.078537,-5.779755,-1.085665,0.9524905,-5.753222,-1.166322,1.078537,-5.779755,-0.6355671,1.15776,-5.531956,-0.3900335,0.5214623,-5.552638,-0.2220345,-0.0374527,-5.040489,-0.9567171,1.15403,-5.537599,-1.139836,0.5127546,-5.565813,-1.267726,-0.04959679,-5.058864,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,136.8115444,136.1685136,73.48950093,160.1318937,-0.801281,-0.81342509,1.627881729
21,12182024012553188,-0.8394071,2.182609,-5.996193,-0.8329896,2.060243,-5.922525,-0.8152778,1.677271,-5.717952,-0.7937508,1.145851,-5.463889,-0.8329896,2.060243,-5.922525,-0.8329896,2.060243,-5.922525,-0.7937508,1.145851,-5.463889,-0.7937508,1.145851,-5.463889,-0.538547,2.003135,-5.943577,-0.3885968,1.493492,-5.997525,-0.4830674,1.593181,-6.28974,-0.531524,1.625519,-6.43747,-0.4830674,1.593181,-6.28974,-1.185686,1.956752,-5.946249,-1.252547,1.507542,-5.835579,-1.175608,1.065153,-5.781792,-1.089367,0.9315434,-5.763935,-1.175608,1.065153,-5.781792,-0.6385394,1.147805,-5.530968,-0.388182,0.5146534,-5.560786,-0.2026692,-0.03213108,-5.132763,-0.9597468,1.142083,-5.536908,-1.142531,0.5012138,-5.574737,-1.285533,-0.05142355,-5.152789,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,140.8537745,140.2585827,73.41684099,160.7129046,-0.79595938,-0.81525185,1.56934576
