GlobalID,EntryID,Skeleton0_X,Skeleton0_Y,Skeleton0_Z,Skeleton1_X,Skeleton1_Y,Skeleton1_Z,Skeleton2_X,Skeleton2_Y,Skeleton2_Z,Skeleton3_X,Skeleton3_Y,Skeleton3_Z,Skeleton4_X,Skeleton4_Y,Skeleton4_Z,Skeleton5_X,Skeleton5_Y,Skeleton5_Z,Skeleton6_X,Skeleton6_Y,Skeleton6_Z,Skeleton7_X,Skeleton7_Y,Skeleton7_Z,Skeleton8_X,Skeleton8_Y,Skeleton8_Z,Skeleton9_X,Skeleton9_Y,Skeleton9_Z,Skeleton10_X,Skeleton10_Y,Skeleton10_Z,Skeleton11_X,Skeleton11_Y,Skeleton11_Z,Skeleton12_X,Skeleton12_Y,Skeleton12_Z,Skeleton13_X,Skeleton13_Y,Skeleton13_Z,Skeleton14_X,Skeleton14_Y,Skeleton14_Z,Skeleton15_X,Skeleton15_Y,Skeleton15_Z,Skeleton16_X,Skeleton16_Y,Skeleton16_Z,Skeleton17_X,Skeleton17_Y,Skeleton17_Z,Skeleton18_X,Skeleton18_Y,Skeleton18_Z,Skeleton19_X,Skeleton19_Y,Skeleton19_Z,Skeleton20_X,Skeleton20_Y,Skeleton20_Z,Skeleton21_X,Skeleton21_Y,Skeleton21_Z,Skeleton22_X,Skeleton22_Y,Skeleton22_Z,Skeleton23_X,Skeleton23_Y,Skeleton23_Z,BubbleGen1_X,BubbleGen1_Y,BubbleGen1_Z,BubbleGen2_X,BubbleGen2_Y,BubbleGen2_Z,BubbleGen3_X,BubbleGen3_Y,BubbleGen3_Z,BubbleGen6_X,BubbleGen6_Y,BubbleGen6_Z,BubbleGen7_X,BubbleGen7_Y,BubbleGen7_Z,BubbleGen8_X,BubbleGen8_Y,BubbleGen8_Z,Floor_X,Floor_Y,Floor_Z,Spatial,Temporal,Spatial_2,Temporal_2,Spatial_1,RightKneeAngle,LeftKneeAngle,RightElbowAngle,LeftElbowAngle,RightFootDistanceFromFloor,LeftFootDistanceFromFloor,Total_reach,Temporal_1
103,12182024013933257,-0.7531136,2.664372,-7.503382,-0.7553085,2.539631,-7.428436,-0.7539894,2.154433,-7.229901,-0.7516878,1.622622,-6.973716,-0.7553085,2.539631,-7.428436,-0.7553085,2.539631,-7.428436,-0.7516878,1.622622,-6.973716,-0.7516878,1.622622,-6.973716,-0.4940249,2.467146,-7.445236,-0.2775062,2.139121,-7.748104,-0.436003,2.506839,-7.989949,-0.4313423,2.586751,-7.988128,-0.436003,2.506839,-7.989949,-1.083442,2.433275,-7.433571,-1.153383,1.961004,-7.388937,-1.003055,1.589791,-7.382882,-0.9958267,1.516466,-7.381127,-1.003055,1.589791,-7.382882,-0.603371,1.648949,-7.023056,-0.2166656,1.34856,-7.348532,-0.08209735,0.6835707,-6.911969,-0.8951524,1.626599,-7.048968,-1.170294,1.275512,-7.433222,-1.318763,0.5888422,-7.021795,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,1,0,103.3713581,104.9729236,69.39381698,149.2560258,-0.0802576,-0.1749861,1.564936997,0
104,12182024013933562,-0.7381756,2.664526,-7.521715,-0.7416545,2.536437,-7.440299,-0.7447554,2.142849,-7.22604,-0.739955,1.601651,-6.946653,-0.7416545,2.536437,-7.440299,-0.7416545,2.536437,-7.440299,-0.739955,1.601651,-6.946653,-0.739955,1.601651,-6.946653,-0.4983779,2.443092,-7.455932,-0.2728256,2.155495,-7.776332,-0.4128616,2.516592,-7.987198,-0.413922,2.608505,-8.002701,-0.4128616,2.516592,-7.987198,-1.076132,2.425186,-7.443642,-1.157919,1.975865,-7.400888,-1.009004,1.633246,-7.385386,-1.013554,1.554147,-7.377825,-1.009004,1.633246,-7.385386,-0.60007,1.626529,-6.999456,-0.1653767,1.328778,-7.366126,-0.02556938,0.7058787,-6.962221,-0.8756136,1.610118,-7.024585,-1.193682,1.267535,-7.459904,-1.334382,0.62793,-7.08158,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,1,0,101.6764012,101.8463617,71.5383827,146.1444377,-0.0579496,-0.1358983,1.551774012,0
105,12182024013933929,-0.7247158,2.668388,-7.536121,-0.7281929,2.538837,-7.451081,-0.7347337,2.138442,-7.222958,-0.7340051,1.590641,-6.93288,-0.7281929,2.538837,-7.451081,-0.7281929,2.538837,-7.451081,-0.7340051,1.590641,-6.93288,-0.7340051,1.590641,-6.93288,-0.4970196,2.432665,-7.468093,-0.2667958,2.166267,-7.771992,-0.3895146,2.504407,-7.968971,-0.3964581,2.598597,-7.990644,-0.3895146,2.504407,-7.968971,-1.066401,2.429168,-7.457064,-1.16174,1.998195,-7.416776,-1.014937,1.664466,-7.394221,-1.03052,1.594142,-7.382777,-1.014937,1.664466,-7.394221,-0.5994624,1.616633,-6.986581,-0.1247734,1.337062,-7.369469,0.003080368,0.736364,-6.983759,-0.8652737,1.599363,-7.013059,-1.208476,1.266654,-7.477418,-1.3451,0.648773,-7.118052,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,1,0,99.57655741,100.1650194,72.1497314,143.8537575,-0.0274643,-0.1150553,1.548210374,0
106,12182024013934223,-0.7518125,3.078302,-7.008573,-0.7563241,2.948067,-6.922903,-0.7683417,2.543495,-6.688819,-0.7773046,1.993047,-6.39733,-0.7563241,2.948067,-6.922903,-0.7563241,2.948067,-6.922903,-0.7773046,1.993047,-6.39733,-0.7773046,1.993047,-6.39733,-0.5222687,2.854236,-6.947498,-0.3049247,2.544839,-7.222064,-0.4189159,2.879827,-7.407793,-0.4359449,2.988803,-7.440656,-0.4189159,2.879827,-7.407793,-1.091442,2.869559,-6.946269,-1.205232,2.409809,-6.89081,-1.060568,2.064422,-6.861176,-1.074838,1.9992,-6.848928,-1.060568,2.064422,-6.861176,-0.6461433,2.01858,-6.450262,-0.1505827,1.734509,-6.818401,-0.04829931,1.136698,-6.437932,-0.9056743,2.000087,-6.478983,-1.256693,1.655692,-6.940809,-1.390104,1.041087,-6.586424,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,1,0,99.5168457,101.2288601,65.50518427,143.4919656,0.3728697,0.2772587,1.548806732,0
107,12182024013934585,-0.7323415,3.331234,-7.001892,-0.737287,3.203472,-6.924479,-0.7516958,2.808725,-6.707294,-0.7667924,2.276344,-6.437873,-0.737287,3.203472,-6.924479,-0.737287,3.203472,-6.924479,-0.7667924,2.276344,-6.437873,-0.7667924,2.276344,-6.437873,-0.4858184,3.116228,-6.949093,-0.2193734,2.720696,-6.973379,-0.3806127,2.996965,-7.301864,-0.4196148,3.10798,-7.349122,-0.3806127,2.996965,-7.301864,-1.08055,3.12852,-6.986177,-1.207733,2.667724,-6.920609,-1.082038,2.310825,-6.900153,-1.057861,2.290647,-6.874202,-1.082038,2.310825,-6.900153,-0.6279132,2.294389,-6.488722,-0.1741461,1.868145,-6.637959,-0.1518643,1.23789,-6.240569,-0.9039368,2.276045,-6.52407,-1.246239,1.796895,-6.775254,-1.32418,1.159979,-6.390698,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,1,0,117.3775553,119.4222665,48.78617271,145.0219146,0.4740617,0.3961507,1.550255376,0
108,12182024013934905,-0.7725184,3.465453,-6.987538,-0.7723954,3.356064,-6.91078,-0.7690531,3.016833,-6.692836,-0.7563233,2.552297,-6.418314,-0.7723954,3.356064,-6.91078,-0.7723954,3.356064,-6.91078,-0.7563233,2.552297,-6.418314,-0.7563233,2.552297,-6.418314,-0.4853477,3.379014,-6.922458,-0.2820669,2.959777,-6.856188,-0.4603342,3.050802,-7.22648,-0.4960703,3.057891,-7.211475,-0.4603342,3.050802,-7.22648,-1.11682,3.272499,-6.969105,-1.213236,2.82058,-6.86165,-1.085484,2.470236,-6.830278,-1.024348,2.365415,-6.792562,-1.085484,2.470236,-6.830278,-0.6107799,2.555252,-6.465468,-0.3341732,1.912837,-6.297165,-0.1672891,1.24481,-5.949697,-0.9007004,2.552635,-6.509205,-1.077753,1.906126,-6.40934,-1.193521,1.235549,-6.104512,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,1,0,164.1660778,163.4781776,60.03611559,147.2873187,0.4809817,0.4717207,1.643680029,0
109,12182024013935262,-0.8328787,3.531389,-6.520791,-0.8262849,3.415573,-6.458689,-0.8051956,3.054201,-6.287421,-0.7745237,2.564633,-6.090923,-0.8262849,3.415573,-6.458689,-0.8262849,3.415573,-6.458689,-0.7745237,2.564633,-6.090923,-0.7745237,2.564633,-6.090923,-0.5085644,3.406624,-6.425377,-0.3154762,2.974555,-6.36381,-0.5151309,2.992818,-6.708913,-0.5368822,2.99017,-6.719392,-0.5151309,2.992818,-6.708913,-1.163667,3.331219,-6.466994,-1.253583,2.892239,-6.380766,-1.151505,2.528879,-6.365121,-1.080943,2.432687,-6.371213,-1.151505,2.528879,-6.365121,-0.636752,2.573941,-6.152161,-0.3651421,1.93671,-6.235442,-0.1546447,1.25071,-5.96701,-0.9103237,2.559551,-6.168349,-1.062495,1.900027,-6.276709,-1.184014,1.196562,-6.027924,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,1,0,152.0004512,151.5170088,69.18369898,151.635362,0.4868817,0.4327337,1.614879026,0
110,12182024013935694,-0.8358973,3.572834,-5.906489,-0.8313046,3.42934,-5.883718,-0.8159653,2.991357,-5.822721,-0.7900556,2.388355,-5.726442,-0.8313046,3.42934,-5.883718,-0.8313046,3.42934,-5.883718,-0.7900556,2.388355,-5.726442,-0.7900556,2.388355,-5.726442,-0.4902859,3.40098,-5.865522,-0.3012404,2.941143,-5.818337,-0.4963174,2.681573,-6.106565,-0.5927816,2.64021,-6.215146,-0.4963174,2.681573,-6.106565,-1.169636,3.32678,-5.914036,-1.2209,2.852032,-5.924208,-0.9683756,2.507771,-6.070601,-0.9203987,2.41222,-6.081605,-0.9683756,2.507771,-6.070601,-0.6375232,2.411177,-5.786871,-0.3465608,2.12702,-6.292615,-0.1654627,1.260698,-6.155365,-0.9400601,2.376857,-5.80174,-1.132753,2.037833,-6.331255,-1.236762,1.139168,-6.208017,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,113.2507081,115.6026072,108.5221255,134.830773,0.4968697,0.3753397,1.738867601,0
111,12182024013936017,-0.8252677,3.595995,-5.783228,-0.8216881,3.448897,-5.769472,-0.8086869,2.997696,-5.739547,-0.7828357,2.374749,-5.707869,-0.8216881,3.448897,-5.769472,-0.8216881,3.448897,-5.769472,-0.7828357,2.374749,-5.707869,-0.7828357,2.374749,-5.707869,-0.4760073,3.407281,-5.751275,-0.3144267,2.888091,-5.760492,-0.4939167,2.552407,-6.012346,-0.6049104,2.43516,-6.071025,-0.4939167,2.552407,-6.012346,-1.1592,3.336815,-5.815569,-1.202685,2.855405,-5.861714,-0.9396797,2.536455,-6.048434,-0.8730035,2.458565,-6.056085,-0.9396797,2.536455,-6.048434,-0.6274612,2.392119,-5.769773,-0.3351483,2.138626,-6.326328,-0.1912408,1.189355,-6.147908,-0.9359612,2.369971,-5.787675,-1.130811,2.081502,-6.3725,-1.209899,1.116221,-6.20702,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,1,0,0,106.084943,107.1411056,126.4870543,133.1810028,0.4255267,0.3523927,1.835879918,0
112,12182024013936381,-0.7757094,3.60094,-5.793521,-0.7782246,3.454547,-5.777136,-0.7831304,3.000087,-5.746701,-0.7794307,2.370605,-5.730463,-0.7782246,3.454547,-5.777136,-0.7782246,3.454547,-5.777136,-0.7794307,2.370605,-5.730463,-0.7794307,2.370605,-5.730463,-0.440651,3.385195,-5.760046,-0.3222986,2.836456,-5.781263,-0.5005749,2.474467,-6.030979,-0.591625,2.373996,-6.081303,-0.5005749,2.474467,-6.030979,-1.123859,3.336112,-5.832479,-1.175317,2.848203,-5.891703,-0.9452811,2.525432,-6.087862,-0.8992875,2.426683,-6.115278,-0.9452811,2.525432,-6.087862,-0.6218206,2.38122,-5.791181,-0.3349681,2.104421,-6.318678,-0.3075056,1.125713,-5.986117,-0.9352,2.372611,-5.813511,-1.131119,2.082551,-6.375411,-1.190718,1.101451,-6.049054,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,98.69529528,99.4758024,133.3052833,136.0208375,0.3618847,0.3376227,1.874214144,0
113,12182024013936638,-0.7471689,3.595408,-5.818892,-0.7517826,3.4501,-5.801071,-0.7648151,2.997926,-5.766119,-0.7759305,2.370035,-5.745031,-0.7517826,3.4501,-5.801071,-0.7517826,3.4501,-5.801071,-0.7759305,2.370035,-5.745031,-0.7759305,2.370035,-5.745031,-0.4168022,3.372277,-5.780062,-0.3144729,2.819477,-5.798022,-0.491676,2.472154,-6.054384,-0.584162,2.38237,-6.112789,-0.491676,2.472154,-6.054384,-1.09202,3.338518,-5.844658,-1.159443,2.843124,-5.912047,-0.9439367,2.513993,-6.107584,-0.9060796,2.415097,-6.131131,-0.9439367,2.513993,-6.107584,-0.6173559,2.376037,-5.80552,-0.3399962,2.072511,-6.319287,-0.3417101,1.115943,-5.98032,-0.9323026,2.376021,-5.827719,-1.135428,2.07247,-6.375354,-1.210798,1.115898,-6.04158,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,99.9785532,100.5890717,132.8398715,136.8508563,0.3521147,0.3520697,1.851181469,0
114,12182024013936971,-0.735445,3.580903,-5.852404,-0.7412621,3.437216,-5.830414,-0.7583694,2.989886,-5.784718,-0.7766412,2.3669,-5.753652,-0.7412621,3.437216,-5.830414,-0.7412621,3.437216,-5.830414,-0.7766412,2.3669,-5.753652,-0.7766412,2.3669,-5.753652,-0.4110715,3.367146,-5.79711,-0.3091382,2.815826,-5.806087,-0.4759785,2.465765,-6.059837,-0.5760276,2.389724,-6.127699,-0.4759785,2.465765,-6.059837,-1.077875,3.338778,-5.861738,-1.158555,2.842216,-5.918889,-0.94121,2.498805,-6.121121,-0.9085112,2.404443,-6.133599,-0.94121,2.498805,-6.121121,-0.6183802,2.370492,-5.81317,-0.24615,2.124146,-6.410612,0.04703802,1.703337,-6.975382,-0.9326118,2.374999,-5.836984,-1.213234,2.138015,-6.483901,-1.438452,1.724641,-7.087958,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,1,0,0,165.2576512,165.6520171,133.3148209,135.7193181,0.9395087,0.9608127,1.686761932,0
115,12182024013937287,-0.7533388,3.547458,-5.918767,-0.7592686,3.404302,-5.890712,-0.7767329,2.959768,-5.826523,-0.7997023,2.343149,-5.771327,-0.7592686,3.404302,-5.890712,-0.7592686,3.404302,-5.890712,-0.7997023,2.343149,-5.771327,-0.7997023,2.343149,-5.771327,-0.4346609,3.346057,-5.862768,-0.3100347,2.809305,-5.822692,-0.4760108,2.465537,-6.069869,-0.5690707,2.392712,-6.145516,-0.4760108,2.465537,-6.069869,-1.090429,3.317211,-5.911621,-1.189728,2.836801,-5.930311,-1.058254,2.451653,-6.164799,-0.9935657,2.3715,-6.178351,-1.058254,2.451653,-6.164799,-0.6428711,2.347017,-5.829316,-0.2238082,2.219193,-6.4737,0.04912102,1.701379,-6.983078,-0.9530913,2.352461,-5.856043,-1.252064,2.237237,-6.562286,-1.462706,1.727909,-7.113325,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,147.2992624,147.6877816,127.7798217,139.8923182,0.9375507,0.9640807,1.73037888,0
116,12182024013937660,-0.7603317,3.539801,-5.935202,-0.7659772,3.395904,-5.907172,-0.7839695,2.949667,-5.841797,-0.8094581,2.333478,-5.781441,-0.7659772,3.395904,-5.907172,-0.7659772,3.395904,-5.907172,-0.8094581,2.333478,-5.781441,-0.8094581,2.333478,-5.781441,-0.441265,3.340226,-5.878555,-0.3167828,2.808037,-5.836031,-0.4830493,2.47516,-6.088918,-0.5832769,2.4019,-6.161154,-0.4830493,2.47516,-6.088918,-1.093169,3.31428,-5.923374,-1.207733,2.831151,-5.949461,-1.037633,2.438112,-6.15577,-0.9826648,2.358113,-6.180068,-1.037633,2.438112,-6.15577,-0.6533175,2.336944,-5.838956,-0.2930989,2.040322,-6.339072,-0.327461,1.052623,-6.073633,-0.9618581,2.343802,-5.866791,-1.234631,2.061248,-6.424012,-1.31238,1.074514,-6.162487,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,1,0,0,102.1939284,102.7717563,126.2113006,138.0484959,0.2887947,0.3106857,1.880453154,0
117,12182024013937953,-0.7733933,3.533654,-5.937996,-0.7774616,3.389768,-5.911479,-0.7917264,2.943669,-5.848213,-0.8155692,2.328367,-5.787167,-0.7774616,3.389768,-5.911479,-0.7774616,3.389768,-5.911479,-0.8155692,2.328367,-5.787167,-0.8155692,2.328367,-5.787167,-0.4527864,3.339705,-5.884648,-0.3265918,2.809114,-5.845395,-0.4887163,2.479103,-6.099338,-0.5844686,2.396304,-6.179652,-0.4887163,2.479103,-6.099338,-1.104647,3.309479,-5.923478,-1.222544,2.825742,-5.951138,-1.053343,2.442234,-6.134304,-0.9954793,2.356819,-6.170302,-1.053343,2.442234,-6.134304,-0.6595721,2.331936,-5.845269,-0.2496954,2.088208,-6.388465,0.09749806,1.704093,-6.94316,-0.9679314,2.338636,-5.871982,-1.282176,2.110642,-6.47791,-1.550349,1.739897,-7.085915,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,1,0,0,168.3817038,168.8160873,126.3059918,138.4201284,0.9402647,0.9760687,1.65526499,0
118,12182024013938317,-0.8040801,3.515921,-5.939087,-0.8065005,3.372832,-5.913715,-0.8148926,2.929138,-5.853736,-0.8303902,2.317121,-5.794037,-0.8065005,3.372832,-5.913715,-0.8065005,3.372832,-5.913715,-0.8303902,2.317121,-5.794037,-0.8303902,2.317121,-5.794037,-0.4770089,3.338086,-5.891235,-0.3379401,2.808155,-5.853477,-0.5100348,2.466684,-6.119028,-0.5819465,2.394121,-6.191733,-0.5100348,2.466684,-6.119028,-1.140495,3.284826,-5.922079,-1.249309,2.819239,-5.938586,-1.021272,2.472616,-6.154822,-0.9568005,2.41235,-6.151171,-1.021272,2.472616,-6.154822,-0.6729843,2.323532,-5.853834,-0.2556815,2.130607,-6.441063,-0.04822671,1.445647,-6.682025,-0.9838048,2.324461,-5.876811,-1.308287,2.133755,-6.518877,-1.501753,1.449995,-6.789476,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,129.7620333,130.4181039,125.09616,128.7606418,0.6818187,0.6861667,1.67910546,0
119,12182024013938620,-0.8188558,3.511917,-5.939692,-0.8199172,3.368584,-5.914967,-0.8243347,2.924388,-5.856796,-0.8355346,2.312736,-5.797793,-0.8199172,3.368584,-5.914967,-0.8199172,3.368584,-5.914967,-0.8355346,2.312736,-5.797793,-0.8355346,2.312736,-5.797793,-0.4912784,3.33814,-5.893632,-0.3516306,2.807861,-5.862891,-0.5138043,2.466733,-6.127856,-0.5816154,2.385364,-6.206695,-0.5138043,2.466733,-6.127856,-1.155307,3.277481,-5.923729,-1.258669,2.81353,-5.939394,-1.067433,2.443622,-6.150431,-0.988804,2.385243,-6.162921,-1.067433,2.443622,-6.150431,-0.6778699,2.320442,-5.859119,-0.3603435,2.021566,-6.31476,-0.2618901,1.13934,-6.235583,-0.9890732,2.319204,-5.879624,-1.243995,2.018049,-6.372985,-1.372958,1.134918,-6.308792,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,117.4221022,118.2049746,126.3234903,134.334395,0.3755117,0.3710897,1.700638596,0
120,12182024013938970,-0.838688,3.49314,-5.956121,-0.8389946,3.351809,-5.928528,-0.8403143,2.912213,-5.864491,-0.8462658,2.304433,-5.80129,-0.8389946,3.351809,-5.928528,-0.8389946,3.351809,-5.928528,-0.8462658,2.304433,-5.80129,-0.8462658,2.304433,-5.80129,-0.5118599,3.330949,-5.911973,-0.3644245,2.802465,-5.877526,-0.5171418,2.457227,-6.13554,-0.5838175,2.374709,-6.214698,-0.5171418,2.457227,-6.13554,-1.171971,3.267064,-5.929736,-1.276205,2.804406,-5.932664,-1.039353,2.480762,-6.15697,-0.9708873,2.460367,-6.13289,-1.039353,2.480762,-6.15697,-0.6864954,2.3147,-5.864956,-0.330291,2.222817,-6.517138,0.0313822,1.999104,-7.297807,-1.001347,2.308878,-5.880512,-1.286429,2.20514,-6.564379,-1.567603,1.969541,-7.37681,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,171.6068267,171.8702345,126.9339143,125.2262749,1.2352757,1.2057127,1.813746062,0
121,12182024013939273,-0.8428771,3.488892,-5.959383,-0.8435459,3.347379,-5.931836,-0.8451896,2.907983,-5.8672,-0.8496417,2.301217,-5.802916,-0.8435459,3.347379,-5.931836,-0.8435459,3.347379,-5.931836,-0.8496417,2.301217,-5.802916,-0.8496417,2.301217,-5.802916,-0.5167182,3.327838,-5.916054,-0.3670045,2.800935,-5.880171,-0.5143108,2.456914,-6.13603,-0.5812198,2.370515,-6.220278,-0.5143108,2.456914,-6.13603,-1.176333,3.263685,-5.931501,-1.281204,2.802006,-5.931824,-1.021305,2.472048,-6.16923,-0.9428236,2.401543,-6.155259,-1.021305,2.472048,-6.16923,-0.6893761,2.312206,-5.867142,-0.3819228,2.098242,-6.434693,-0.297482,1.243429,-6.419302,-1.00494,2.305239,-5.881487,-1.255704,2.07895,-6.474412,-1.345095,1.220299,-6.466924,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,1,0,0,110.0327864,111.1206833,127.0774098,123.2238802,0.4796007,0.4564707,1.719798526,0
122,12182024013939627,-0.8380167,3.500057,-5.952553,-0.8393599,3.356789,-5.926997,-0.842606,2.912946,-5.866824,-0.8462781,2.302899,-5.805842,-0.8393599,3.356789,-5.926997,-0.8393599,3.356789,-5.926997,-0.8462781,2.302899,-5.805842,-0.8462781,2.302899,-5.805842,-0.517302,3.32581,-5.915034,-0.369437,2.79993,-5.881421,-0.5141075,2.460101,-6.136773,-0.5813894,2.366801,-6.225419,-0.5141075,2.460101,-6.136773,-1.176121,3.26589,-5.931914,-1.279223,2.803495,-5.939261,-1.062731,2.455039,-6.147672,-0.9995571,2.357037,-6.174397,-1.062731,2.455039,-6.147672,-0.6870168,2.313217,-5.870004,-0.4240713,2.017829,-6.349273,-0.1528761,1.260761,-6.593804,-1.000587,2.307748,-5.884425,-1.215446,2.004025,-6.385667,-1.463972,1.237892,-6.654099,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,142.1025942,142.5346711,127.2450318,130.0675635,0.4969327,0.4740637,1.646446082,0
123,12182024013939965,-0.8340425,3.493619,-5.952697,-0.8363039,3.351637,-5.926769,-0.8415534,2.910391,-5.866529,-0.845945,2.301215,-5.806368,-0.8363039,3.351637,-5.926769,-0.8363039,3.351637,-5.926769,-0.845945,2.301215,-5.806368,-0.845945,2.301215,-5.806368,-0.5166336,3.323339,-5.914476,-0.3689232,2.797097,-5.877684,-0.5100331,2.459993,-6.133154,-0.5808595,2.363462,-6.228154,-0.5100331,2.459993,-6.133154,-1.174068,3.266608,-5.931351,-1.281462,2.803942,-5.935125,-1.06874,2.47162,-6.14307,-0.9636423,2.409491,-6.153994,-1.06874,2.47162,-6.14307,-0.6865822,2.311503,-5.870584,-0.3322392,2.16583,-6.49856,-0.01374722,1.755294,-7.112875,-1.000336,2.306187,-5.884774,-1.29305,2.149551,-6.542013,-1.554486,1.729189,-7.182556,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,1,0,0,160.6498713,160.9266078,127.0450959,128.4359744,0.9914657,0.9653607,1.719094702,0
