GlobalID,EntryID,Skeleton0_X,Skeleton0_Y,Skeleton0_Z,Skeleton1_X,Skeleton1_Y,Skeleton1_Z,Skeleton2_X,Skeleton2_Y,Skeleton2_Z,Skeleton3_X,Skeleton3_Y,Skeleton3_Z,Skeleton4_X,Skeleton4_Y,Skeleton4_Z,Skeleton5_X,Skeleton5_Y,Skeleton5_Z,Skeleton6_X,Skeleton6_Y,Skeleton6_Z,Skeleton7_X,Skeleton7_Y,Skeleton7_Z,Skeleton8_X,Skeleton8_Y,Skeleton8_Z,Skeleton9_X,Skeleton9_Y,Skeleton9_Z,Skeleton10_X,Skeleton10_Y,Skeleton10_Z,Skeleton11_X,Skeleton11_Y,Skeleton11_Z,Skeleton12_X,Skeleton12_Y,Skeleton12_Z,Skeleton13_X,Skeleton13_Y,Skeleton13_Z,Skeleton14_X,Skeleton14_Y,Skeleton14_Z,Skeleton15_X,Skeleton15_Y,Skeleton15_Z,Skeleton16_X,Skeleton16_Y,Skeleton16_Z,Skeleton17_X,Skeleton17_Y,Skeleton17_Z,Skeleton18_X,Skeleton18_Y,Skeleton18_Z,Skeleton19_X,Skeleton19_Y,Skeleton19_Z,Skeleton20_X,Skeleton20_Y,Skeleton20_Z,Skeleton21_X,Skeleton21_Y,Skeleton21_Z,Skeleton22_X,Skeleton22_Y,Skeleton22_Z,Skeleton23_X,Skeleton23_Y,Skeleton23_Z,BubbleGen1_X,BubbleGen1_Y,BubbleGen1_Z,BubbleGen2_X,BubbleGen2_Y,BubbleGen2_Z,BubbleGen3_X,BubbleGen3_Y,BubbleGen3_Z,BubbleGen6_X,BubbleGen6_Y,BubbleGen6_Z,BubbleGen7_X,BubbleGen7_Y,BubbleGen7_Z,BubbleGen8_X,BubbleGen8_Y,BubbleGen8_Z,Floor_X,Floor_Y,Floor_Z,Spatial,Temporal,Spatial_1,Temporal_1,Spatial_2,Temporal_2
765,910202465018,-0.8025253,3.019149,-6.817112,-0.7991426,2.89579,-6.764775,-0.7904021,2.512574,-6.621613,-0.7777113,1.995892,-6.437456,-0.7991426,2.89579,-6.764775,-0.7991426,2.89579,-6.764775,-0.7777113,1.995892,-6.437456,-0.7777113,1.995892,-6.437456,-0.4720885,2.813341,-6.758686,-0.3500421,2.39092,-6.63882,-0.3197495,1.931703,-6.673441,-0.3138907,1.772249,-6.804664,-0.3197495,1.931703,-6.673441,-1.117609,2.81565,-6.762893,-1.219689,2.367421,-6.65721,-1.093307,2.070892,-7.188634,-1.075334,2.01478,-7.29277,-1.093307,2.070892,-7.188634,-0.6333077,1.996412,-6.510188,-0.6174355,2.017992,-7.239646,-0.7781448,1.300499,-7.061719,-0.9358383,2.004114,-6.493711,-1.039576,2.02874,-7.216655,-0.8547999,1.30245,-7.057544,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,1,1,1,1,1
766,910202465019,-0.7990581,2.997703,-6.822321,-0.7974265,2.870095,-6.775838,-0.795367,2.47249,-6.65416,-0.7971174,1.921384,-6.514584,-0.7974265,2.870095,-6.775838,-0.7974265,2.870095,-6.775838,-0.7971174,1.921384,-6.514584,-0.7971174,1.921384,-6.514584,-0.4666797,2.786575,-6.759858,-0.3240788,2.269173,-6.549715,-0.3849353,1.921451,-6.826074,-0.3696776,1.872459,-6.952851,-0.3849353,1.921451,-6.826074,-1.116999,2.804453,-6.738019,-1.250902,2.283536,-6.563865,-1.300264,1.902997,-6.862601,-1.292331,1.802995,-6.959925,-1.300264,1.902997,-6.862601,-0.6528732,1.926662,-6.58296,-0.513185,1.531262,-7.190474,-0.5753887,0.7133739,-6.835793,-0.950911,1.928964,-6.575767,-1.119954,1.535949,-7.17583,-1.056015,0.7170861,-6.824193,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,1,0,1
767,910202465020,-0.8015908,3.012247,-6.710406,-0.8009368,2.880739,-6.686873,-0.7995988,2.471742,-6.630589,-0.8019285,1.907353,-6.550029,-0.8009368,2.880739,-6.686873,-0.8009368,2.880739,-6.686873,-0.8019285,1.907353,-6.550029,-0.8019285,1.907353,-6.550029,-0.4701055,2.785049,-6.687486,-0.3746221,2.310133,-6.596364,-0.5793433,2.006636,-6.897481,-0.6328984,1.920592,-7.068913,-0.5793433,2.006636,-6.897481,-1.119489,2.799675,-6.655821,-1.199701,2.356057,-6.633915,-1.065524,1.99388,-6.960759,-0.9996229,1.896951,-7.043859,-1.065524,1.99388,-6.960759,-0.6599786,1.911806,-6.615092,-0.4197086,1.659298,-7.260764,-0.5954614,0.7308977,-6.831692,-0.9531951,1.916346,-6.614989,-1.189025,1.67121,-7.260495,-1.019815,0.7374685,-6.831544,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,1,1,1,0,1
768,910202465021,-0.7962735,3.014329,-6.696755,-0.7973818,2.883577,-6.671452,-0.8001361,2.476494,-6.61587,-0.801891,1.912475,-6.556684,-0.7973818,2.883577,-6.671452,-0.7973818,2.883577,-6.671452,-0.801891,1.912475,-6.556684,-0.801891,1.912475,-6.556684,-0.4678434,2.789145,-6.664182,-0.3732063,2.322044,-6.578604,-0.5498624,2.009387,-6.895513,-0.6289322,1.918229,-7.042817,-0.5498624,2.009387,-6.895513,-1.113437,2.803379,-6.653872,-1.195122,2.348467,-6.626939,-1.079615,1.97876,-6.94447,-1.024554,1.879028,-7.026674,-1.079615,1.97876,-6.94447,-0.6620712,1.916807,-6.620872,-0.4113915,1.627233,-7.23635,-0.6180393,0.7809776,-6.724902,-0.9512376,1.921403,-6.622509,-1.188051,1.639577,-7.240746,-0.9903072,0.7868946,-6.72701,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,1,1,1,0,1
769,910202465022,-0.7688576,3.007994,-6.712397,-0.7721413,2.878164,-6.685737,-0.7831634,2.474905,-6.622505,-0.7954763,1.916827,-6.559789,-0.7721413,2.878164,-6.685737,-0.7721413,2.878164,-6.685737,-0.7954763,1.916827,-6.559789,-0.7954763,1.916827,-6.559789,-0.4529571,2.78434,-6.676961,-0.367863,2.306206,-6.579395,-0.5505099,2.008409,-6.911849,-0.6328062,1.915987,-7.063327,-0.5505099,2.008409,-6.911849,-1.100208,2.809645,-6.673093,-1.197392,2.36324,-6.612289,-1.085536,2.018291,-6.922791,-0.9980564,1.956233,-7.00545,-1.085536,2.018291,-6.922791,-0.65769,1.920305,-6.622642,-0.4657181,1.731966,-7.420912,-0.5029328,0.9338554,-8.014804,-0.9432939,1.926557,-6.626789,-1.107644,1.746018,-7.430233,-1.086055,0.9466202,-8.023272,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,1,0,0
770,910202465023,-0.7615423,2.99528,-6.730184,-0.7634985,2.866019,-6.703198,-0.7720355,2.464781,-6.638081,-0.7863699,1.910017,-6.571188,-0.7634985,2.866019,-6.703198,-0.7634985,2.866019,-6.703198,-0.7863699,1.910017,-6.571188,-0.7863699,1.910017,-6.571188,-0.4421523,2.767652,-6.680295,-0.3648377,2.294883,-6.583065,-0.5412217,1.986807,-6.890537,-0.6153938,1.908188,-7.066007,-0.5412217,1.986807,-6.890537,-1.092594,2.802893,-6.684574,-1.195626,2.352087,-6.632918,-1.053009,1.984797,-6.945045,-1.006135,1.880594,-7.012393,-1.053009,1.984797,-6.945045,-0.6502939,1.911464,-6.6343,-0.3684985,1.678488,-7.255731,-0.7078204,1.032057,-6.524343,-0.9332258,1.921774,-6.637424,-1.201661,1.708848,-7.264928,-0.9089527,1.039387,-6.526564,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,1,1,1,1,1
771,910202465024,-0.7686386,2.995246,-6.726579,-0.7707789,2.86528,-6.69982,-0.7790908,2.462027,-6.635232,-0.7950737,1.905388,-6.568784,-0.7707789,2.86528,-6.69982,-0.7707789,2.86528,-6.69982,-0.7950737,1.905388,-6.568784,-0.7950737,1.905388,-6.568784,-0.4453015,2.767725,-6.681197,-0.3645581,2.293712,-6.590863,-0.5468662,1.972653,-6.893065,-0.6272278,1.897688,-7.067482,-0.5468662,1.972653,-6.893065,-1.096884,2.79976,-6.677986,-1.192937,2.342727,-6.629683,-1.05711,1.966129,-6.961006,-1.019398,1.873395,-7.014971,-1.05711,1.966129,-6.961006,-0.6591291,1.9059,-6.633861,-0.3834836,1.666024,-7.258868,-0.71065,1.029767,-6.567849,-0.9413752,1.918356,-6.632944,-1.226509,1.703229,-7.256131,-0.9305316,1.039471,-6.567135,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,1,1,1,1,1
772,910202465025,-0.7485251,3.002326,-6.758695,-0.7567401,2.872644,-6.727042,-0.7809914,2.469039,-6.650033,-0.813619,1.913227,-6.574361,-0.7567401,2.872644,-6.727042,-0.7567401,2.872644,-6.727042,-0.813619,1.913227,-6.574361,-0.813619,1.913227,-6.574361,-0.4435877,2.771243,-6.700095,-0.3288735,2.303912,-6.541842,-0.5152622,1.997822,-6.921999,-0.5949288,1.906329,-6.987392,-0.5152622,1.997822,-6.921999,-1.082834,2.810751,-6.691231,-1.1807,2.375947,-6.608843,-1.194252,2.019715,-6.935311,-1.070296,1.971029,-6.974312,-1.194252,2.019715,-6.935311,-0.6767238,1.909421,-6.641981,-0.3195082,1.717751,-7.344389,-0.1998259,0.7760849,-7.551877,-0.960106,1.930478,-6.636122,-1.361046,1.795144,-7.322857,-1.604463,0.8804578,-7.52284,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,1,0,1
773,910202465026,-0.803599,2.983782,-6.780684,-0.8018231,2.85442,-6.752468,-0.8006606,2.454518,-6.680048,-0.8180406,1.903763,-6.592201,-0.8018231,2.85442,-6.752468,-0.8018231,2.85442,-6.752468,-0.8180406,1.903763,-6.592201,-0.8180406,1.903763,-6.592201,-0.4623818,2.764661,-6.720675,-0.3380648,2.298611,-6.57419,-0.5236191,1.970762,-6.891837,-0.6163189,1.905564,-7.027939,-0.5236191,1.970762,-6.891837,-1.117329,2.784394,-6.709241,-1.205316,2.323583,-6.666332,-1.097447,1.939405,-6.942425,-1.030596,1.842634,-7.017526,-1.097447,1.939405,-6.942425,-0.6776648,1.904731,-6.657085,-0.4357719,1.515914,-7.224343,-0.5918952,0.7152721,-6.846192,-0.9680351,1.915023,-6.657608,-1.222314,1.543794,-7.225759,-1.117589,0.7339066,-6.847138,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,1,0,1
774,910202465027,-0.7351712,3.022613,-6.640021,-0.7390902,2.893329,-6.612945,-0.7514791,2.492293,-6.547519,-0.7675433,1.939175,-6.479388,-0.7390902,2.893329,-6.612945,-0.7390902,2.893329,-6.612945,-0.7675433,1.939175,-6.479388,-0.7675433,1.939175,-6.479388,-0.4066551,2.786816,-6.617737,-0.2843865,2.328218,-6.510728,-0.49041,2.007938,-6.7757,-0.5945467,1.930539,-6.943748,-0.49041,2.007938,-6.7757,-1.058813,2.816491,-6.560033,-1.145462,2.364106,-6.521315,-1.047032,2.001014,-6.825866,-1.005749,1.907116,-6.893073,-1.047032,2.001014,-6.825866,-0.6210008,1.941963,-6.548958,-0.366019,1.583597,-7.113622,-0.5011113,0.7207044,-6.816941,-0.9246529,1.948527,-6.538799,-1.231661,1.602308,-7.084661,-1.134894,0.7344033,-6.795736,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,1,0,1
775,910202465028,-0.7368067,3.024083,-6.62937,-0.7359987,2.895021,-6.603204,-0.7390485,2.493901,-6.541669,-0.7396621,1.936755,-6.483276,-0.7359987,2.895021,-6.603204,-0.7359987,2.895021,-6.603204,-0.7396621,1.936755,-6.483276,-0.7396621,1.936755,-6.483276,-0.4007119,2.790524,-6.586561,-0.284441,2.337237,-6.46427,-0.4363265,2.012659,-6.798582,-0.4903038,1.938342,-6.944794,-0.4363265,2.012659,-6.798582,-1.05953,2.812476,-6.575332,-1.142369,2.362858,-6.537533,-1.045945,1.991147,-6.858286,-0.9957865,1.900768,-6.923099,-1.045945,1.991147,-6.858286,-0.598681,1.943745,-6.541511,-0.2246431,1.612091,-7.076034,-0.2819666,0.7420118,-6.787487,-0.8922123,1.941536,-6.554684,-1.196627,1.604775,-7.119653,-1.159289,0.7354074,-6.826859,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,1,0,1
