GlobalID,EntryID,Skeleton0_X,Skeleton0_Y,Skeleton0_Z,Skeleton1_X,Skeleton1_Y,Skeleton1_Z,Skeleton2_X,Skeleton2_Y,Skeleton2_Z,Skeleton3_X,Skeleton3_Y,Skeleton3_Z,Skeleton4_X,Skeleton4_Y,Skeleton4_Z,Skeleton5_X,Skeleton5_Y,Skeleton5_Z,Skeleton6_X,Skeleton6_Y,Skeleton6_Z,Skeleton7_X,Skeleton7_Y,Skeleton7_Z,Skeleton8_X,Skeleton8_Y,Skeleton8_Z,Skeleton9_X,Skeleton9_Y,Skeleton9_Z,Skeleton10_X,Skeleton10_Y,Skeleton10_Z,Skeleton11_X,Skeleton11_Y,Skeleton11_Z,Skeleton12_X,Skeleton12_Y,Skeleton12_Z,Skeleton13_X,Skeleton13_Y,Skeleton13_Z,Skeleton14_X,Skeleton14_Y,Skeleton14_Z,Skeleton15_X,Skeleton15_Y,Skeleton15_Z,Skeleton16_X,Skeleton16_Y,Skeleton16_Z,Skeleton17_X,Skeleton17_Y,Skeleton17_Z,Skeleton18_X,Skeleton18_Y,Skeleton18_Z,Skeleton19_X,Skeleton19_Y,Skeleton19_Z,Skeleton20_X,Skeleton20_Y,Skeleton20_Z,Skeleton21_X,Skeleton21_Y,Skeleton21_Z,Skeleton22_X,Skeleton22_Y,Skeleton22_Z,Skeleton23_X,Skeleton23_Y,Skeleton23_Z,BubbleGen1_X,BubbleGen1_Y,BubbleGen1_Z,BubbleGen2_X,BubbleGen2_Y,BubbleGen2_Z,BubbleGen3_X,BubbleGen3_Y,BubbleGen3_Z,BubbleGen6_X,BubbleGen6_Y,BubbleGen6_Z,BubbleGen7_X,BubbleGen7_Y,BubbleGen7_Z,BubbleGen8_X,BubbleGen8_Y,BubbleGen8_Z,Floor_X,Floor_Y,Floor_Z,Spatial,Temporal,Spatial_1,Temporal_1,Spatial_2,Temporal_2,Spatial Conflicts,Temporal Conflicts,RightKneeAngle,LeftKneeAngle,RightElbowAngle,LeftElbowAngle,RightFootDistanceFromFloor,LeftFootDistanceFromFloor,TotalReach,LeftArmLength,RightArmLength,Total_Reach,Bubble_generators,Skeleton_positions,Total_reach
141,10182024020012293,-0.8136564,3.355636,-6.219346,-0.8051752,3.234271,-6.209151,-0.790735,2.869709,-6.199092,-0.7660462,2.355289,-6.170994,-0.8051752,3.234271,-6.209151,-0.8051752,3.234271,-6.209151,-0.7660462,2.355289,-6.170994,-0.7660462,2.355289,-6.170994,-0.4875838,3.163461,-6.144157,-0.3981131,2.757336,-5.913445,-0.3729627,2.353737,-5.707447,-0.3672623,2.271946,-5.659664,-0.3729627,2.353737,-5.707447,-1.141493,3.132094,-6.192112,-1.23839,2.710319,-5.995215,-1.3678,2.267291,-5.861265,-1.399012,2.124441,-5.873094,-1.3678,2.267291,-5.861265,-0.6258476,2.366345,-6.216557,-0.4222124,1.970512,-6.758649,-0.4187316,1.349718,-6.778625,-0.9030884,2.349359,-6.238852,-0.9691927,1.937001,-6.802635,-0.9049609,1.319929,-6.817726,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,0,0,0,126.1923431,126.4546412,171.9235698,171.1467105,0.5858897,0.5561007,1.475239413,0.9560353232,0.9294019348,1.475239413,,,1.475239413
142,10182024020012522,-0.8199692,3.359923,-6.213602,-0.8099613,3.237555,-6.202445,-0.7898825,2.869375,-6.187233,-0.7559023,2.355937,-6.162841,-0.8099613,3.237555,-6.202445,-0.8099613,3.237555,-6.202445,-0.7559023,2.355937,-6.162841,-0.7559023,2.355937,-6.162841,-0.4940451,3.169572,-6.132353,-0.4017687,2.760441,-5.907098,-0.3736508,2.352227,-5.701917,-0.3708821,2.278242,-5.660362,-0.3736508,2.352227,-5.701917,-1.14839,3.134271,-6.184488,-1.243071,2.710216,-5.990214,-1.364411,2.258641,-5.849677,-1.3938,2.121414,-5.866377,-1.364411,2.258641,-5.849677,-0.6162533,2.365616,-6.206817,-0.4516308,2.082049,-6.827573,-0.3802085,1.582915,-7.146673,-0.8919615,2.351231,-6.231823,-0.8967407,2.058826,-6.867943,-0.8402535,1.558913,-7.188397,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,0,0,0,147.0132848,146.8779191,172.0543054,172.2875439,0.8190867,0.7950847,1.449227847,0.9642072815,0.9338131566,1.449227847,,,1.449227847
143,10182024020012728,-0.8248269,3.368874,-6.203219,-0.8134285,3.245085,-6.193016,-0.787014,2.871622,-6.177432,-0.7428078,2.360037,-6.163593,-0.8134285,3.245085,-6.193016,-0.8134285,3.245085,-6.193016,-0.7428078,2.360037,-6.163593,-0.7428078,2.360037,-6.163593,-0.4980469,3.176796,-6.116392,-0.4038272,2.764613,-5.896928,-0.3727309,2.347708,-5.69429,-0.3713194,2.278091,-5.65684,-0.3727309,2.347708,-5.69429,-1.153402,3.137008,-6.174474,-1.247253,2.710147,-5.984752,-1.361573,2.251738,-5.845504,-1.392873,2.129313,-5.863087,-1.361573,2.251738,-5.845504,-0.604394,2.367836,-6.202761,-0.3913985,2.320231,-6.901485,-0.2638267,1.805505,-7.223398,-0.8776833,2.357411,-6.238829,-0.8832765,2.301468,-6.966402,-0.8322042,1.783823,-7.29841,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,0,0,1,0,127.5250451,126.8770966,172.1472105,172.7978427,1.0416767,1.0199947,1.50128989,0.9690008228,0.9409633293,1.50128989,,,1.50128989
144,10182024020012951,-0.8273186,3.376941,-6.195035,-0.8153278,3.2523,-6.186501,-0.7846457,2.875768,-6.173617,-0.7344621,2.366743,-6.177987,-0.8153278,3.2523,-6.186501,-0.8153278,3.2523,-6.186501,-0.7344621,2.366743,-6.177987,-0.7344621,2.366743,-6.177987,-0.4994423,3.18067,-6.107154,-0.4046283,2.766874,-5.890513,-0.3716807,2.344036,-5.688773,-0.3703839,2.275015,-5.652735,-0.3716807,2.344036,-5.688773,-1.156113,3.138717,-6.167717,-1.249923,2.710005,-5.981003,-1.360702,2.248314,-5.845807,-1.394834,2.127665,-5.868657,-1.360702,2.248314,-5.845807,-0.5959948,2.371937,-6.211809,-0.3027183,2.299551,-6.889064,-0.1473524,1.841346,-7.214385,-0.870414,2.36643,-6.259114,-0.886528,2.287835,-6.989701,-0.8361225,1.827523,-7.333115,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,0,0,133.764191,132.4996373,172.2558406,172.7649206,1.0775177,1.0636947,1.469804717,0.9705923428,0.9462584883,1.469804717,,,1.469804717
145,10182024020013121,-0.8281022,3.379581,-6.192858,-0.8159125,3.254804,-6.184789,-0.7837226,2.877484,-6.17301,-0.7319559,2.368083,-6.181838,-0.8159125,3.254804,-6.184789,-0.8159125,3.254804,-6.184789,-0.7319559,2.368083,-6.181838,-0.7319559,2.368083,-6.181838,-0.4998618,3.181751,-6.104721,-0.4050524,2.767395,-5.88899,-0.3715164,2.342648,-5.687596,-0.3659742,2.260872,-5.652166,-0.3715164,2.342648,-5.687596,-1.156875,3.139218,-6.165959,-1.250724,2.70998,-5.980028,-1.360533,2.24814,-5.845435,-1.394524,2.130346,-5.869102,-1.360533,2.24814,-5.845435,-0.5935707,2.372973,-6.214839,-0.2716284,2.1756,-6.847834,-0.06970388,1.766276,-7.199951,-0.8679276,2.367847,-6.263588,-0.8928688,2.163992,-6.958219,-0.8806115,1.751123,-7.344037,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,0,0,150.1932974,149.2517209,172.3118025,172.8252786,1.0024477,0.9872947,1.455888739,0.9705250294,0.9479442865,1.455888739,,,1.455888739
146,10182024020013307,-0.8292078,3.382664,-6.190732,-0.8167978,3.25782,-6.183028,-0.7828853,2.879352,-6.172146,-0.7306314,2.368486,-6.183132,-0.8167978,3.25782,-6.183028,-0.8167978,3.25782,-6.183028,-0.7306314,2.368486,-6.183132,-0.7306314,2.368486,-6.183132,-0.5005046,3.183141,-6.101739,-0.4055163,2.768228,-5.88695,-0.3713117,2.34184,-5.686055,-0.3651748,2.258303,-5.65088,-0.3713117,2.34184,-5.686055,-1.157881,3.139864,-6.163873,-1.251743,2.709976,-5.978904,-1.359683,2.249498,-5.844231,-1.393525,2.1351,-5.867704,-1.359683,2.249498,-5.844231,-0.5920719,2.3733,-6.216172,-0.2483594,2.043724,-6.768622,0.03600502,1.35513,-6.958836,-0.8670375,2.367916,-6.264211,-0.918627,2.030599,-6.885724,-0.9880758,1.335076,-7.137752,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,0,0,0,140.0268463,138.542833,172.3584582,173.0444894,0.5913017,0.5712477,1.640780573,0.9690725301,0.949354105,1.640780573,,,1.640780573
147,10182024020013519,-0.8304531,3.385056,-6.190506,-0.8179479,3.260164,-6.182159,-0.7835915,2.880455,-6.170211,-0.7405938,2.364551,-6.164898,-0.8179479,3.260164,-6.182159,-0.8179479,3.260164,-6.182159,-0.7405938,2.364551,-6.164898,-0.7405938,2.364551,-6.164898,-0.501232,3.184297,-6.099448,-0.4076065,2.768588,-5.885659,-0.3714028,2.340692,-5.684657,-0.3651967,2.254983,-5.650484,-0.3714028,2.340692,-5.684657,-1.15894,3.14052,-6.162319,-1.252834,2.710044,-5.978137,-1.359139,2.251072,-5.845933,-1.392449,2.135793,-5.868622,-1.359139,2.251072,-5.845933,-0.6004523,2.370292,-6.204832,-0.3141263,1.972755,-6.734691,-0.08634609,1.280535,-6.563184,-0.8781798,2.362914,-6.237711,-0.9554841,1.955716,-6.81062,-1.100726,1.253586,-6.683275,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,0,0,0,117.5079721,115.8076891,172.7620098,172.9542807,0.5167067,0.4897577,1.616119775,0.9668643087,0.9508833227,1.616119775,,,1.616119775
148,10182024020013738,-0.8327485,3.385787,-6.192014,-0.8209718,3.261063,-6.181609,-0.795269,2.879536,-6.156694,-0.7694565,2.360494,-6.115835,-0.8209718,3.261063,-6.181609,-0.8209718,3.261063,-6.181609,-0.7694565,2.360494,-6.115835,-0.7694565,2.360494,-6.115835,-0.5026935,3.184646,-6.098105,-0.4110023,2.768083,-5.8849,-0.3756336,2.337162,-5.685472,-0.3679765,2.233934,-5.659769,-0.3756336,2.337162,-5.685472,-1.160789,3.141603,-6.160347,-1.254022,2.710172,-5.97726,-1.359014,2.278185,-5.854853,-1.39451,2.161972,-5.870798,-1.359014,2.278185,-5.854853,-0.6281708,2.366708,-6.16617,-0.39994,1.993134,-6.719906,-0.2092346,1.353008,-6.672505,-0.9071236,2.358445,-6.178758,-1.045301,1.974017,-6.749029,-1.170962,1.324519,-6.715905,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,0,0,0,122.8526183,122.2816685,172.8131562,172.7326832,0.5891797,0.5606907,1.52560494,0.9389624617,0.9529989634,1.52560494,,,1.52560494
149,10182024020013932,-0.8349527,3.3852,-6.191683,-0.825443,3.260167,-6.178159,-0.8074459,2.878709,-6.136945,-0.786387,2.361223,-6.080734,-0.825443,3.260167,-6.178159,-0.825443,3.260167,-6.178159,-0.786387,2.361223,-6.080734,-0.786387,2.361223,-6.080734,-0.504693,3.184536,-6.096245,-0.4136246,2.767381,-5.883645,-0.3833914,2.332733,-5.687034,-0.3699165,2.220079,-5.666032,-0.3833914,2.332733,-5.687034,-1.162672,3.144105,-6.15432,-1.254975,2.71106,-5.973757,-1.362141,2.364421,-5.87043,-1.380802,2.33846,-5.863192,-1.362141,2.364421,-5.87043,-0.645753,2.367888,-6.134665,-0.3854716,2.117571,-6.726248,-0.1501334,1.677847,-7.111821,-0.9230357,2.358807,-6.140389,-1.139818,2.092866,-6.741822,-1.321659,1.639479,-7.136008,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,0,0,0,156.0873812,156.0051028,172.1606984,172.0503981,0.9140187,0.8756507,1.474261812,0.8554271813,0.9549856527,1.474261812,,,1.474261812
150,10182024020014127,-0.837131,3.384011,-6.188844,-0.8297298,3.259193,-6.172039,-0.8146126,2.879144,-6.123721,-0.7953453,2.362837,-6.064028,-0.8297298,3.259193,-6.172039,-0.8297298,3.259193,-6.172039,-0.7953453,2.362837,-6.064028,-0.7953453,2.362837,-6.064028,-0.5071318,3.184443,-6.093599,-0.4144279,2.767928,-5.880422,-0.3875818,2.364565,-5.698928,-0.3751872,2.236654,-5.667766,-0.3875818,2.364565,-5.698928,-1.163491,3.148582,-6.142357,-1.255237,2.712628,-5.967536,-1.364829,2.390241,-5.877538,-1.379618,2.398978,-5.862633,-1.364829,2.390241,-5.877538,-0.655121,2.370258,-6.118645,-0.3813277,2.257161,-6.757799,-0.1203441,2.003775,-7.384754,-0.9316236,2.35983,-6.123064,-1.177762,2.227125,-6.77053,-1.398239,1.955581,-7.405179,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,0,0,0,168.762681,168.7262261,171.7571981,170.6912903,1.2399467,1.1917527,1.579971298,0.8307746304,0.9201219911,1.579971298,,,1.579971298
