game,num_executions,total_rows,defect_count,frequency,coverage,coverage_pct,instability,instability_rate,num_defect_segments,mean_segment_length,median_segment_length,max_segment_length
Archery,3,425,83,0.1952941176470588,0.1952941176470588,19.52941176470588,15,0.035545023696682464,9,9.222222222222221,7.0,30
PhantomLimb,47,4105,2372,0.5778319123020706,0.5778319123020706,57.783191230207066,429,0.10571710202069985,251,9.450199203187251,4.0,290
PhantomLimb Holdout,6,391,177,0.45268542199488493,0.45268542199488493,45.26854219948849,39,0.1012987012987013,24,7.375,3.5,68
PianoTiles,1,440,228,0.5181818181818182,0.5181818181818182,51.81818181818182,89,0.20273348519362186,45,5.066666666666666,1.0,64
Puzzle,1,300,86,0.2866666666666667,0.2866666666666667,28.666666666666668,8,0.026755852842809364,5,17.2,16.0,30
Sea,1,300,168,0.56,0.56,56.00000000000001,10,0.033444816053511704,6,28.0,4.0,151
War,1,281,177,0.6298932384341637,0.6298932384341637,62.989323843416365,16,0.05714285714285714,9,19.666666666666668,8.0,87
