num_executions,total_rows,defect_count,frequency,coverage,coverage_pct,instability,instability_rate,num_defect_segments,mean_segment_length,median_segment_length,max_segment_length,num_games,avg_execution_frequency,avg_execution_coverage_pct,avg_execution_instability_rate,avg_execution_total_rows,avg_execution_defect_count,avg_execution_instability,avg_execution_num_defect_segments,avg_execution_mean_segment_length,avg_execution_median_segment_length,avg_execution_max_segment_length,avg_game_frequency,avg_game_coverage_pct,avg_game_instability_rate,avg_game_total_rows,avg_game_defect_count,avg_game_instability,avg_game_num_defect_segments,avg_game_mean_segment_length,avg_game_median_segment_length,avg_game_max_segment_length
60,6242,3291,0.5272348606215956,0.5272348606215956,52.723486062159566,606,0.09802652863151083,349,9.429799426934098,3.0,290,7,0.5664336752752077,56.64336752752077,0.11427578341932829,104.03333333333333,54.85,10.1,5.816666666666666,12.700879200164914,9.958333333333334,30.066666666666666,0.4600790250323804,46.007902503238036,0.08037683403555482,891.7142857142857,470.14285714285717,86.57142857142857,49.857142857142854,13.711536394106115,6.214285714285714,102.85714285714286
