GlobalID,EntryID,Spatial,Temporal,App,missing_joints_count,missing_joints_ratio,collapsed_joints_count,center_of_mass_x,center_of_mass_y,center_of_mass_z,distance_from_origin,bbox_width,bbox_height,bbox_depth,bbox_volume,max_joint_distance_from_com,distance_from_floor,min_foot_height_above_floor,below_floor,left_forearm_length,right_forearm_length,left_shin_length,right_shin_length,arm_length_symmetry,leg_length_symmetry,body_upright_x,body_upright_y,body_upright_z,body_forward_x,body_forward_y,body_forward_z
176,06262025083949682,0,0,Archery,0,0.0,0,66.851634,3.8692909799999997,45.952918,81.21442639009764,4.624539999999996,5.7171857,0.9424500000000009,24.91776913684816,3.289257038532753,6.86929098,3.5924103,False,0.9325643015449327,0.9325609187693925,1.6158553803457323,1.6158553029974214,3.3827755402393578e-06,7.734831086736449e-08,0.004653968073400565,0.9997305167672603,-0.02274278842706524,0.1996762363281985,0.0,-0.9798619293787291
177,06262025083950492,0,0,Archery,0,0.0,0,66.851634,3.8692909799999997,45.952918,81.21442639009764,4.624539999999996,5.7171857,0.9424500000000009,24.91776913684816,3.289257038532753,6.86929098,3.5924103,False,0.9325643015449327,0.9325609187693925,1.6158553803457323,1.6158553029974214,3.3827755402393578e-06,7.734831086736449e-08,0.004653968073400565,0.9997305167672603,-0.02274278842706524,0.1996762363281985,0.0,-0.9798619293787291
178,06262025083950683,0,0,Archery,0,0.0,0,66.851634,3.8692909799999997,45.952918,81.21442639009764,4.624539999999996,5.7171857,0.9424500000000009,24.91776913684816,3.289257038532753,6.86929098,3.5924103,False,0.9325643015449327,0.9325609187693925,1.6158553803457323,1.6158553029974214,3.3827755402393578e-06,7.734831086736449e-08,0.004653968073400565,0.9997305167672603,-0.02274278842706524,0.1996762363281985,0.0,-0.9798619293787291
179,06262025083950959,0,0,Archery,0,0.0,0,66.851634,3.8692909799999997,45.952918,81.21442639009764,4.624539999999996,5.7171857,0.9424500000000009,24.91776913684816,3.289257038532753,6.86929098,3.5924103,False,0.9325643015449327,0.9325609187693925,1.6158553803457323,1.6158553029974214,3.3827755402393578e-06,7.734831086736449e-08,0.004653968073400565,0.9997305167672603,-0.02274278842706524,0.1996762363281985,0.0,-0.9798619293787291
180,06262025083951177,0,0,Archery,0,0.0,0,66.851634,3.8692909799999997,45.952918,81.21442639009764,4.624539999999996,5.7171857,0.9424500000000009,24.91776913684816,3.289257038532753,6.86929098,3.5924103,False,0.9325643015449327,0.9325609187693925,1.6158553803457323,1.6158553029974214,3.3827755402393578e-06,7.734831086736449e-08,0.004653968073400565,0.9997305167672603,-0.02274278842706524,0.1996762363281985,0.0,-0.9798619293787291
181,06262025083951382,0,0,Archery,0,0.0,0,66.851634,3.8692909799999997,45.952918,81.21442639009764,4.624539999999996,5.7171857,0.9424500000000009,24.91776913684816,3.289257038532753,6.86929098,3.5924103,False,0.9325643015449327,0.9325609187693925,1.6158553803457323,1.6158553029974214,3.3827755402393578e-06,7.734831086736449e-08,0.004653968073400565,0.9997305167672603,-0.02274278842706524,0.1996762363281985,0.0,-0.9798619293787291
182,06262025083951578,0,0,Archery,0,0.0,0,66.851634,3.8692909799999997,45.952918,81.21442639009764,4.624539999999996,5.7171857,0.9424500000000009,24.91776913684816,3.289257038532753,6.86929098,3.5924103,False,0.9325643015449327,0.9325609187693925,1.6158553803457323,1.6158553029974214,3.3827755402393578e-06,7.734831086736449e-08,0.004653968073400565,0.9997305167672603,-0.02274278842706524,0.1996762363281985,0.0,-0.9798619293787291
183,06262025083951779,0,0,Archery,0,0.0,0,66.851634,3.8692909799999997,45.952918,81.21442639009764,4.624539999999996,5.7171857,0.9424500000000009,24.91776913684816,3.289257038532753,6.86929098,3.5924103,False,0.9325643015449327,0.9325609187693925,1.6158553803457323,1.6158553029974214,3.3827755402393578e-06,7.734831086736449e-08,0.004653968073400565,0.9997305167672603,-0.02274278842706524,0.1996762363281985,0.0,-0.9798619293787291
184,06262025083951983,0,0,Archery,0,0.0,0,66.851634,3.8692909799999997,45.952918,81.21442639009764,4.624539999999996,5.7171857,0.9424500000000009,24.91776913684816,3.289257038532753,6.86929098,3.5924103,False,0.9325643015449327,0.9325609187693925,1.6158553803457323,1.6158553029974214,3.3827755402393578e-06,7.734831086736449e-08,0.004653968073400565,0.9997305167672603,-0.02274278842706524,0.1996762363281985,0.0,-0.9798619293787291
185,06262025083952187,0,0,Archery,0,0.0,0,66.851634,3.8692909799999997,45.952918,81.21442639009764,4.624539999999996,5.7171857,0.9424500000000009,24.91776913684816,3.289257038532753,6.86929098,3.5924103,False,0.9325643015449327,0.9325609187693925,1.6158553803457323,1.6158553029974214,3.3827755402393578e-06,7.734831086736449e-08,0.004653968073400565,0.9997305167672603,-0.02274278842706524,0.1996762363281985,0.0,-0.9798619293787291
